date,time,ozone_compton,no_compton,no2_compton,RH_compton,TEMP_compton,WINDIR_compton,WINDSPEED_compton
2020/03/03,10:00:00,0.026,14.5,25.0,12.9,71.92,198.0,2.0
2020/03/03,11:00:00,0.033,8.0,16.1,11.2,74.72,207.0,3.0
2020/03/03,12:00:00,0.0375,5.8999999999999995,12.4,10.1,76.35,187.0,4.0
2020/03/03,13:00:00,0.0405,5.1000000000000005,11.1,8.9,77.76,201.0,5.0
2020/03/03,14:00:00,0.0428,3.9,7.7,12.4,78.27,247.0,6.0
2020/03/03,15:00:00,0.0429,2.4,5.1000000000000005,20.3,75.0,261.0,7.0
2020/03/03,16:00:00,0.0389,3.0,6.8,31.3,69.88,265.0,7.0
2020/03/03,17:00:00,0.0365,4.4,7.7,36.7,66.7,267.0,5.0
2020/03/03,18:00:00,0.0335,3.1,8.7,43.2,63.9,262.0,4.0
2020/03/03,19:00:00,0.0299,3.4,10.200000000000001,57.1,62.13,278.0,3.0
2020/03/03,20:00:00,0.0251,3.9,10.7,72.2,60.44,291.0,2.0
2020/03/03,21:00:00,0.0181,2.3,13.4,81.9,58.96,0.0,1.0
2020/03/03,22:00:00,0.0095,3.2,19.599999999999998,83.6,58.34,281.0,1.0
2020/03/03,23:00:00,0.0119,2.8,16.2,85.2,57.31,0.0,1.0
2020/03/04,00:00:00,0.0081,2.1,16.5,86.0,55.86,41.0,2.0
2020/03/04,01:00:00,0.0038,2.7,23.400000000000002,85.5,55.79,36.0,2.0
2020/03/04,02:00:00,0.0087,1.9,17.5,86.7,55.54,50.0,2.0
2020/03/04,03:00:00,0.0071,2.4,17.0,90.0,54.56,65.0,2.0
2020/03/04,04:00:00,0.0033,3.9,18.599999999999998,91.8,54.49,0.0,1.0
2020/03/04,05:00:00,-0.0001,10.9,24.9,92.4,54.03,79.0,2.0
2020/03/04,06:00:00,-0.0005,36.1,26.599999999999998,91.0,53.93,72.0,1.0
2020/03/04,07:00:00,0.0049,20.5,28.5,86.1,56.38,112.0,2.0
2020/03/04,08:00:00,0.0249,7.0,10.7,84.3,57.67,140.0,2.0
2020/03/04,09:00:00,0.0297,3.4,6.8999999999999995,75.4,60.8,129.0,1.0
2020/03/04,10:00:00,0.0324,3.9,7.0,64.5,64.06,145.0,3.0
2020/03/04,11:00:00,0.0344,6.0,9.5,57.0,66.83,155.0,3.0
2020/03/04,12:00:00,0.0376,3.8,7.0,54.9,68.18,197.0,4.0
2020/03/04,13:00:00,0.0361,4.7,9.799999999999999,52.8,68.05,194.0,6.0
2020/03/04,14:00:00,0.0395,3.8,9.1,53.4,67.28,183.0,7.0
2020/03/04,15:00:00,0.0348,5.6,7.5,59.1,66.24,242.0,4.0
2020/03/04,16:00:00,0.0322,5.3,7.0,66.6,63.83,277.0,5.0
2020/03/04,17:00:00,0.0277,6.1000000000000005,10.200000000000001,71.6,61.64,285.0,3.0
2020/03/04,18:00:00,0.0177,8.200000000000001,20.9,75.5,60.38,281.0,2.0
2020/03/04,19:00:00,0.0111,2.5,24.7,78.5,59.33,0.0,1.0
2020/03/04,20:00:00,0.0095,2.4,21.9,82.3,58.17,168.0,1.0
2020/03/04,21:00:00,0.0024,4.2,29.0,83.5,57.66,223.0,2.0
2020/03/04,22:00:00,0.0206,2.2,10.7,86.0,56.55,274.0,2.0
2020/03/04,23:00:00,0.0213,1.4,8.0,87.8,55.94,298.0,1.0
2020/03/05,00:00:00,0.0216,1.7,7.5,86.6,56.53,0.0,0.0
2020/03/05,01:00:00,0.021,1.3,8.0,85.9,56.85,0.0,0.0
2020/03/05,02:00:00,0.0202,1.4,9.1,85.5,56.79,0.0,1.0
2020/03/05,03:00:00,0.0171,1.4,10.7,86.0,56.78,0.0,0.0
2020/03/05,04:00:00,0.0143,1.8,12.200000000000001,86.3,56.49,58.0,1.0
2020/03/05,05:00:00,0.0106,1.9,15.7,86.7,56.22,355.0,2.0
2020/03/05,06:00:00,0.0067,4.3,19.5,87.5,55.93,13.0,1.0
2020/03/05,07:00:00,0.0048,15.299999999999999,24.6,85.2,57.01,347.0,1.0
2020/03/05,08:00:00,0.0128,14.3,20.1,78.8,59.12,320.0,2.0
2020/03/05,09:00:00,0.0166,16.299999999999997,21.8,68.7,63.0,257.0,1.0
2020/03/05,10:00:00,0.0245,12.7,20.8,60.8,66.09,242.0,3.0
2020/03/05,11:00:00,0.0307,11.2,21.8,53.4,69.73,271.0,3.0
2020/03/05,12:00:00,0.0384,8.1,17.4,51.9,71.09,278.0,3.0
2020/03/05,13:00:00,0.0418,19.7,18.1,49.8,72.38,265.0,4.0
2020/03/05,14:00:00,0.0438,9.6,16.8,50.2,71.99,279.0,5.0
2020/03/05,15:00:00,0.04,10.4,15.9,56.7,68.97,279.0,6.0
2020/03/05,16:00:00,0.0365,14.6,18.5,62.7,65.8,278.0,7.0
2020/03/05,17:00:00,0.0316,7.7,17.7,71.6,62.44,282.0,5.0
2020/03/05,18:00:00,0.0282,5.7,13.6,76.5,60.77,267.0,4.0
2020/03/05,19:00:00,0.031,3.4,7.7,84.0,59.37,263.0,4.0
2020/03/05,20:00:00,0.0292,2.6,8.7,84.3,59.16,259.0,3.0
2020/03/05,21:00:00,0.0286,2.4,7.1000000000000005,86.4,58.61,251.0,3.0
2020/03/05,22:00:00,0.0178,1.8,10.3,88.6,57.57,0.0,0.0
2020/03/05,23:00:00,0.0124,1.9,14.5,89.8,56.75,31.0,1.0
2020/03/06,00:00:00,0.0079,2.2,17.4,90.7,56.34,0.0,1.0
2020/03/06,01:00:00,0.0031,4.1000000000000005,21.0,91.1,55.64,20.0,1.0
2020/03/06,02:00:00,0.0008,4.7,24.299999999999997,91.6,55.1,20.0,2.0
2020/03/06,03:00:00,0.0001,5.6,24.6,92.5,54.42,29.0,2.0
2020/03/06,04:00:00,0.0002,12.1,22.9,92.4,53.9,156.0,1.0
2020/03/06,05:00:00,0.0174,1.9,10.6,95.2,55.11,179.0,2.0
2020/03/06,06:00:00,0.0201,1.6,8.5,95.5,55.17,138.0,2.0
2020/03/06,07:00:00,0.018,2.7,12.1,93.6,55.68,82.0,2.0
2020/03/06,08:00:00,0.0195,4.3,12.7,87.4,57.57,89.0,1.0
2020/03/06,09:00:00,0.0201,7.9,14.0,79.0,60.45,128.0,2.0
2020/03/06,10:00:00,0.0288,6.1000000000000005,11.799999999999999,68.0,64.58,165.0,2.0
2020/03/06,11:00:00,0.0362,4.7,9.9,60.9,67.29,201.0,3.0
2020/03/06,12:00:00,0.0283,10.9,20.7,59.4,68.76,180.0,5.0
2020/03/06,13:00:00,0.0372,6.7,11.9,61.0,67.67,239.0,6.0
2020/03/06,14:00:00,0.0391,4.8,7.6,65.5,65.24,269.0,4.0
2020/03/06,15:00:00,0.0405,5.8999999999999995,10.0,63.0,65.78,264.0,4.0
2020/03/06,16:00:00,0.0394,4.8999999999999995,9.700000000000001,66.7,63.74,269.0,5.0
2020/03/06,17:00:00,0.0333,8.5,9.9,75.9,59.72,277.0,6.0
2020/03/06,18:00:00,0.0295,8.9,8.7,78.8,57.9,277.0,5.0
2020/03/06,19:00:00,0.0282,5.3,8.200000000000001,78.9,57.0,276.0,4.0
2020/03/06,20:00:00,0.027,5.8999999999999995,8.1,78.4,56.92,281.0,3.0
2020/03/06,21:00:00,0.0258,8.4,8.6,77.8,57.43,277.0,2.0
2020/03/06,22:00:00,0.0281,6.0,7.1000000000000005,77.1,57.37,278.0,3.0
2020/03/06,23:00:00,0.0303,1.4,4.0,76.6,57.38,253.0,2.0
2020/03/07,00:00:00,0.0275,1.3,5.7,76.0,57.52,194.0,2.0
2020/03/07,01:00:00,0.028,1.4,7.1000000000000005,75.3,56.67,193.0,4.0
2020/03/07,02:00:00,0.0282,6.2,10.1,74.0,56.36,191.0,3.0
2020/03/07,03:00:00,0.0281,2.2,8.6,72.2,56.59,176.0,1.0
2020/03/07,04:00:00,0.029,1.2,7.9,71.5,56.45,197.0,3.0
2020/03/07,05:00:00,0.033,1.1,4.8999999999999995,68.3,56.61,216.0,2.0
2020/03/07,06:00:00,0.0313,1.3,4.7,72.6,56.42,213.0,4.0
2020/03/07,07:00:00,0.0306,1.6,4.2,75.9,56.37,210.0,3.0
2020/03/07,08:00:00,0.0328,1.7,3.0,71.0,57.63,216.0,3.0
2020/03/07,09:00:00,0.0332,2.1,4.0,62.3,59.63,224.0,3.0
2020/03/07,10:00:00,0.0344,1.9,3.1,63.3,59.85,222.0,3.0
2020/03/07,11:00:00,0.0391,1.7,1.5,52.7,62.33,180.0,6.0
2020/03/07,12:00:00,0.0383,1.6,2.4,52.2,61.69,202.0,6.0
2020/03/07,13:00:00,0.0373,1.9,3.0,52.3,61.88,224.0,6.0
2020/03/07,14:00:00,0.0346,1.8,1.8,60.2,61.97,265.0,7.0
2020/03/07,15:00:00,0.0334,1.7,1.7,62.3,61.0,256.0,7.0
2020/03/07,16:00:00,0.0326,1.5,1.8,65.2,59.59,262.0,8.0
2020/03/07,17:00:00,0.0324,1.3,2.0,68.4,58.02,265.0,7.0
2020/03/07,18:00:00,0.0329,1.2,2.5,71.3,57.18,272.0,5.0
2020/03/07,19:00:00,0.0324,1.1,2.9,72.1,56.89,275.0,4.0
2020/03/07,20:00:00,0.0315,1.1,3.3,73.0,56.48,272.0,3.0
2020/03/07,21:00:00,0.0302,1.1,3.8,71.5,56.65,255.0,2.0
2020/03/07,22:00:00,0.031,1.2,2.9,72.4,56.75,266.0,2.0
2020/03/07,23:00:00,0.0301,1.1,3.3,74.2,56.2,261.0,2.0
2020/03/08,00:00:00,0.0288,1.0,3.3,78.6,55.8,223.0,2.0
2020/03/08,01:00:00,0.0282,1.1,3.5,85.0,54.74,250.0,1.0
2020/03/08,02:00:00,0.0237,1.2,4.2,86.1,54.32,0.0,1.0
2020/03/08,03:00:00,0.0135,1.4,8.200000000000001,88.5,52.83,0.0,0.0
2020/03/08,04:00:00,0.0042,3.3,13.899999999999999,90.4,51.93,0.0,0.0
2020/03/08,05:00:00,0.0003,5.0,16.7,90.4,50.48,0.0,0.0
2020/03/08,06:00:00,0.0002,20.1,17.8,90.6,50.23,0.0,1.0
2020/03/08,07:00:00,0.0092,15.5,19.5,79.9,55.46,0.0,1.0
2020/03/08,08:00:00,0.0278,3.6,7.1000000000000005,70.0,57.47,0.0,1.0
2020/03/08,09:00:00,0.0321,2.4,4.0,62.4,59.02,179.0,1.0
2020/03/08,10:00:00,0.0329,2.3,4.1000000000000005,58.4,60.02,0.0,1.0
2020/03/08,11:00:00,0.033,3.2,4.8,53.8,61.58,199.0,6.0
2020/03/08,12:00:00,0.037,2.3,3.1,53.1,62.22,219.0,6.0
2020/03/08,13:00:00,0.0383,1.5,1.5,52.0,63.21,231.0,5.0
2020/03/08,14:00:00,0.0376,1.7,1.6,49.1,63.57,258.0,6.0
2020/03/08,15:00:00,0.0342,1.7,1.6,50.0,63.21,272.0,7.0
2020/03/08,16:00:00,0.0326,1.5,1.9,55.9,61.42,267.0,6.0
2020/03/08,17:00:00,0.0316,1.2,2.8,61.1,59.42,265.0,5.0
2020/03/08,18:00:00,0.0304,1.3,4.6,66.7,58.0,278.0,3.0
2020/03/08,19:00:00,0.0257,1.6,8.200000000000001,69.0,57.34,313.0,1.0
2020/03/08,20:00:00,0.021,1.6,11.5,69.7,56.87,0.0,1.0
2020/03/08,21:00:00,0.0075,3.4,22.599999999999998,72.2,55.94,49.0,1.0
2020/03/08,22:00:00,0.0028,4.2,24.299999999999997,72.7,55.37,0.0,1.0
2020/03/08,23:00:00,0.0,7.0,24.9,75.1,54.06,49.0,1.0
2020/03/09,00:00:00,-0.0001,8.6,23.8,78.1,52.81,31.0,1.0
2020/03/09,01:00:00,-0.0001,8.6,24.9,78.9,51.91,47.0,2.0
2020/03/09,02:00:00,-0.0006,12.7,24.299999999999997,79.9,51.06,0.0,0.0
2020/03/09,03:00:00,-0.0006,30.3,23.3,81.6,49.96,27.0,2.0
2020/03/09,04:00:00,-0.0007,29.5,24.7,75.6,50.57,44.0,2.0
2020/03/09,05:00:00,-0.0007,44.4,25.9,75.7,50.31,31.0,1.0
2020/03/09,06:00:00,-0.0004,47.300000000000004,28.1,75.7,51.03,39.0,2.0
2020/03/09,07:00:00,0.0013,55.0,29.1,71.2,53.48,358.0,2.0
2020/03/09,08:00:00,0.0025,36.3,30.5,63.4,56.61,36.0,1.0
2020/03/09,09:00:00,0.0063,22.9,28.299999999999997,56.6,58.79,356.0,1.0
2020/03/09,10:00:00,0.0122,15.299999999999999,24.2,49.7,61.22,17.0,2.0
2020/03/09,11:00:00,0.0266,8.3,12.200000000000001,38.8,65.46,0.0,1.0
2020/03/09,12:00:00,0.0322,4.7,8.1,32.0,68.37,322.0,1.0
2020/03/09,13:00:00,0.0339,3.9,7.9,29.4,70.21,259.0,1.0
2020/03/09,14:00:00,0.0342,2.9,6.8999999999999995,29.9,71.21,68.0,1.0
2020/03/09,15:00:00,0.0328,2.4,8.5,29.8,71.32,126.0,2.0
2020/03/09,16:00:00,0.0304,1.7,11.299999999999999,29.9,71.19,0.0,1.0
2020/03/09,17:00:00,0.0236,1.7,16.6,31.5,70.86,119.0,2.0
2020/03/09,18:00:00,0.026,1.4,13.6,35.9,68.33,141.0,7.0
2020/03/09,19:00:00,0.0297,1.1,5.0,67.9,61.99,164.0,10.0
2020/03/09,20:00:00,0.0297,1.2,3.2,73.9,61.13,138.0,6.0
2020/03/09,21:00:00,0.0283,1.1,3.8,72.8,61.18,139.0,4.0
2020/03/09,22:00:00,0.0221,1.4,6.0,80.1,60.18,48.0,2.0
2020/03/09,23:00:00,0.0181,3.1,6.8999999999999995,85.0,59.29,0.0,1.0
2020/03/10,00:00:00,0.0126,1.5,12.7,88.5,58.5,48.0,2.0
2020/03/10,01:00:00,0.0156,1.4,10.5,86.3,58.25,60.0,2.0
2020/03/10,02:00:00,0.0173,1.3,9.9,83.5,57.89,97.0,3.0
2020/03/10,03:00:00,0.0204,1.3,7.8,83.6,57.45,101.0,5.0
2020/03/10,04:00:00,0.0191,1.6,9.6,90.6,56.57,83.0,5.0
2020/03/10,05:00:00,0.0173,1.5,10.4,90.0,57.57,85.0,5.0
2020/03/10,06:00:00,0.0159,2.0,11.1,94.8,56.96,77.0,6.0
2020/03/10,07:00:00,0.0118,4.2,15.5,90.3,58.14,73.0,6.0
2020/03/10,08:00:00,0.0136,4.2,13.100000000000001,85.5,59.88,75.0,3.0
2020/03/10,09:00:00,0.0162,4.8,11.1,80.2,62.37,88.0,5.0
2020/03/10,10:00:00,0.0179,3.1,7.9,80.5,63.46,98.0,5.0
2020/03/10,11:00:00,0.0151,4.0,9.5,88.4,62.33,108.0,5.0
2020/03/10,12:00:00,0.0132,4.0,11.4,94.0,61.88,99.0,4.0
2020/03/10,13:00:00,0.0153,3.8,10.4,94.4,62.36,112.0,4.0
2020/03/10,14:00:00,0.02,2.8,5.8999999999999995,91.6,63.76,157.0,7.0
2020/03/10,15:00:00,0.0223,1.8,2.5,88.5,63.91,170.0,7.0
2020/03/10,16:00:00,0.0227,1.8,2.7,83.5,64.26,160.0,6.0
2020/03/10,17:00:00,0.0215,1.5,3.3,85.1,63.18,163.0,4.0
2020/03/10,18:00:00,0.0157,1.6,7.0,90.2,61.41,146.0,3.0
2020/03/10,19:00:00,0.0114,1.7,9.799999999999999,92.1,60.74,158.0,2.0
2020/03/10,20:00:00,0.0087,1.8,12.6,93.2,60.77,149.0,2.0
2020/03/10,21:00:00,0.0123,1.7,9.2,92.1,61.28,155.0,2.0
2020/03/10,22:00:00,0.0191,1.3,3.0,93.2,60.82,159.0,3.0
2020/03/10,23:00:00,0.0173,1.2,3.7,93.1,60.38,153.0,2.0
2020/03/11,00:00:00,0.019,1.2,2.8,90.8,60.29,177.0,3.0
2020/03/11,01:00:00,0.0172,1.3,3.6,89.3,60.01,143.0,2.0
2020/03/11,02:00:00,0.0172,1.3,4.1000000000000005,91.1,59.87,148.0,2.0
2020/03/11,03:00:00,0.0171,1.2,4.0,92.2,59.65,168.0,2.0
2020/03/11,04:00:00,0.0135,1.5,6.8,93.1,59.42,148.0,2.0
2020/03/11,05:00:00,0.0024,4.8,16.299999999999997,94.3,58.42,87.0,1.0
2020/03/11,06:00:00,0.0014,14.1,21.4,94.5,58.96,84.0,2.0
2020/03/11,07:00:00,0.0109,9.4,15.100000000000001,85.1,62.01,110.0,3.0
2020/03/11,08:00:00,0.0219,3.6,5.4,73.7,64.32,125.0,4.0
2020/03/11,09:00:00,0.0224,3.5,5.4,69.8,65.39,133.0,3.0
2020/03/11,10:00:00,0.0266,3.0,4.8,65.1,66.28,148.0,1.0
2020/03/11,11:00:00,0.0306,2.6,5.2,61.7,66.76,179.0,2.0
2020/03/11,12:00:00,0.0321,3.0,5.3,57.7,68.47,272.0,3.0
2020/03/11,13:00:00,0.0335,2.3,3.9,57.5,68.13,259.0,5.0
2020/03/11,14:00:00,0.0331,2.3,3.0,57.4,68.83,270.0,6.0
2020/03/11,15:00:00,0.0321,2.3,3.5,57.2,68.75,258.0,5.0
2020/03/11,16:00:00,0.0297,2.2,4.4,59.1,67.8,257.0,6.0
2020/03/11,17:00:00,0.0277,1.7,4.8,65.4,65.06,285.0,5.0
2020/03/11,18:00:00,0.0205,1.7,10.5,74.2,62.27,295.0,3.0
2020/03/11,19:00:00,0.0113,2.0,19.5,78.8,61.2,292.0,2.0
2020/03/11,20:00:00,0.0048,3.4,27.0,78.5,60.47,282.0,2.0
2020/03/11,21:00:00,0.01,1.9,19.0,80.4,59.69,267.0,2.0
2020/03/11,22:00:00,0.0136,1.6,11.700000000000001,86.4,59.15,289.0,1.0
2020/03/11,23:00:00,0.0092,1.8,14.7,87.7,58.63,0.0,1.0
2020/03/12,00:00:00,0.0,5.1000000000000005,24.8,88.9,57.75,0.0,0.0
2020/03/12,01:00:00,0.0009,7.2,24.2,91.8,56.55,0.0,1.0
2020/03/12,02:00:00,0.0047,2.7,16.7,93.8,55.99,0.0,1.0
2020/03/12,03:00:00,0.0021,3.4,18.599999999999998,95.0,55.3,306.0,1.0
2020/03/12,04:00:00,-0.0007,15.4,21.1,95.5,54.78,288.0,1.0
2020/03/12,05:00:00,-0.0007,20.1,22.5,95.6,54.83,273.0,1.0
2020/03/12,06:00:00,0.0003,22.5,23.7,96.1,55.68,305.0,2.0
2020/03/12,07:00:00,0.001,33.6,23.099999999999998,95.2,56.86,57.0,1.0
2020/03/12,08:00:00,0.0009,41.4,27.099999999999998,85.7,58.52,77.0,2.0
2020/03/12,09:00:00,-0.0002,53.1,28.5,81.9,58.37,160.0,2.0
2020/03/12,10:00:00,0.0002,41.0,28.8,92.0,57.08,252.0,3.0
2020/03/12,11:00:00,0.0013,22.3,30.700000000000003,93.5,57.44,291.0,4.0
2020/03/12,12:00:00,0.008,5.3,26.0,92.9,56.68,288.0,3.0
2020/03/12,13:00:00,0.0226,3.4,15.9,89.0,55.13,294.0,3.0
2020/03/12,14:00:00,0.0217,2.9,16.2,91.4,54.33,36.0,5.0
2020/03/12,15:00:00,0.0166,4.5,20.7,89.8,55.08,352.0,3.0
2020/03/12,16:00:00,0.0183,3.4,18.2,86.7,55.69,301.0,1.0
2020/03/12,17:00:00,0.0136,2.6,19.900000000000002,85.6,56.08,0.0,1.0
2020/03/12,18:00:00,0.0054,3.4,25.6,87.2,55.89,0.0,1.0
2020/03/12,19:00:00,0.0012,5.4,30.200000000000003,87.9,55.56,0.0,0.0
2020/03/12,20:00:00,0.0,13.5,29.8,89.1,55.24,45.0,1.0
2020/03/12,21:00:00,0.0044,2.9,25.5,83.6,55.14,46.0,2.0
2020/03/12,22:00:00,0.0011,3.8,26.200000000000003,86.3,54.83,59.0,2.0
2020/03/12,23:00:00,-0.0005,6.8,26.9,90.7,54.49,101.0,1.0
2020/03/13,00:00:00,0.001,3.4,22.700000000000003,93.0,54.76,0.0,1.0
2020/03/13,01:00:00,0.0002,4.1000000000000005,22.8,94.0,54.64,0.0,1.0
2020/03/13,02:00:00,0.0103,2.2,15.6,96.3,53.38,43.0,3.0
2020/03/13,03:00:00,0.0179,1.6,10.1,96.9,52.4,42.0,3.0
2020/03/13,04:00:00,0.0134,1.9,14.9,97.1,52.42,21.0,2.0
2020/03/13,05:00:00,0.0078,2.4,22.2,97.1,52.5,40.0,1.0
2020/03/13,06:00:00,0.0053,4.8999999999999995,24.299999999999997,96.9,52.72,349.0,1.0
2020/03/13,07:00:00,0.004,10.7,24.9,96.5,53.36,13.0,1.0
2020/03/13,08:00:00,0.0025,13.2,25.5,95.6,54.08,0.0,1.0
2020/03/13,09:00:00,0.0032,16.2,25.4,94.7,54.71,0.0,1.0
2020/03/13,10:00:00,0.0156,7.4,17.6,88.9,55.09,0.0,1.0
2020/03/13,11:00:00,0.0181,5.6,17.2,86.9,55.54,71.0,2.0
2020/03/13,12:00:00,0.0213,5.0,14.5,87.4,56.19,40.0,1.0
2020/03/13,13:00:00,0.0278,5.1000000000000005,10.6,82.3,58.19,124.0,3.0
2020/03/13,14:00:00,0.0276,2.4,10.7,85.8,57.42,192.0,3.0
2020/03/13,15:00:00,0.0246,2.4,13.700000000000001,88.0,56.98,181.0,2.0
2020/03/13,16:00:00,0.0234,2.3,13.700000000000001,88.2,57.48,109.0,1.0
2020/03/13,17:00:00,0.023,1.5,13.2,87.9,57.55,0.0,1.0
2020/03/13,18:00:00,0.0318,1.1,6.4,87.1,57.05,272.0,3.0
2020/03/13,19:00:00,0.0274,1.3,8.9,87.6,56.7,288.0,1.0
2020/03/13,20:00:00,0.0209,1.3,12.1,88.8,56.56,0.0,1.0
2020/03/13,21:00:00,0.0203,1.3,10.7,88.9,56.56,0.0,0.0
2020/03/13,22:00:00,0.0147,1.8,13.6,89.7,56.5,0.0,1.0
2020/03/13,23:00:00,0.0121,1.7,16.7,89.6,56.43,102.0,1.0
2020/03/14,00:00:00,0.0127,1.6,14.1,89.1,56.49,0.0,1.0
2020/03/14,01:00:00,0.0092,1.5,14.4,90.0,56.14,166.0,1.0
2020/03/14,02:00:00,0.0253,1.3,7.3,86.7,55.51,86.0,1.0
2020/03/14,03:00:00,0.0147,1.4,10.7,89.7,55.33,0.0,0.0
2020/03/14,04:00:00,0.0086,1.8,14.200000000000001,92.6,55.6,0.0,0.0
2020/03/14,05:00:00,0.0061,3.0,17.8,94.0,55.42,104.0,1.0
2020/03/14,06:00:00,0.0173,1.7,12.0,90.7,55.47,133.0,1.0
2020/03/14,07:00:00,0.0176,2.2,13.299999999999999,92.7,55.13,111.0,2.0
2020/03/14,08:00:00,0.0114,4.5,20.1,91.9,55.83,74.0,2.0
2020/03/14,09:00:00,0.0135,6.8,19.5,91.4,56.47,356.0,1.0
2020/03/14,10:00:00,0.0287,2.5,8.9,83.9,57.98,0.0,0.0
2020/03/14,11:00:00,0.0318,2.4,7.7,78.9,59.33,230.0,2.0
2020/03/14,12:00:00,0.0362,1.9,4.1000000000000005,85.4,58.19,277.0,4.0
2020/03/14,13:00:00,0.0374,1.4,3.0,79.8,58.5,269.0,5.0
2020/03/14,14:00:00,0.0375,1.7,2.8,82.8,57.45,257.0,5.0
2020/03/14,15:00:00,0.0369,1.6,2.7,85.3,56.88,279.0,4.0
2020/03/14,16:00:00,0.0355,1.8,3.9,79.5,58.49,315.0,1.0
2020/03/14,17:00:00,0.0328,1.3,5.4,78.7,58.27,0.0,1.0
2020/03/14,18:00:00,0.0265,1.3,7.6,78.7,58.16,0.0,0.0
2020/03/14,19:00:00,0.0214,1.4,10.9,79.6,58.06,0.0,0.0
2020/03/14,20:00:00,0.0187,1.3,14.8,77.7,57.74,174.0,2.0
2020/03/14,21:00:00,0.0191,1.2,13.6,79.5,57.57,0.0,1.0
2020/03/14,22:00:00,0.0141,1.7,14.7,83.3,57.23,0.0,1.0
2020/03/14,23:00:00,0.0186,1.6,11.2,86.3,56.67,117.0,2.0
2020/03/15,00:00:00,0.0224,1.3,7.1000000000000005,85.4,56.04,108.0,1.0
2020/03/15,01:00:00,0.0215,1.2,7.2,88.7,55.18,117.0,2.0
2020/03/15,02:00:00,0.0241,1.2,6.0,89.1,55.13,0.0,0.0
2020/03/15,03:00:00,0.0293,1.1,3.1,92.7,54.19,0.0,1.0
2020/03/15,04:00:00,0.0198,1.4,7.1000000000000005,94.7,53.89,27.0,1.0
2020/03/15,05:00:00,0.0179,1.8,9.5,95.7,53.54,18.0,2.0
2020/03/15,06:00:00,0.0193,1.9,9.1,94.7,53.41,36.0,1.0
2020/03/15,07:00:00,0.0229,3.1,9.6,87.9,55.68,20.0,1.0
2020/03/15,08:00:00,0.0297,2.4,5.7,78.0,58.0,0.0,1.0
2020/03/15,09:00:00,0.0366,2.1,3.2,61.7,60.02,188.0,1.0
2020/03/15,10:00:00,0.0407,1.5,1.4,52.9,61.22,242.0,4.0
2020/03/15,11:00:00,0.0412,1.4,1.1,54.8,61.04,261.0,5.0
2020/03/15,12:00:00,0.0416,1.5,1.1,49.8,62.36,266.0,5.0
2020/03/15,13:00:00,0.0408,1.5,1.3,49.4,62.27,269.0,5.0
2020/03/15,14:00:00,0.0411,1.3,1.3,50.9,61.27,259.0,6.0
2020/03/15,15:00:00,0.0408,1.4,1.3,50.0,61.12,256.0,4.0
2020/03/15,16:00:00,0.0392,1.2,1.4,48.8,60.55,271.0,5.0
2020/03/15,17:00:00,0.0381,1.1,1.7,50.7,59.62,257.0,5.0
2020/03/15,18:00:00,0.0356,1.1,3.1,52.4,58.81,271.0,3.0
2020/03/15,19:00:00,0.0327,1.1,4.6,58.4,58.04,279.0,2.0
2020/03/15,20:00:00,0.0247,1.7,9.6,61.6,57.11,0.0,0.0
2020/03/15,21:00:00,0.0134,6.1000000000000005,20.6,64.9,56.25,0.0,0.0
2020/03/15,22:00:00,0.0117,1.5,15.6,66.6,56.44,0.0,0.0
2020/03/15,23:00:00,0.0123,1.4,17.9,65.3,56.63,0.0,1.0
2020/03/16,00:00:00,0.011,1.6,15.5,67.1,55.91,0.0,0.0
2020/03/16,01:00:00,0.0033,2.9,21.3,72.5,54.53,0.0,1.0
2020/03/16,02:00:00,-0.0004,10.0,21.1,79.2,52.5,0.0,0.0
2020/03/16,03:00:00,-0.0004,22.0,19.0,81.6,52.05,0.0,0.0
2020/03/16,04:00:00,-0.0005,35.9,21.1,80.0,52.89,0.0,1.0
2020/03/16,05:00:00,-0.0005,41.7,24.8,79.2,53.11,85.0,2.0
2020/03/16,06:00:00,0.0049,10.6,23.7,81.7,53.93,117.0,2.0
2020/03/16,07:00:00,0.015,6.4,16.400000000000002,77.6,56.09,109.0,3.0
2020/03/16,08:00:00,0.028,4.4,8.200000000000001,69.5,58.71,113.0,6.0
2020/03/16,09:00:00,0.0297,3.0,7.1000000000000005,73.1,57.44,118.0,6.0
2020/03/16,10:00:00,0.0336,3.2,5.1000000000000005,65.3,59.8,152.0,6.0
2020/03/16,11:00:00,0.0376,1.7,1.5,54.4,61.25,181.0,11.0
2020/03/16,12:00:00,0.0371,1.7,1.3,56.6,61.42,172.0,11.0
2020/03/16,13:00:00,0.0368,1.6,1.4,56.6,61.4,174.0,12.0
2020/03/16,14:00:00,0.0348,1.6,1.9,56.2,60.63,172.0,12.0
2020/03/16,15:00:00,0.0335,1.5,2.7,58.7,59.59,175.0,10.0
2020/03/16,16:00:00,0.0316,1.4,3.8,73.9,56.85,200.0,8.0
2020/03/16,17:00:00,0.031,1.2,5.1000000000000005,93.1,53.31,223.0,4.0
2020/03/16,18:00:00,0.0296,1.2,7.2,93.2,52.39,174.0,2.0
2020/03/16,19:00:00,0.0253,1.2,11.1,92.2,53.15,227.0,1.0
2020/03/16,20:00:00,0.034,1.2,4.6,87.9,52.46,276.0,3.0
2020/03/16,21:00:00,0.0271,1.2,11.1,87.7,51.96,309.0,1.0
