date,time,ozone_fontana,no_fontana,no2_fontana,RH_fontana,TEMP_fontana,WINDIR_fontana,WINDSPEED_fontana
2020/03/10,13:00:00,0.0319,1.6,6.8999999999999995,68.4,64.06,113.0,2.0
2020/03/10,14:00:00,0.0338,0.6,5.8,65.4,65.14,120.0,1.0
2020/03/10,15:00:00,0.0294,1.1,9.4,67.0,65.01,232.0,3.0
2020/03/10,16:00:00,0.0258,1.6,10.4,69.2,64.09,164.0,4.0
2020/03/10,17:00:00,0.0241,0.1,9.5,70.6,62.55,105.0,4.0
2020/03/10,18:00:00,0.0224,-0.6,9.5,74.4,60.37,25.0,3.0
2020/03/10,19:00:00,0.0221,-0.5,9.299999999999999,74.6,59.96,324.0,2.0
2020/03/10,20:00:00,0.0233,-0.6,8.6,75.9,59.38,233.0,1.0
2020/03/10,21:00:00,0.0191,-0.5,11.4,77.8,58.45,61.0,3.0
2020/03/10,22:00:00,0.0175,-0.6,9.0,80.8,57.72,50.0,2.0
2020/03/10,23:00:00,0.0168,-0.6,12.0,80.0,57.5,73.0,3.0
2020/03/11,00:00:00,0.0209,-0.7,7.5,80.3,56.6,65.0,4.0
2020/03/11,01:00:00,0.0172,-0.5,8.4,82.1,55.8,57.0,2.0
2020/03/11,02:00:00,0.0046,2.0,18.1,85.1,54.84,0.0,0.0
2020/03/11,03:00:00,0.0037,4.5,17.8,86.7,54.37,71.0,1.0
2020/03/11,04:00:00,0.003,7.1000000000000005,17.4,86.9,54.3,0.0,1.0
2020/03/11,05:00:00,0.0028,18.5,20.5,86.7,54.64,0.0,0.0
2020/03/11,06:00:00,0.0031,47.1,23.5,87.6,54.69,164.0,1.0
2020/03/11,07:00:00,0.0064,18.5,21.0,83.7,56.03,62.0,1.0
2020/03/11,08:00:00,0.014,19.599999999999998,17.1,76.4,58.87,96.0,2.0
2020/03/11,09:00:00,0.0242,4.8999999999999995,8.7,68.9,61.91,119.0,2.0
2020/03/11,10:00:00,0.0273,4.1000000000000005,8.3,62.5,64.34,119.0,2.0
2020/03/11,11:00:00,0.0346,1.7,5.2,51.8,66.41,167.0,2.0
2020/03/11,12:00:00,0.0385,0.9,4.3,44.2,67.44,191.0,3.0
2020/03/11,13:00:00,0.0422,0.2,4.2,36.9,69.31,256.0,1.0
2020/03/11,14:00:00,0.0443,-0.2,3.9,34.1,69.19,110.0,2.0
2020/03/11,15:00:00,0.0439,0.0,4.1000000000000005,33.5,70.88,222.0,1.0
2020/03/11,16:00:00,0.041,0.5,7.2,49.5,68.56,244.0,7.0
2020/03/11,17:00:00,0.0364,-0.2,7.8,58.5,65.31,256.0,8.0
2020/03/11,18:00:00,0.0294,-0.5,10.9,61.0,63.18,265.0,5.0
2020/03/11,19:00:00,0.0259,-0.8,11.799999999999999,61.0,61.97,279.0,3.0
2020/03/11,20:00:00,0.0211,-0.5,14.3,62.6,61.58,279.0,2.0
2020/03/11,21:00:00,0.0137,0.4,20.0,66.3,60.36,0.0,1.0
2020/03/11,22:00:00,0.0061,4.3,24.9,70.7,59.2,0.0,1.0
2020/03/11,23:00:00,0.0035,5.1000000000000005,29.7,75.1,57.7,0.0,1.0
2020/03/12,00:00:00,0.0029,11.2,27.799999999999997,78.0,56.73,0.0,1.0
2020/03/12,01:00:00,0.0028,9.2,22.1,80.8,54.96,38.0,2.0
2020/03/12,02:00:00,0.003,19.7,21.2,81.3,54.46,41.0,2.0
2020/03/12,03:00:00,0.0027,23.099999999999998,19.7,84.6,52.6,0.0,0.0
2020/03/12,04:00:00,0.003,33.8,19.0,85.2,52.29,0.0,1.0
2020/03/12,05:00:00,0.0071,31.9,21.4,72.3,55.69,317.0,3.0
2020/03/12,06:00:00,0.0033,31.8,28.9,79.7,54.82,0.0,0.0
2020/03/12,07:00:00,0.0191,3.3,13.700000000000001,58.4,61.13,71.0,7.0
2020/03/12,08:00:00,0.0124,7.7,20.9,61.8,60.73,106.0,2.0
2020/03/12,09:00:00,0.0229,2.0,11.5,58.9,62.08,12.0,4.0
2020/03/12,10:00:00,0.0168,4.3,19.3,68.1,60.23,296.0,6.0
2020/03/12,11:00:00,0.0064,10.3,26.8,87.9,54.57,288.0,7.0
2020/03/12,12:00:00,0.0154,2.1,18.4,92.5,53.07,275.0,8.0
2020/03/12,13:00:00,0.0225,0.3,17.0,92.9,52.11,275.0,9.0
2020/03/12,14:00:00,0.0329,-0.6,9.299999999999999,93.3,50.68,281.0,8.0
2020/03/12,15:00:00,0.0359,-0.9,5.5,91.5,49.89,311.0,6.0
2020/03/12,16:00:00,0.0362,-0.7,5.0,80.3,50.35,356.0,4.0
2020/03/12,17:00:00,0.0221,0.9,19.599999999999998,82.5,50.77,194.0,3.0
2020/03/12,18:00:00,0.0142,-0.1,23.0,89.3,50.01,272.0,2.0
2020/03/12,19:00:00,0.0107,-0.4,25.3,92.2,49.94,308.0,1.0
2020/03/12,20:00:00,0.0098,-0.3,23.3,92.0,50.16,56.0,1.0
2020/03/12,21:00:00,0.0109,-0.3,22.0,90.9,50.44,41.0,2.0
2020/03/12,22:00:00,0.0106,-0.4,20.9,88.6,50.86,57.0,1.0
2020/03/12,23:00:00,0.0099,-0.3,21.8,88.0,50.88,162.0,1.0
2020/03/13,00:00:00,0.0054,1.2,28.8,89.3,50.4,132.0,1.0
2020/03/13,01:00:00,0.0147,-0.4,17.7,90.6,49.59,57.0,2.0
2020/03/13,02:00:00,0.014,-0.7,15.7,92.7,49.46,41.0,2.0
2020/03/13,03:00:00,0.0209,-0.9,10.7,94.5,48.91,348.0,2.0
2020/03/13,04:00:00,0.0225,-0.7,9.4,95.6,48.9,21.0,2.0
2020/03/13,05:00:00,0.0204,-0.9,10.9,95.6,49.35,42.0,2.0
2020/03/13,06:00:00,0.0167,-0.1,14.6,95.3,49.71,70.0,2.0
2020/03/13,07:00:00,0.0208,0.6,13.100000000000001,94.2,50.49,82.0,2.0
2020/03/13,08:00:00,0.0214,2.7,13.5,91.8,51.48,102.0,3.0
2020/03/13,09:00:00,0.0172,7.6,20.2,89.3,52.31,133.0,2.0
2020/03/13,10:00:00,0.0197,3.7,17.8,86.2,52.68,133.0,2.0
2020/03/13,11:00:00,0.0244,0.7,12.1,85.7,52.68,36.0,1.0
2020/03/13,12:00:00,0.027,0.7,10.0,89.9,51.7,325.0,2.0
2020/03/13,13:00:00,0.026,0.6,11.2,92.2,51.39,267.0,1.0
2020/03/13,14:00:00,0.0286,1.6,12.1,93.9,51.79,252.0,4.0
2020/03/13,15:00:00,0.0336,0.6,8.3,94.4,51.62,248.0,5.0
2020/03/13,16:00:00,0.0291,0.9,12.3,93.3,52.42,237.0,3.0
2020/03/13,17:00:00,0.027,-0.1,14.1,90.9,52.94,229.0,4.0
2020/03/13,18:00:00,0.0293,-0.8,9.5,94.5,52.22,240.0,5.0
2020/03/13,19:00:00,0.0282,-0.8,10.1,96.0,51.95,250.0,4.0
2020/03/13,20:00:00,0.0281,-0.6,10.9,96.0,51.78,239.0,4.0
2020/03/13,21:00:00,0.02,-0.4,17.2,96.1,51.88,255.0,2.0
2020/03/13,22:00:00,0.0237,-0.7,13.299999999999999,94.8,52.14,247.0,2.0
2020/03/13,23:00:00,0.0238,-0.7,14.6,93.0,52.21,255.0,3.0
2020/03/14,00:00:00,0.0294,-0.8,8.5,92.1,52.18,235.0,2.0
2020/03/14,01:00:00,0.0318,-0.8,8.5,92.5,51.71,259.0,5.0
2020/03/14,02:00:00,0.0345,-0.9,4.8,92.1,51.02,278.0,3.0
2020/03/14,03:00:00,0.03,0.3,7.9,89.9,51.12,217.0,1.0
2020/03/14,04:00:00,0.0155,1.9,24.2,90.3,51.18,166.0,1.0
2020/03/14,05:00:00,0.0068,7.3,34.2,91.1,51.4,183.0,2.0
2020/03/14,06:00:00,0.0168,3.4,25.6,89.0,51.77,193.0,3.0
2020/03/14,07:00:00,0.0206,3.4,21.4,86.5,52.51,219.0,2.0
2020/03/14,08:00:00,0.0287,1.1,11.4,83.6,53.32,232.0,4.0
2020/03/14,09:00:00,0.0321,1.0,8.5,82.0,54.1,232.0,3.0
2020/03/14,10:00:00,0.0378,1.3,6.4,73.8,56.01,222.0,4.0
2020/03/14,11:00:00,0.0399,1.0,5.7,70.4,57.21,230.0,5.0
2020/03/14,12:00:00,0.0413,0.0,4.1000000000000005,67.1,58.01,250.0,5.0
2020/03/14,13:00:00,0.0395,0.2,5.2,69.0,57.85,264.0,6.0
2020/03/14,14:00:00,0.0378,-0.2,6.2,77.1,56.13,258.0,5.0
2020/03/14,15:00:00,0.0373,-0.3,6.0,78.9,56.05,257.0,5.0
2020/03/14,16:00:00,0.0373,-0.4,5.7,77.8,55.83,255.0,6.0
2020/03/14,17:00:00,0.0356,-0.8,6.5,79.1,55.29,270.0,5.0
2020/03/14,18:00:00,0.0341,-0.8,6.5,81.5,54.66,270.0,4.0
2020/03/14,19:00:00,0.0332,-0.8,6.8999999999999995,83.4,54.07,263.0,4.0
2020/03/14,20:00:00,0.0319,-0.7,6.6,84.7,53.53,264.0,3.0
2020/03/14,21:00:00,0.0303,-0.8,7.9,83.3,53.49,247.0,4.0
2020/03/14,22:00:00,0.0272,-0.9,9.6,84.7,53.18,244.0,4.0
2020/03/14,23:00:00,0.0232,-0.8,12.1,86.6,52.93,244.0,3.0
2020/03/15,00:00:00,0.0252,-0.9,10.200000000000001,88.4,52.35,247.0,4.0
2020/03/15,01:00:00,0.0313,-1.0,5.8,90.8,50.89,262.0,3.0
2020/03/15,02:00:00,0.0205,-0.3,14.6,91.3,51.19,200.0,2.0
2020/03/15,03:00:00,0.0179,-0.6,16.299999999999997,91.3,51.04,0.0,1.0
2020/03/15,04:00:00,0.0148,-0.4,14.0,92.8,50.87,93.0,1.0
2020/03/15,05:00:00,0.0112,-0.6,15.8,93.2,51.03,48.0,1.0
2020/03/15,06:00:00,0.0113,2.1,16.299999999999997,93.0,51.37,0.0,0.0
2020/03/15,07:00:00,0.0245,0.6,10.6,88.2,52.43,196.0,3.0
2020/03/15,08:00:00,0.0283,0.6,6.0,84.4,53.34,270.0,4.0
2020/03/15,09:00:00,0.0382,-0.5,3.0,77.7,54.08,259.0,5.0
2020/03/15,10:00:00,0.0394,-0.2,3.0,70.9,55.54,240.0,6.0
2020/03/15,11:00:00,0.0403,0.0,3.5,64.4,56.49,246.0,6.0
2020/03/15,12:00:00,0.0423,0.4,4.1000000000000005,60.9,57.23,243.0,5.0
2020/03/15,13:00:00,0.0437,0.4,3.9,57.8,58.56,240.0,7.0
2020/03/15,14:00:00,0.0438,0.0,3.8,56.1,59.08,241.0,7.0
2020/03/15,15:00:00,0.0448,-0.3,3.0,54.1,58.99,241.0,6.0
2020/03/15,16:00:00,0.0439,-0.4,3.1,56.3,58.16,246.0,7.0
2020/03/15,17:00:00,0.0421,-0.6,3.3,58.2,56.83,248.0,7.0
2020/03/15,18:00:00,0.0386,-0.7,5.8,62.4,55.25,251.0,7.0
2020/03/15,19:00:00,0.0358,-0.7,7.5,65.3,54.19,255.0,6.0
2020/03/15,20:00:00,0.033,-0.7,7.5,63.9,53.41,260.0,5.0
2020/03/15,21:00:00,0.0322,-0.7,8.3,63.8,52.76,266.0,3.0
2020/03/15,22:00:00,0.0281,-0.8,10.9,64.8,52.54,231.0,2.0
2020/03/15,23:00:00,0.0209,-0.9,17.9,66.2,52.25,213.0,3.0
2020/03/16,00:00:00,0.0172,-0.2,18.1,69.6,51.24,232.0,2.0
2020/03/16,01:00:00,0.0163,-0.2,18.700000000000003,72.9,50.7,0.0,1.0
2020/03/16,02:00:00,0.0162,-0.5,18.1,75.4,50.37,27.0,1.0
2020/03/16,03:00:00,0.013,0.0,20.5,75.7,50.36,267.0,1.0
2020/03/16,04:00:00,0.0088,1.2,24.0,76.8,50.23,0.0,1.0
2020/03/16,05:00:00,0.0113,-0.1,20.1,76.4,50.46,0.0,1.0
2020/03/16,06:00:00,0.0128,6.8,27.099999999999998,78.5,50.78,170.0,2.0
2020/03/16,07:00:00,0.0235,3.3,15.4,76.1,51.64,195.0,2.0
2020/03/16,08:00:00,0.0247,3.6,14.9,73.0,52.55,197.0,2.0
2020/03/16,09:00:00,0.0301,4.2,11.1,67.2,54.0,185.0,2.0
2020/03/16,10:00:00,0.0391,1.0,5.0,57.4,56.07,190.0,3.0
2020/03/16,11:00:00,0.039,1.7,5.8,54.2,57.5,183.0,7.0
2020/03/16,12:00:00,0.0384,1.0,7.3,53.5,57.33,182.0,7.0
2020/03/16,13:00:00,0.0363,0.7,7.8,60.1,56.24,239.0,7.0
2020/03/16,14:00:00,0.036,0.6,7.7,62.0,55.44,240.0,8.0
2020/03/16,15:00:00,0.0384,0.8,5.6,55.4,56.6,217.0,8.0
2020/03/16,16:00:00,0.0363,0.1,5.6,61.0,55.38,229.0,8.0
2020/03/16,17:00:00,0.0332,-0.6,6.0,80.0,51.57,257.0,8.0
2020/03/16,18:00:00,0.0311,-0.9,5.8999999999999995,90.0,49.7,279.0,4.0
2020/03/16,19:00:00,0.0299,-0.7,7.0,88.6,49.42,278.0,4.0
2020/03/16,20:00:00,0.03,-0.8,5.7,90.2,48.57,283.0,3.0
2020/03/16,21:00:00,0.0274,-0.5,8.5,92.5,48.09,259.0,2.0
2020/03/16,22:00:00,0.0282,-0.1,10.200000000000001,94.7,47.76,224.0,4.0
2020/03/16,23:00:00,0.0257,-0.4,11.799999999999999,95.8,47.75,241.0,5.0
2020/03/17,00:00:00,0.0305,-0.9,9.299999999999999,94.6,47.31,250.0,5.0
2020/03/17,01:00:00,0.0321,-0.9,9.1,92.3,47.18,230.0,5.0
2020/03/17,02:00:00,0.0287,-0.6,12.0,91.6,46.75,219.0,5.0
2020/03/17,03:00:00,0.0236,-0.3,16.1,92.1,46.21,221.0,5.0
2020/03/17,04:00:00,0.0225,-0.3,18.0,90.3,45.86,226.0,3.0
2020/03/17,05:00:00,0.0165,1.2,26.599999999999998,86.3,45.87,206.0,3.0
2020/03/17,06:00:00,0.015,5.1000000000000005,26.1,88.1,45.77,182.0,2.0
2020/03/17,07:00:00,0.0237,6.3,20.5,80.7,47.43,150.0,1.0
2020/03/17,08:00:00,NA,NA,NA,67.6,49.06,181.0,2.0
2020/03/17,09:00:00,NA,NA,NA,54.8,50.54,203.0,3.0
2020/03/17,10:00:00,NA,NA,NA,46.3,52.15,210.0,3.0
2020/03/17,11:00:00,NA,NA,NA,42.4,53.63,240.0,3.0
2020/03/17,12:00:00,NA,NA,NA,40.4,54.81,247.0,4.0
2020/03/17,13:00:00,NA,NA,NA,42.4,54.87,260.0,4.0
2020/03/17,14:00:00,NA,NA,NA,42.0,55.06,245.0,5.0
2020/03/17,15:00:00,0.0436,1.3,6.8999999999999995,44.5,55.65,241.0,6.0
2020/03/17,16:00:00,0.0416,0.5,7.5,48.6,54.6,273.0,6.0
2020/03/17,17:00:00,0.0417,-0.4,7.7,48.2,53.48,257.0,4.0
2020/03/17,18:00:00,0.0365,-0.6,11.299999999999999,51.7,51.66,264.0,4.0
2020/03/17,19:00:00,0.0274,-0.7,16.7,56.3,50.21,265.0,2.0
2020/03/17,20:00:00,0.0211,-0.5,19.7,59.2,48.94,269.0,2.0
2020/03/17,21:00:00,0.0095,0.4,23.8,67.2,46.6,25.0,2.0
2020/03/17,22:00:00,0.0053,3.2,25.7,72.4,45.39,82.0,2.0
2020/03/17,23:00:00,0.004,2.7,25.9,75.5,44.05,38.0,2.0
2020/03/18,00:00:00,0.0039,3.0,24.7,76.8,43.16,35.0,2.0
2020/03/18,01:00:00,0.0035,5.4,26.4,79.2,42.19,47.0,2.0
2020/03/18,02:00:00,0.0038,9.4,25.3,80.3,41.46,28.0,2.0
2020/03/18,03:00:00,0.0041,3.3,24.9,79.1,41.29,0.0,1.0
2020/03/18,04:00:00,0.0029,19.2,24.8,79.3,40.79,0.0,1.0
2020/03/18,05:00:00,0.0029,20.7,29.8,79.7,40.79,349.0,2.0
2020/03/18,06:00:00,0.0037,32.5,32.800000000000004,76.5,42.26,313.0,2.0
2020/03/18,07:00:00,0.005,31.099999999999998,32.300000000000004,75.8,43.61,0.0,0.0
2020/03/18,08:00:00,0.0065,29.2,32.7,72.4,45.5,177.0,1.0
2020/03/18,09:00:00,0.0066,57.4,41.099999999999994,63.9,48.14,198.0,3.0
2020/03/18,10:00:00,0.0176,20.0,26.5,59.2,49.24,202.0,3.0
2020/03/18,11:00:00,0.0205,7.7,22.2,57.8,50.22,299.0,3.0
2020/03/18,12:00:00,0.0245,5.2,20.8,57.3,50.72,237.0,3.0
2020/03/18,13:00:00,0.0347,2.7,11.9,59.4,50.87,224.0,5.0
2020/03/18,14:00:00,0.0363,2.4,10.1,56.3,52.33,233.0,4.0
2020/03/18,15:00:00,0.0414,1.5,7.9,48.4,54.93,240.0,5.0
2020/03/18,16:00:00,0.0401,0.6,9.1,50.0,54.96,243.0,6.0
2020/03/18,17:00:00,0.0373,0.2,14.5,51.9,54.0,248.0,8.0
2020/03/18,18:00:00,0.0385,-0.8,10.8,50.6,52.62,245.0,7.0
2020/03/18,19:00:00,0.035,-0.6,12.5,52.2,51.46,240.0,6.0
2020/03/18,20:00:00,0.035,-0.8,9.299999999999999,61.6,50.51,227.0,4.0
2020/03/18,21:00:00,0.031,-0.7,10.5,75.9,49.73,218.0,3.0
2020/03/18,22:00:00,0.0242,-0.7,16.6,78.3,49.59,197.0,2.0
2020/03/18,23:00:00,0.0272,-0.9,13.5,74.9,49.73,169.0,2.0
2020/03/19,00:00:00,0.0215,0.4,17.4,70.9,49.03,153.0,3.0
2020/03/19,01:00:00,0.0262,-0.1,14.6,75.9,48.95,193.0,4.0
2020/03/19,02:00:00,0.0252,0.1,12.5,79.5,48.03,157.0,3.0
2020/03/19,03:00:00,0.024,0.2,14.6,80.7,48.2,188.0,4.0
2020/03/19,04:00:00,0.0261,0.6,13.700000000000001,82.3,48.0,192.0,5.0
2020/03/19,05:00:00,0.0228,0.6,15.299999999999999,84.3,47.69,205.0,4.0
2020/03/19,06:00:00,0.0181,3.7,22.0,84.3,47.53,198.0,4.0
2020/03/19,07:00:00,0.0238,4.1000000000000005,17.8,81.4,48.37,198.0,4.0
2020/03/19,08:00:00,0.0352,1.7,9.0,73.0,50.3,223.0,5.0
2020/03/19,09:00:00,0.0371,1.9,8.0,66.6,51.72,223.0,4.0
2020/03/19,10:00:00,0.0384,1.4,8.3,62.9,52.3,225.0,5.0
2020/03/19,11:00:00,0.0381,1.2,8.5,73.3,49.85,245.0,6.0
2020/03/19,12:00:00,0.0422,1.3,5.3,62.9,53.11,222.0,5.0
2020/03/19,13:00:00,0.0414,-0.2,4.7,75.7,49.58,287.0,5.0
2020/03/19,14:00:00,0.0411,-0.2,3.7,82.9,49.1,302.0,4.0
2020/03/19,15:00:00,0.04,-0.4,4.4,79.6,49.93,285.0,4.0
2020/03/19,16:00:00,0.0386,-0.7,4.8,80.2,49.29,278.0,4.0
2020/03/19,17:00:00,0.0361,-0.3,8.7,82.4,48.35,227.0,2.0
2020/03/19,18:00:00,0.0329,-1.0,9.4,84.3,48.19,0.0,0.0
2020/03/19,19:00:00,0.032,-1.0,7.7,87.8,47.77,0.0,1.0
2020/03/19,20:00:00,0.0326,-1.0,6.1000000000000005,89.1,47.56,78.0,1.0
2020/03/19,21:00:00,0.0271,-0.9,8.4,88.7,47.87,71.0,2.0
2020/03/19,22:00:00,0.0207,-0.8,12.0,90.0,47.86,26.0,1.0
2020/03/19,23:00:00,0.0205,-0.8,12.5,88.5,48.31,75.0,1.0
2020/03/20,00:00:00,0.0201,-0.8,11.299999999999999,88.0,48.26,42.0,1.0
2020/03/20,01:00:00,0.0187,-0.7,12.8,89.6,48.12,35.0,2.0
2020/03/20,02:00:00,0.0196,-0.8,11.9,91.2,47.59,32.0,2.0
2020/03/20,03:00:00,0.0137,3.5,17.6,92.2,47.16,52.0,3.0
2020/03/20,04:00:00,0.016,0.0,18.8,90.8,47.12,46.0,3.0
2020/03/20,05:00:00,0.0165,-0.3,18.1,89.4,47.06,57.0,3.0
2020/03/20,06:00:00,0.0179,1.4,18.1,86.1,48.06,55.0,2.0
2020/03/20,07:00:00,0.0273,2.0,10.7,77.0,50.63,59.0,3.0
2020/03/20,08:00:00,0.0351,1.6,6.5,68.2,53.12,132.0,1.0
2020/03/20,09:00:00,0.0361,1.8,6.7,63.7,54.53,131.0,2.0
2020/03/20,10:00:00,0.0388,1.8,6.7,56.9,56.88,180.0,1.0
2020/03/20,11:00:00,0.0425,0.6,4.5,50.6,58.84,207.0,1.0
2020/03/20,12:00:00,0.0426,0.8,5.6,48.4,59.44,162.0,1.0
2020/03/20,13:00:00,0.0426,0.4,6.2,46.1,60.03,227.0,2.0
2020/03/20,14:00:00,0.0423,0.4,7.6,44.7,60.03,246.0,2.0
2020/03/20,15:00:00,0.0408,0.8,8.1,47.9,60.61,248.0,3.0
2020/03/20,16:00:00,0.0416,0.3,8.200000000000001,48.3,60.5,212.0,3.0
2020/03/20,17:00:00,0.0384,-0.5,10.200000000000001,50.9,59.37,242.0,3.0
2020/03/20,18:00:00,0.0329,-0.9,10.5,59.3,57.95,245.0,4.0
2020/03/20,19:00:00,0.0249,-0.5,18.4,68.0,56.08,256.0,3.0
2020/03/20,20:00:00,0.0185,-0.4,21.5,73.8,54.26,255.0,3.0
2020/03/20,21:00:00,0.0242,-0.7,13.6,75.3,53.36,265.0,3.0
2020/03/20,22:00:00,0.0231,-0.8,12.200000000000001,77.3,52.75,267.0,2.0
2020/03/20,23:00:00,0.017,-0.5,14.8,80.1,52.38,0.0,0.0
2020/03/21,00:00:00,0.011,-0.3,17.1,80.3,51.7,84.0,2.0
2020/03/21,01:00:00,0.0033,3.5,25.8,78.5,50.4,0.0,1.0
2020/03/21,02:00:00,0.0031,6.3,24.6,82.1,49.95,358.0,1.0
2020/03/21,03:00:00,0.0031,4.0,24.0,83.6,49.33,91.0,2.0
2020/03/21,04:00:00,0.0029,12.8,23.599999999999998,85.8,48.24,0.0,0.0
2020/03/21,05:00:00,0.0028,16.5,20.2,88.0,47.27,26.0,2.0
2020/03/21,06:00:00,0.004,33.2,18.599999999999998,87.6,47.39,17.0,2.0
2020/03/21,07:00:00,0.0097,25.6,21.8,77.8,51.91,204.0,1.0
2020/03/21,08:00:00,0.0165,18.8,21.1,75.3,53.48,218.0,2.0
2020/03/21,09:00:00,0.0247,8.5,17.0,72.5,54.62,239.0,4.0
2020/03/21,10:00:00,0.0384,2.0,7.5,64.3,57.55,239.0,3.0
2020/03/21,11:00:00,0.0457,0.3,5.5,56.5,60.07,225.0,3.0
2020/03/21,12:00:00,0.0476,0.1,5.1000000000000005,52.2,61.75,245.0,3.0
2020/03/21,13:00:00,0.0502,-0.3,4.3,45.2,62.93,228.0,1.0
2020/03/21,14:00:00,0.0505,-0.4,3.8,45.0,64.06,227.0,5.0
2020/03/21,15:00:00,0.0518,-0.4,4.1000000000000005,48.1,63.94,251.0,6.0
2020/03/21,16:00:00,0.0511,-0.7,4.0,52.2,62.7,249.0,7.0
2020/03/21,17:00:00,0.0454,-0.8,5.7,60.3,59.32,252.0,8.0
2020/03/21,18:00:00,0.0398,-0.6,6.3,65.0,57.14,254.0,7.0
2020/03/21,19:00:00,0.0351,-0.7,8.1,70.5,55.41,255.0,5.0
2020/03/21,20:00:00,0.0318,-0.8,8.9,73.0,54.47,244.0,3.0
2020/03/21,21:00:00,0.031,-0.8,8.1,75.1,53.69,231.0,3.0
2020/03/21,22:00:00,0.0257,-0.9,10.200000000000001,81.3,52.54,270.0,2.0
2020/03/21,23:00:00,0.0199,-0.7,8.3,84.4,51.56,0.0,1.0
2020/03/22,00:00:00,0.0114,1.0,12.8,85.2,51.11,0.0,1.0
2020/03/22,01:00:00,0.009,-0.5,13.100000000000001,87.2,49.59,13.0,1.0
2020/03/22,02:00:00,0.0045,2.3,16.1,87.7,48.61,38.0,2.0
2020/03/22,03:00:00,0.0031,3.1,15.5,87.6,47.82,29.0,2.0
2020/03/22,04:00:00,0.004,5.8999999999999995,16.299999999999997,87.6,47.16,38.0,2.0
2020/03/22,05:00:00,0.0038,3.0,16.7,87.6,46.69,31.0,2.0
2020/03/22,06:00:00,0.0098,3.7,12.8,85.8,48.11,72.0,3.0
2020/03/22,07:00:00,0.0177,3.4,9.9,78.8,52.05,87.0,4.0
2020/03/22,08:00:00,0.0324,4.8,6.1000000000000005,65.8,56.49,116.0,3.0
2020/03/22,09:00:00,0.0404,0.7,5.3,57.8,58.81,212.0,2.0
2020/03/22,10:00:00,0.0429,0.3,5.0,47.6,61.31,206.0,2.0
2020/03/22,11:00:00,0.0443,0.1,3.8,42.7,64.1,215.0,2.0
2020/03/22,12:00:00,0.0469,-0.4,2.6,39.8,65.12,232.0,4.0
2020/03/22,13:00:00,0.0459,-0.5,2.3,41.0,65.36,243.0,6.0
2020/03/22,14:00:00,0.0459,-0.5,2.9,41.8,65.31,257.0,6.0
2020/03/22,15:00:00,0.0451,-0.6,2.7,44.1,64.74,251.0,7.0
2020/03/22,16:00:00,0.0389,-0.6,4.1000000000000005,49.7,62.67,245.0,8.0
2020/03/22,17:00:00,0.0357,-0.9,3.7,69.8,58.01,267.0,7.0
2020/03/22,18:00:00,0.032,-0.9,4.3,80.5,55.9,298.0,5.0
2020/03/22,19:00:00,0.0267,-0.8,7.9,78.6,56.01,186.0,1.0
2020/03/22,20:00:00,0.0251,-0.8,7.6,87.6,54.74,87.0,3.0
2020/03/22,21:00:00,0.0284,-1.0,5.0,91.9,53.22,66.0,2.0
2020/03/22,22:00:00,0.0287,-0.9,5.3,93.6,52.36,0.0,1.0
2020/03/22,23:00:00,0.0265,-1.1,7.7,95.1,52.32,0.0,0.0
2020/03/23,00:00:00,0.0254,-0.8,7.2,95.9,52.72,234.0,4.0
2020/03/23,01:00:00,0.0302,-1.0,5.3,96.2,52.87,266.0,5.0
2020/03/23,02:00:00,0.0314,-0.9,4.6,94.4,52.81,257.0,6.0
2020/03/23,03:00:00,0.0291,-0.8,7.4,93.6,52.32,241.0,6.0
2020/03/23,04:00:00,0.0291,0.0,8.3,93.7,51.94,231.0,5.0
2020/03/23,05:00:00,0.0285,-0.5,10.0,94.0,51.3,239.0,5.0
2020/03/23,06:00:00,0.0285,0.3,11.9,95.3,50.58,228.0,5.0
2020/03/23,07:00:00,0.0268,3.1,13.5,94.0,51.66,240.0,7.0
2020/03/23,08:00:00,0.0333,2.4,8.8,84.2,53.53,240.0,8.0
2020/03/23,09:00:00,0.0384,1.8,6.3,71.1,55.69,240.0,7.0
2020/03/23,10:00:00,0.0401,1.8,6.6,63.2,56.73,216.0,7.0
2020/03/23,11:00:00,0.0438,1.1,5.0,58.6,58.5,227.0,7.0
2020/03/23,12:00:00,0.0469,0.5,4.1000000000000005,56.3,60.06,231.0,7.0
2020/03/23,13:00:00,0.0491,0.0,3.9,55.0,60.36,238.0,7.0
2020/03/23,14:00:00,0.0502,-0.3,4.2,53.6,60.24,242.0,7.0
2020/03/23,15:00:00,0.0465,-0.4,6.0,56.6,58.94,247.0,8.0
2020/03/23,16:00:00,0.0435,-0.6,6.4,58.9,57.79,259.0,7.0
2020/03/23,17:00:00,0.0408,-0.8,5.7,61.7,56.64,260.0,7.0
2020/03/23,18:00:00,0.0364,-0.8,7.9,66.3,55.52,261.0,6.0
2020/03/23,19:00:00,0.0333,-0.9,9.1,70.1,54.33,263.0,4.0
2020/03/23,20:00:00,0.0264,-0.1,14.200000000000001,73.1,53.3,230.0,4.0
2020/03/23,21:00:00,0.0265,-0.8,10.5,80.3,51.35,233.0,3.0
2020/03/23,22:00:00,0.0166,-0.6,12.5,84.1,50.56,0.0,0.0
2020/03/23,23:00:00,0.0219,-0.8,10.8,84.8,50.93,336.0,2.0
