date,time,ozone_fontana,no_fontana,no2_fontana,RH_fontana,TEMP_fontana,WINDIR_fontana,WINDSPEED_fontana
2020/01/01,00:00:00,0.0062,9.5,27.400000000000002,48.0,50.56,351.0,2.0
2020/01/01,01:00:00,0.0042,17.4,30.3,50.1,50.06,0.0,1.0
2020/01/01,02:00:00,0.0051,5.4,26.0,52.5,48.32,30.0,3.0
2020/01/01,03:00:00,0.0064,3.7,23.7,51.0,47.47,45.0,1.0
2020/01/01,04:00:00,0.0052,6.5,25.1,52.4,46.37,341.0,2.0
2020/01/01,05:00:00,0.0068,2.5,21.7,55.9,45.07,37.0,2.0
2020/01/01,06:00:00,0.0082,1.4,21.3,54.3,45.05,57.0,2.0
2020/01/01,07:00:00,0.0092,5.5,19.5,53.2,46.03,46.0,2.0
2020/01/01,08:00:00,0.0232,2.7,11.9,40.4,52.56,37.0,2.0
2020/01/01,09:00:00,0.0231,18.700000000000003,17.5,33.8,57.27,0.0,1.0
2020/01/01,10:00:00,0.03,4.1000000000000005,10.6,31.4,59.36,221.0,2.0
2020/01/01,11:00:00,0.0322,3.6,9.9,29.6,60.93,223.0,3.0
2020/01/01,12:00:00,0.0381,1.8,7.2,28.0,62.06,232.0,3.0
2020/01/01,13:00:00,0.0433,0.4,5.2,27.7,63.42,258.0,4.0
2020/01/01,14:00:00,0.0441,0.0,5.0,29.4,64.16,246.0,2.0
2020/01/01,15:00:00,0.0444,-0.2,5.7,29.4,63.96,235.0,3.0
2020/01/01,16:00:00,0.039,-0.4,9.2,33.1,61.68,248.0,3.0
2020/01/01,17:00:00,0.028,-0.4,17.6,39.2,59.48,268.0,2.0
2020/01/01,18:00:00,0.0244,0.2,18.700000000000003,48.7,57.02,322.0,2.0
2020/01/01,19:00:00,0.009,1.9,28.400000000000002,50.4,55.05,279.0,1.0
2020/01/01,20:00:00,0.0161,0.5,22.1,66.1,53.39,274.0,2.0
2020/01/01,21:00:00,0.0102,1.2,24.2,71.8,51.12,19.0,2.0
2020/01/01,22:00:00,0.0037,6.0,27.400000000000002,73.5,48.7,48.0,2.0
2020/01/01,23:00:00,0.003,14.1,28.1,73.2,47.21,27.0,2.0
2020/01/02,00:00:00,0.0034,9.299999999999999,25.5,71.7,46.21,36.0,2.0
2020/01/02,01:00:00,0.0056,2.1,24.2,74.9,45.58,46.0,2.0
2020/01/02,02:00:00,0.0057,3.1,23.2,75.8,44.31,13.0,3.0
2020/01/02,03:00:00,0.0063,1.6,22.3,75.9,43.96,17.0,3.0
2020/01/02,04:00:00,0.0041,6.5,23.400000000000002,78.6,43.28,29.0,2.0
2020/01/02,05:00:00,0.0033,8.5,26.3,78.8,43.36,13.0,3.0
2020/01/02,06:00:00,0.0029,18.599999999999998,28.9,79.2,43.97,42.0,1.0
2020/01/02,07:00:00,0.0042,30.900000000000002,27.7,81.6,44.67,77.0,1.0
2020/01/02,08:00:00,0.0091,29.0,28.400000000000002,75.3,49.12,258.0,1.0
2020/01/02,09:00:00,0.0253,17.4,15.9,47.9,57.67,40.0,7.0
2020/01/02,10:00:00,0.0402,-0.1,2.8,26.0,64.59,40.0,16.0
2020/01/02,11:00:00,0.0284,7.4,14.8,41.6,62.99,320.0,4.0
2020/01/02,12:00:00,0.0314,4.8,13.799999999999999,40.6,64.4,285.0,4.0
2020/01/02,13:00:00,0.0333,3.4,13.2,37.0,65.58,280.0,3.0
2020/01/02,14:00:00,0.033,2.1,13.700000000000001,34.1,66.43,282.0,2.0
2020/01/02,15:00:00,0.0285,2.0,18.8,36.5,65.79,257.0,2.0
2020/01/02,16:00:00,0.0217,1.4,26.5,40.0,63.79,271.0,2.0
2020/01/02,17:00:00,0.0154,0.4,27.5,46.4,60.48,349.0,2.0
2020/01/02,18:00:00,0.0253,0.5,17.7,33.5,61.66,48.0,6.0
2020/01/02,19:00:00,0.039,-0.8,5.8,21.2,63.95,61.0,11.0
2020/01/02,20:00:00,0.0395,-0.8,4.4,21.8,63.6,56.0,11.0
2020/01/02,21:00:00,0.0379,-0.9,5.5,22.2,63.4,68.0,11.0
2020/01/02,22:00:00,0.0423,-0.9,2.6,20.6,64.74,52.0,11.0
2020/01/02,23:00:00,0.0424,-0.9,2.8,20.8,64.98,32.0,13.0
2020/01/03,00:00:00,0.0427,-0.9,2.2,21.4,65.1,32.0,12.0
2020/01/03,01:00:00,0.0424,-0.9,2.1,21.9,65.05,41.0,7.0
2020/01/03,02:00:00,0.0234,-0.3,15.6,30.8,60.05,0.0,0.0
2020/01/03,03:00:00,0.0114,5.0,29.0,34.9,56.05,99.0,1.0
2020/01/03,04:00:00,0.0134,0.3,21.9,37.1,55.52,56.0,2.0
2020/01/03,05:00:00,0.0131,1.7,23.900000000000002,36.6,55.22,84.0,1.0
2020/01/03,06:00:00,0.0324,2.0,10.5,26.0,63.07,39.0,5.0
2020/01/03,07:00:00,0.014,16.5,29.0,33.3,58.58,304.0,1.0
2020/01/03,08:00:00,0.0129,19.599999999999998,30.0,33.9,59.23,0.0,1.0
2020/01/03,09:00:00,0.0159,21.9,27.799999999999997,31.9,61.86,236.0,2.0
2020/01/03,10:00:00,0.0254,8.7,18.3,25.8,65.8,0.0,1.0
2020/01/03,11:00:00,0.0309,5.0,14.1,22.4,68.5,281.0,2.0
2020/01/03,12:00:00,0.0299,6.2,16.5,22.5,69.74,268.0,3.0
2020/01/03,13:00:00,0.0358,3.5,13.2,21.7,70.93,274.0,4.0
2020/01/03,14:00:00,0.0376,2.2,11.2,21.9,71.61,268.0,4.0
2020/01/03,15:00:00,0.0313,2.5,17.7,25.1,71.24,258.0,4.0
2020/01/03,16:00:00,0.0255,1.3,25.2,30.2,68.97,249.0,4.0
2020/01/03,17:00:00,0.004,11.299999999999999,50.8,37.6,65.54,258.0,2.0
2020/01/03,18:00:00,0.0037,9.799999999999999,45.0,43.7,62.25,0.0,1.0
2020/01/03,19:00:00,0.0032,41.6,34.6,50.6,58.46,70.0,3.0
2020/01/03,20:00:00,0.0031,42.2,40.7,51.1,57.9,57.0,2.0
2020/01/03,21:00:00,0.0031,34.1,34.6,51.6,55.57,26.0,3.0
2020/01/03,22:00:00,0.0032,24.8,29.8,54.1,53.59,41.0,2.0
2020/01/03,23:00:00,0.0027,31.0,31.0,55.6,52.48,21.0,3.0
2020/01/04,00:00:00,0.0034,29.7,28.8,59.1,50.87,40.0,2.0
2020/01/04,01:00:00,0.0029,27.799999999999997,26.4,62.6,49.6,29.0,3.0
2020/01/04,02:00:00,0.0029,8.5,27.2,61.9,49.36,26.0,3.0
2020/01/04,03:00:00,0.003,8.200000000000001,26.599999999999998,64.2,48.28,29.0,3.0
2020/01/04,04:00:00,0.0027,22.4,27.099999999999998,65.1,47.78,35.0,3.0
2020/01/04,05:00:00,0.0027,15.299999999999999,27.900000000000002,65.6,47.26,35.0,3.0
2020/01/04,06:00:00,0.0028,24.6,27.599999999999998,66.1,47.03,30.0,3.0
2020/01/04,07:00:00,0.0036,38.6,27.5,64.8,48.08,18.0,3.0
2020/01/04,08:00:00,0.0064,37.900000000000006,28.2,57.1,54.0,68.0,1.0
2020/01/04,09:00:00,0.0136,24.6,28.0,44.8,60.05,0.0,1.0
2020/01/04,10:00:00,0.0215,10.5,19.2,37.0,63.14,172.0,1.0
2020/01/04,11:00:00,0.0258,9.6,20.0,35.2,64.87,208.0,2.0
2020/01/04,12:00:00,0.0316,7.8,22.1,34.7,66.22,234.0,3.0
2020/01/04,13:00:00,0.0385,3.7,18.599999999999998,32.1,67.68,241.0,2.0
2020/01/04,14:00:00,0.038,3.0,19.5,31.8,68.21,228.0,2.0
2020/01/04,15:00:00,0.0367,2.0,22.1,32.0,68.34,251.0,3.0
2020/01/04,16:00:00,0.0371,-0.3,15.4,27.5,65.92,280.0,4.0
2020/01/04,17:00:00,0.0247,-0.3,25.5,35.1,62.72,303.0,2.0
2020/01/04,18:00:00,0.0052,8.0,40.7,46.0,59.37,28.0,2.0
2020/01/04,19:00:00,0.0031,22.0,37.199999999999996,54.0,56.6,48.0,2.0
2020/01/04,20:00:00,0.0032,25.3,36.2,57.8,54.76,33.0,2.0
2020/01/04,21:00:00,0.003,26.599999999999998,37.5,62.9,52.72,17.0,3.0
2020/01/04,22:00:00,0.003,24.0,36.2,65.1,51.44,28.0,2.0
2020/01/04,23:00:00,0.0029,25.5,34.2,66.9,50.01,14.0,2.0
2020/01/05,00:00:00,0.0028,19.7,34.1,68.3,49.17,50.0,3.0
2020/01/05,01:00:00,0.0028,16.6,34.8,68.3,48.55,24.0,3.0
2020/01/05,02:00:00,0.0037,4.8999999999999995,30.4,63.5,48.33,34.0,4.0
2020/01/05,03:00:00,0.0041,3.4,28.0,64.4,46.99,15.0,3.0
2020/01/05,04:00:00,0.0076,2.2,21.4,63.9,46.26,22.0,3.0
2020/01/05,05:00:00,0.0056,2.4,24.1,63.7,46.39,29.0,3.0
2020/01/05,06:00:00,0.0034,7.7,25.3,66.4,45.06,42.0,3.0
2020/01/05,07:00:00,0.0065,9.2,25.9,62.6,46.93,55.0,3.0
2020/01/05,08:00:00,0.0184,5.8,17.7,46.9,54.49,61.0,2.0
2020/01/05,09:00:00,0.0278,3.0,11.799999999999999,36.5,59.65,42.0,1.0
2020/01/05,10:00:00,0.0295,5.2,14.5,33.0,63.37,199.0,1.0
2020/01/05,11:00:00,0.0326,4.8999999999999995,15.6,31.3,64.99,231.0,2.0
2020/01/05,12:00:00,0.0335,5.5,18.1,30.9,66.47,249.0,4.0
2020/01/05,13:00:00,0.0373,4.0,18.3,29.3,67.56,235.0,3.0
2020/01/05,14:00:00,0.042,1.8,15.0,26.6,68.66,242.0,4.0
2020/01/05,15:00:00,0.0459,0.2,12.3,25.6,68.71,231.0,3.0
2020/01/05,16:00:00,0.0376,0.5,18.0,28.9,66.81,201.0,2.0
2020/01/05,17:00:00,0.0392,-0.9,12.3,26.5,65.38,36.0,3.0
2020/01/05,18:00:00,0.0433,-0.7,3.4,19.3,66.36,33.0,14.0
2020/01/05,19:00:00,0.044,-0.9,2.2,18.8,66.15,41.0,19.0
2020/01/05,20:00:00,0.0435,-0.9,2.2,18.9,65.56,46.0,18.0
2020/01/05,21:00:00,0.0437,-1.0,2.0,18.8,65.1,47.0,20.0
2020/01/05,22:00:00,0.0438,-1.0,1.7,18.5,64.73,40.0,21.0
2020/01/05,23:00:00,0.0448,-0.9,1.1,15.4,65.02,45.0,22.0
2020/01/06,00:00:00,0.0456,-1.0,1.0,12.9,65.41,43.0,18.0
2020/01/06,01:00:00,0.0457,-1.0,0.9,12.5,65.23,32.0,18.0
2020/01/06,02:00:00,0.0456,-0.9,0.9,12.0,65.38,33.0,16.0
2020/01/06,03:00:00,0.0447,-1.0,1.1,12.7,64.73,55.0,12.0
2020/01/06,04:00:00,0.0452,-0.8,1.0,13.1,64.08,40.0,20.0
2020/01/06,05:00:00,0.045,-0.9,1.4,12.0,63.92,49.0,19.0
2020/01/06,06:00:00,0.0457,-0.8,1.8,9.1,64.7,56.0,16.0
2020/01/06,07:00:00,0.0446,-0.6,2.6,8.3,65.74,61.0,13.0
2020/01/06,08:00:00,0.035,4.1000000000000005,13.100000000000001,13.5,66.56,53.0,5.0
2020/01/06,09:00:00,0.0331,4.1000000000000005,14.9,18.4,66.94,342.0,2.0
2020/01/06,10:00:00,0.0374,2.6,11.1,17.1,69.07,279.0,3.0
2020/01/06,11:00:00,0.0408,1.5,8.7,14.3,70.97,289.0,2.0
2020/01/06,12:00:00,0.0403,1.7,8.9,12.0,73.63,0.0,1.0
2020/01/06,13:00:00,0.0428,-0.1,3.0,10.5,72.29,65.0,12.0
2020/01/06,14:00:00,0.0419,-0.2,3.6,11.9,71.58,67.0,9.0
2020/01/06,15:00:00,0.0401,0.0,5.4,12.5,71.25,58.0,8.0
2020/01/06,16:00:00,0.0396,-0.7,5.1000000000000005,13.4,68.5,52.0,10.0
2020/01/06,17:00:00,0.0371,-0.8,6.8999999999999995,14.5,66.2,54.0,8.0
2020/01/06,18:00:00,0.0326,-0.8,9.9,14.5,65.2,50.0,5.0
2020/01/06,19:00:00,0.007,10.7,32.2,19.5,61.08,38.0,2.0
2020/01/06,20:00:00,0.0032,29.1,35.0,27.1,58.26,316.0,1.0
2020/01/06,21:00:00,0.0031,49.7,34.8,31.5,56.5,17.0,2.0
2020/01/06,22:00:00,0.0031,35.9,34.0,34.3,53.75,27.0,3.0
2020/01/06,23:00:00,0.0029,42.5,32.2,38.2,51.43,22.0,2.0
2020/01/07,00:00:00,0.003,21.3,32.5,37.1,51.31,14.0,3.0
2020/01/07,01:00:00,0.0029,13.299999999999999,33.0,36.8,50.78,17.0,3.0
2020/01/07,02:00:00,0.003,22.3,29.9,39.7,49.24,33.0,2.0
2020/01/07,03:00:00,0.0029,19.099999999999998,31.099999999999998,36.9,49.74,24.0,3.0
2020/01/07,04:00:00,0.0031,28.400000000000002,31.3,35.6,49.86,36.0,3.0
2020/01/07,05:00:00,0.0029,53.699999999999996,33.5,36.2,49.16,35.0,3.0
2020/01/07,06:00:00,0.0029,70.2,33.6,40.8,47.18,20.0,3.0
2020/01/07,07:00:00,0.0033,89.30000000000001,35.0,39.7,48.49,29.0,3.0
2020/01/07,08:00:00,0.0058,79.69999999999999,36.1,31.5,55.16,44.0,1.0
2020/01/07,09:00:00,0.0148,27.099999999999998,29.6,23.4,60.26,0.0,0.0
2020/01/07,10:00:00,0.015,31.6,33.0,20.1,64.84,0.0,0.0
2020/01/07,11:00:00,0.0243,11.1,21.7,17.5,68.26,31.0,1.0
2020/01/07,12:00:00,0.0332,4.3,14.1,12.1,72.3,102.0,1.0
2020/01/07,13:00:00,0.0355,2.0,10.7,11.9,73.46,153.0,2.0
2020/01/07,14:00:00,0.0355,2.8,10.9,11.5,74.21,139.0,2.0
2020/01/07,15:00:00,0.0345,1.2,11.799999999999999,11.3,73.98,167.0,2.0
2020/01/07,16:00:00,0.0185,4.5,27.900000000000002,14.4,71.83,225.0,3.0
2020/01/07,17:00:00,0.0033,15.2,43.7,20.3,67.19,296.0,2.0
2020/01/07,18:00:00,0.0039,13.4,42.0,25.5,63.7,272.0,2.0
2020/01/07,19:00:00,0.0037,9.6,44.5,31.4,60.74,0.0,1.0
2020/01/07,20:00:00,0.0033,42.8,38.199999999999996,39.4,55.98,72.0,3.0
2020/01/07,21:00:00,0.0029,41.300000000000004,34.4,39.7,53.96,42.0,3.0
2020/01/07,22:00:00,0.0032,16.6,32.5,38.4,53.1,40.0,3.0
2020/01/07,23:00:00,0.003,12.7,29.7,43.1,50.98,16.0,3.0
2020/01/08,00:00:00,0.003,20.6,32.0,47.2,49.83,22.0,3.0
2020/01/08,01:00:00,0.0029,18.2,32.5,47.5,49.01,24.0,3.0
2020/01/08,02:00:00,0.0028,9.6,29.2,51.8,46.92,354.0,2.0
2020/01/08,03:00:00,0.0029,22.599999999999998,27.5,53.4,46.34,44.0,2.0
2020/01/08,04:00:00,0.0029,36.0,28.5,58.5,45.11,43.0,3.0
2020/01/08,05:00:00,0.0028,33.099999999999994,27.900000000000002,67.0,43.88,39.0,2.0
2020/01/08,06:00:00,0.0028,48.4,28.9,69.9,43.05,55.0,2.0
2020/01/08,07:00:00,0.0033,72.1,30.099999999999998,65.3,43.91,51.0,3.0
2020/01/08,08:00:00,0.0086,30.599999999999998,28.1,43.6,51.22,69.0,1.0
2020/01/08,09:00:00,0.0121,32.4,29.3,43.1,53.92,239.0,2.0
2020/01/08,10:00:00,0.015,35.0,31.099999999999998,49.7,54.66,230.0,4.0
2020/01/08,11:00:00,0.0245,11.799999999999999,20.9,48.2,56.69,210.0,2.0
2020/01/08,12:00:00,0.027,10.3,20.2,42.5,58.88,234.0,2.0
2020/01/08,13:00:00,0.0299,6.5,18.3,39.8,60.32,241.0,1.0
2020/01/08,14:00:00,0.0337,2.8,14.3,42.7,60.24,242.0,3.0
2020/01/08,15:00:00,0.0336,1.0,11.9,55.2,58.84,254.0,6.0
2020/01/08,16:00:00,0.0292,0.2,15.100000000000001,61.0,56.85,268.0,5.0
2020/01/08,17:00:00,0.0243,-0.1,18.9,69.3,54.79,259.0,5.0
2020/01/08,18:00:00,0.0249,-0.2,16.8,76.6,53.22,263.0,5.0
2020/01/08,19:00:00,0.0237,-0.3,16.0,82.5,52.01,258.0,4.0
2020/01/08,20:00:00,0.0192,-0.2,18.9,83.5,51.28,249.0,2.0
2020/01/08,21:00:00,0.0206,-0.2,19.900000000000002,81.4,51.49,266.0,3.0
2020/01/08,22:00:00,0.0203,-0.2,18.3,82.3,51.28,267.0,3.0
2020/01/08,23:00:00,0.0251,-0.5,13.799999999999999,84.4,50.75,258.0,3.0
2020/01/09,00:00:00,0.028,-0.5,10.0,84.6,50.44,255.0,3.0
2020/01/09,01:00:00,0.0299,-0.6,8.4,81.0,50.21,266.0,3.0
2020/01/09,02:00:00,0.0299,-0.7,7.4,78.9,49.88,272.0,2.0
2020/01/09,03:00:00,0.0284,-0.7,8.4,80.3,49.61,248.0,2.0
2020/01/09,04:00:00,0.0226,0.2,14.4,80.9,49.48,210.0,2.0
2020/01/09,05:00:00,0.0085,2.4,27.5,81.6,49.17,147.0,1.0
2020/01/09,06:00:00,0.0145,1.6,21.5,81.2,48.7,144.0,2.0
2020/01/09,07:00:00,0.0057,10.3,30.599999999999998,82.1,48.81,169.0,1.0
2020/01/09,08:00:00,0.0109,11.4,26.599999999999998,80.6,49.35,163.0,3.0
2020/01/09,09:00:00,0.018,6.2,20.400000000000002,77.3,50.48,0.0,1.0
2020/01/09,10:00:00,0.0226,4.7,17.2,73.0,52.08,198.0,1.0
2020/01/09,11:00:00,0.029,3.0,13.299999999999999,70.0,52.8,234.0,4.0
2020/01/09,12:00:00,0.0335,2.4,9.4,66.4,54.39,209.0,6.0
2020/01/09,13:00:00,0.0331,0.9,10.4,63.1,54.98,258.0,5.0
2020/01/09,14:00:00,0.0287,0.7,13.700000000000001,69.9,53.52,0.0,0.0
2020/01/09,15:00:00,0.0217,0.4,18.700000000000003,76.4,52.31,90.0,4.0
2020/01/09,16:00:00,0.0153,1.9,24.7,75.1,52.6,111.0,3.0
2020/01/09,17:00:00,0.0064,5.4,35.6,75.2,52.34,123.0,2.0
2020/01/09,18:00:00,0.0043,12.7,36.2,77.7,51.53,130.0,2.0
2020/01/09,19:00:00,0.0031,19.900000000000002,37.199999999999996,75.7,49.87,131.0,2.0
2020/01/09,20:00:00,0.0032,12.0,34.4,75.7,48.64,0.0,0.0
2020/01/09,21:00:00,0.003,15.6,34.3,77.7,47.36,322.0,1.0
2020/01/09,22:00:00,0.0094,0.7,25.7,78.6,47.46,314.0,2.0
2020/01/09,23:00:00,0.005,2.5,28.2,82.0,46.0,358.0,2.0
2020/01/10,00:00:00,0.0056,2.3,22.1,81.4,45.66,31.0,2.0
2020/01/10,01:00:00,0.0047,3.1,23.599999999999998,82.9,43.96,55.0,3.0
2020/01/10,02:00:00,0.0052,1.7,25.2,82.9,44.61,290.0,2.0
2020/01/10,03:00:00,0.0051,8.0,24.2,80.4,43.6,50.0,3.0
2020/01/10,04:00:00,0.0094,1.8,21.4,67.1,44.99,36.0,2.0
2020/01/10,05:00:00,0.005,19.8,26.4,74.3,43.09,336.0,3.0
2020/01/10,06:00:00,0.0029,15.7,27.5,76.2,43.34,11.0,3.0
2020/01/10,07:00:00,0.0045,31.099999999999998,26.8,68.5,44.18,29.0,2.0
2020/01/10,08:00:00,0.0071,42.3,29.7,56.4,49.83,271.0,1.0
2020/01/10,09:00:00,0.0099,46.4,29.6,59.2,50.7,248.0,3.0
2020/01/10,10:00:00,0.0149,25.2,23.400000000000002,53.9,53.16,254.0,4.0
2020/01/10,11:00:00,NA,NA,NA,44.7,56.72,264.0,2.0
2020/01/10,12:00:00,NA,NA,NA,34.4,59.73,247.0,3.0
2020/01/10,13:00:00,NA,NA,NA,31.7,61.68,261.0,4.0
2020/01/10,14:00:00,NA,NA,NA,31.4,62.98,271.0,4.0
2020/01/10,15:00:00,NA,NA,NA,32.2,62.78,276.0,4.0
2020/01/10,16:00:00,0.028,0.7,16.1,33.0,61.76,273.0,3.0
2020/01/10,17:00:00,0.0091,2.7,33.7,43.8,59.0,283.0,2.0
2020/01/10,18:00:00,0.0033,12.3,34.3,51.5,55.13,352.0,1.0
2020/01/10,19:00:00,0.0031,31.0,32.800000000000004,56.1,52.48,0.0,1.0
2020/01/10,20:00:00,0.0031,43.8,31.5,71.3,50.4,70.0,2.0
2020/01/10,21:00:00,0.0032,41.8,30.700000000000003,80.5,49.29,52.0,2.0
2020/01/10,22:00:00,0.003,49.099999999999994,27.5,81.2,47.65,33.0,2.0
2020/01/10,23:00:00,0.003,53.0,27.799999999999997,75.6,46.24,25.0,2.0
2020/01/11,00:00:00,0.0028,36.1,26.3,76.6,44.61,36.0,3.0
2020/01/11,01:00:00,0.0028,23.400000000000002,25.1,76.7,44.21,35.0,3.0
2020/01/11,02:00:00,0.0028,21.4,25.9,76.4,43.59,30.0,3.0
2020/01/11,03:00:00,0.0027,18.599999999999998,24.8,69.0,43.17,28.0,3.0
2020/01/11,04:00:00,0.0029,13.6,24.299999999999997,67.6,42.53,19.0,3.0
2020/01/11,05:00:00,0.0028,18.4,23.5,69.1,41.99,19.0,3.0
2020/01/11,06:00:00,0.0028,42.6,23.7,71.0,41.51,35.0,3.0
2020/01/11,07:00:00,0.0032,53.699999999999996,24.0,72.2,41.93,23.0,3.0
2020/01/11,08:00:00,0.0051,56.599999999999994,27.5,66.7,47.58,0.0,0.0
2020/01/11,09:00:00,0.0094,45.5,30.0,54.5,52.34,0.0,1.0
2020/01/11,10:00:00,0.0197,15.100000000000001,20.7,55.0,54.08,218.0,3.0
2020/01/11,11:00:00,0.0227,13.100000000000001,21.3,54.0,54.97,237.0,4.0
2020/01/11,12:00:00,0.0312,5.1000000000000005,13.799999999999999,52.4,56.57,271.0,3.0
2020/01/11,13:00:00,0.0388,1.1,7.4,48.1,58.19,239.0,2.0
2020/01/11,14:00:00,0.0403,0.4,6.4,48.3,58.62,230.0,3.0
2020/01/11,15:00:00,0.0393,0.1,7.3,52.6,58.12,217.0,3.0
2020/01/11,16:00:00,0.0339,-0.3,11.1,56.7,56.84,248.0,3.0
2020/01/11,17:00:00,0.031,-0.6,13.6,62.1,55.23,261.0,5.0
2020/01/11,18:00:00,0.0283,-0.3,12.8,68.8,53.23,266.0,3.0
2020/01/11,19:00:00,0.0254,-0.5,12.6,79.0,51.42,259.0,3.0
2020/01/11,20:00:00,0.0168,0.1,17.7,84.0,50.15,254.0,2.0
2020/01/11,21:00:00,0.0092,1.5,21.6,86.7,48.32,73.0,1.0
2020/01/11,22:00:00,0.0041,4.3,25.0,85.7,47.56,0.0,1.0
2020/01/11,23:00:00,0.0042,6.2,24.400000000000002,86.1,46.23,58.0,2.0
2020/01/12,00:00:00,0.0045,2.3,23.3,81.1,45.95,28.0,2.0
2020/01/12,01:00:00,0.0041,2.5,23.7,82.8,46.02,30.0,3.0
2020/01/12,02:00:00,0.005,1.6,21.4,85.0,45.16,349.0,1.0
2020/01/12,03:00:00,0.0042,3.7,21.3,81.1,44.97,48.0,2.0
2020/01/12,04:00:00,0.0043,8.3,22.1,81.0,46.35,0.0,1.0
2020/01/12,05:00:00,0.0035,15.6,26.0,80.8,45.31,198.0,2.0
2020/01/12,06:00:00,0.0028,33.8,26.5,83.6,42.12,93.0,1.0
2020/01/12,07:00:00,0.0047,18.4,21.0,85.4,42.02,63.0,2.0
2020/01/12,08:00:00,0.0163,4.6,13.799999999999999,74.9,46.12,48.0,2.0
2020/01/12,09:00:00,0.0244,3.3,9.9,69.3,50.16,0.0,1.0
2020/01/12,10:00:00,0.0295,3.0,9.9,66.4,52.28,209.0,2.0
2020/01/12,11:00:00,0.0331,2.7,10.1,62.5,53.98,194.0,2.0
2020/01/12,12:00:00,0.0386,1.4,8.6,56.3,56.03,215.0,2.0
2020/01/12,13:00:00,0.0387,1.8,10.1,52.0,57.92,225.0,3.0
2020/01/12,14:00:00,0.0419,0.7,8.5,45.2,59.37,232.0,3.0
2020/01/12,15:00:00,0.0432,-0.1,7.9,42.7,59.89,241.0,2.0
2020/01/12,16:00:00,0.0396,-0.2,10.6,44.9,58.82,212.0,3.0
2020/01/12,17:00:00,0.0307,-0.4,17.1,59.6,56.12,248.0,4.0
2020/01/12,18:00:00,0.0247,-0.3,20.0,70.8,53.52,254.0,4.0
2020/01/12,19:00:00,0.0179,0.0,25.0,77.2,51.84,255.0,3.0
2020/01/12,20:00:00,0.0111,0.6,28.9,77.8,50.31,249.0,2.0
2020/01/12,21:00:00,0.0086,0.6,30.200000000000003,79.1,49.2,205.0,1.0
2020/01/12,22:00:00,0.003,25.0,35.1,84.7,47.29,105.0,1.0
2020/01/12,23:00:00,0.0029,13.6,30.900000000000002,88.1,45.72,63.0,3.0
2020/01/13,00:00:00,0.0031,14.200000000000001,29.2,87.4,45.29,61.0,2.0
2020/01/13,01:00:00,0.0031,13.100000000000001,29.1,87.2,46.73,0.0,1.0
2020/01/13,02:00:00,0.0041,2.7,27.2,87.1,47.14,349.0,1.0
2020/01/13,03:00:00,0.0062,0.8,24.0,86.6,47.54,0.0,0.0
2020/01/13,04:00:00,0.0075,9.1,25.0,86.9,47.88,0.0,1.0
2020/01/13,05:00:00,0.0029,17.5,32.9,87.5,48.08,0.0,0.0
2020/01/13,06:00:00,0.0027,42.7,35.7,88.1,47.93,149.0,2.0
2020/01/13,07:00:00,0.0036,33.2,34.3,86.7,48.4,47.0,1.0
2020/01/13,08:00:00,0.0111,9.799999999999999,26.4,83.3,49.47,85.0,2.0
2020/01/13,09:00:00,0.0264,4.0,16.0,72.8,51.94,109.0,2.0
2020/01/13,10:00:00,0.0297,6.1000000000000005,17.2,65.1,53.87,170.0,2.0
2020/01/13,11:00:00,0.0362,2.7,11.700000000000001,57.4,56.2,0.0,0.0
2020/01/13,12:00:00,0.0363,2.1,11.9,57.1,56.58,333.0,2.0
2020/01/13,13:00:00,0.0353,2.4,13.799999999999999,56.4,57.05,320.0,2.0
2020/01/13,14:00:00,0.0351,2.3,15.0,54.1,58.56,0.0,0.0
2020/01/13,15:00:00,0.0323,2.1,19.8,52.6,59.17,0.0,1.0
2020/01/13,16:00:00,0.0292,0.5,23.5,53.7,58.19,180.0,1.0
2020/01/13,17:00:00,0.0174,0.5,33.7,56.3,57.0,265.0,2.0
2020/01/13,18:00:00,0.0057,5.4,36.0,65.0,53.61,347.0,2.0
2020/01/13,19:00:00,0.0033,6.4,32.4,71.4,50.93,345.0,1.0
2020/01/13,20:00:00,0.0083,2.8,31.2,77.6,50.78,235.0,1.0
2020/01/13,21:00:00,0.0072,1.9,33.2,82.8,49.86,233.0,2.0
2020/01/13,22:00:00,0.0027,16.1,34.0,86.3,47.36,66.0,2.0
2020/01/13,23:00:00,0.0027,17.1,31.2,82.7,45.97,74.0,3.0
2020/01/14,00:00:00,0.0029,13.100000000000001,32.4,82.6,45.7,46.0,2.0
2020/01/14,01:00:00,0.0026,11.299999999999999,29.5,82.9,44.88,24.0,2.0
2020/01/14,02:00:00,0.0027,10.200000000000001,25.5,84.7,43.29,21.0,3.0
2020/01/14,03:00:00,0.0027,23.7,24.2,85.2,42.68,21.0,3.0
2020/01/14,04:00:00,0.0028,24.0,25.6,85.4,42.66,30.0,2.0
2020/01/14,05:00:00,0.0028,41.6,25.1,86.7,42.12,30.0,2.0
2020/01/14,06:00:00,0.0028,64.3,25.9,87.3,41.89,44.0,2.0
2020/01/14,07:00:00,0.0029,73.2,26.200000000000003,86.9,42.45,12.0,3.0
2020/01/14,08:00:00,NA,NA,NA,79.0,47.21,64.0,1.0
2020/01/14,09:00:00,NA,NA,NA,69.5,51.08,150.0,2.0
