date,time,ozone_azusa,no_azusa,no2_azusa,RH_azusa,TEMP_azusa,WINDIR_azusa,WINDSPEED_azusa
2020/01/01,00:00:00,0.0346,1.0,4.0,29.8,56.43,30.0,5.0
2020/01/01,01:00:00,0.0343,1.1,3.6,30.2,55.88,22.0,6.0
2020/01/01,02:00:00,0.0333,0.4,2.2,32.1,54.99,18.0,5.0
2020/01/01,03:00:00,0.0337,0.2,2.1,31.9,54.54,27.0,5.0
2020/01/01,04:00:00,0.0335,0.0,1.6,32.6,54.06,20.0,7.0
2020/01/01,05:00:00,0.03,0.1,4.0,34.2,53.62,38.0,3.0
2020/01/01,06:00:00,0.0198,0.5,10.0,42.2,50.93,110.0,2.0
2020/01/01,07:00:00,0.0233,2.1,9.299999999999999,37.9,52.58,42.0,3.0
2020/01/01,08:00:00,0.032,0.7,2.3,32.0,56.21,27.0,4.0
2020/01/01,09:00:00,0.0321,0.6,2.2,29.1,59.63,338.0,2.0
2020/01/01,10:00:00,0.0315,1.6,4.8999999999999995,28.5,61.73,0.0,1.0
2020/01/01,11:00:00,0.0351,2.3,7.3,25.8,63.88,200.0,2.0
2020/01/01,12:00:00,0.04,1.4,5.7,24.2,65.5,225.0,2.0
2020/01/01,13:00:00,0.044,0.8,4.5,22.2,66.61,246.0,3.0
2020/01/01,14:00:00,0.0436,1.0,6.2,23.1,67.15,232.0,4.0
2020/01/01,15:00:00,0.0428,0.7,8.1,23.5,67.05,218.0,3.0
2020/01/01,16:00:00,0.0395,0.2,11.299999999999999,27.4,65.31,253.0,2.0
2020/01/01,17:00:00,0.0337,0.3,14.7,43.4,62.62,253.0,3.0
2020/01/01,18:00:00,0.0261,0.7,20.9,62.3,59.57,247.0,3.0
2020/01/01,19:00:00,0.0243,0.8,20.2,65.2,57.97,226.0,3.0
2020/01/01,20:00:00,0.0178,1.7,21.2,70.1,55.67,63.0,3.0
2020/01/01,21:00:00,0.0237,1.3,11.799999999999999,67.9,54.95,24.0,4.0
2020/01/01,22:00:00,0.0207,1.1,12.5,69.7,54.16,31.0,4.0
2020/01/01,23:00:00,0.0171,2.3,13.700000000000001,71.6,52.93,52.0,2.0
2020/01/02,00:00:00,0.0235,0.4,5.8,68.6,53.18,13.0,5.0
2020/01/02,01:00:00,0.0124,1.8,15.8,72.3,50.74,45.0,2.0
2020/01/02,02:00:00,0.0204,0.4,4.3,71.2,51.01,19.0,3.0
2020/01/02,03:00:00,0.0176,0.9,5.8,72.4,50.08,24.0,3.0
2020/01/02,04:00:00,0.022,0.9,3.6,68.3,50.45,21.0,5.0
2020/01/02,05:00:00,0.0217,1.1,3.4,66.4,50.38,14.0,5.0
2020/01/02,06:00:00,0.0132,6.3,13.6,71.1,49.1,48.0,3.0
2020/01/02,07:00:00,0.0154,8.4,13.100000000000001,66.2,50.81,51.0,3.0
2020/01/02,08:00:00,0.0212,6.3,9.299999999999999,60.2,54.45,56.0,2.0
2020/01/02,09:00:00,0.0193,11.1,18.3,59.3,56.9,127.0,2.0
2020/01/02,10:00:00,0.0153,23.7,28.2,56.3,58.79,250.0,2.0
2020/01/02,11:00:00,0.031,7.0,15.7,46.1,61.05,265.0,2.0
2020/01/02,12:00:00,0.0418,2.0,7.0,37.0,64.21,291.0,3.0
2020/01/02,13:00:00,0.0418,2.0,9.1,38.7,65.95,265.0,2.0
2020/01/02,14:00:00,0.041,1.7,10.6,35.9,66.89,235.0,2.0
2020/01/02,15:00:00,0.0382,1.4,13.6,36.1,66.36,280.0,2.0
2020/01/02,16:00:00,0.0234,2.4,25.3,41.0,64.56,318.0,1.0
2020/01/02,17:00:00,0.0262,21.9,15.0,51.8,61.44,14.0,4.0
2020/01/02,18:00:00,0.0291,1.1,8.7,51.9,60.29,27.0,4.0
2020/01/02,19:00:00,0.0298,0.5,5.2,50.9,59.44,20.0,4.0
2020/01/02,20:00:00,0.0215,1.7,13.4,50.2,58.64,55.0,2.0
2020/01/02,21:00:00,0.0208,1.2,13.2,50.9,57.56,39.0,3.0
2020/01/02,22:00:00,0.0298,0.2,4.0,45.8,58.08,23.0,4.0
2020/01/02,23:00:00,0.0207,1.6,13.100000000000001,47.3,56.92,52.0,3.0
2020/01/03,00:00:00,0.0303,0.3,4.3,41.6,58.21,27.0,6.0
2020/01/03,01:00:00,0.0335,-0.1,1.5,36.7,59.48,25.0,8.0
2020/01/03,02:00:00,0.0328,-0.1,2.7,35.5,59.61,30.0,7.0
2020/01/03,03:00:00,0.0315,0.0,4.6,34.8,59.42,32.0,4.0
2020/01/03,04:00:00,0.0327,0.0,2.0,35.1,59.27,24.0,6.0
2020/01/03,05:00:00,0.0206,3.9,16.6,37.6,57.62,45.0,4.0
2020/01/03,06:00:00,0.0198,9.4,18.1,35.3,58.4,51.0,4.0
2020/01/03,07:00:00,0.029,1.4,5.7,34.0,59.77,17.0,5.0
2020/01/03,08:00:00,0.0302,1.4,3.4,32.3,61.77,14.0,4.0
2020/01/03,09:00:00,0.0243,7.7,13.899999999999999,28.2,65.23,88.0,2.0
2020/01/03,10:00:00,0.0232,11.4,19.599999999999998,24.7,68.04,86.0,2.0
2020/01/03,11:00:00,0.0337,5.1000000000000005,11.299999999999999,18.7,71.45,0.0,1.0
2020/01/03,12:00:00,0.0326,5.8999999999999995,15.6,20.2,72.15,232.0,3.0
2020/01/03,13:00:00,0.0341,4.8,15.6,19.1,73.22,267.0,3.0
2020/01/03,14:00:00,0.0344,4.7,18.3,20.3,73.79,239.0,3.0
2020/01/03,15:00:00,0.039,1.9,15.5,22.2,73.32,242.0,2.0
2020/01/03,16:00:00,0.0279,1.9,27.400000000000002,27.0,71.16,260.0,2.0
2020/01/03,17:00:00,0.0268,0.9,16.5,35.7,65.11,36.0,4.0
2020/01/03,18:00:00,0.0251,0.8,14.0,40.9,62.3,36.0,5.0
2020/01/03,19:00:00,0.0248,0.8,10.3,41.4,61.86,17.0,5.0
2020/01/03,20:00:00,0.0246,0.3,8.5,41.5,61.4,23.0,6.0
2020/01/03,21:00:00,0.0248,0.2,7.8,40.7,61.31,36.0,5.0
2020/01/03,22:00:00,0.0219,3.3,10.7,41.0,60.49,31.0,3.0
2020/01/03,23:00:00,0.0258,0.3,5.0,41.9,59.53,18.0,5.0
2020/01/04,00:00:00,0.0251,0.4,6.0,42.0,58.8,30.0,4.0
2020/01/04,01:00:00,0.0195,0.6,10.9,43.9,57.4,62.0,3.0
2020/01/04,02:00:00,0.0277,0.0,2.8,41.7,57.51,11.0,5.0
2020/01/04,03:00:00,0.0127,2.1,17.6,48.8,54.73,76.0,2.0
2020/01/04,04:00:00,0.016,1.2,12.4,45.5,55.26,56.0,2.0
2020/01/04,05:00:00,0.0145,1.7,14.0,49.5,53.45,28.0,2.0
2020/01/04,06:00:00,0.0081,15.4,22.0,47.2,53.64,58.0,1.0
2020/01/04,07:00:00,0.0126,9.700000000000001,18.4,46.6,54.3,0.0,1.0
2020/01/04,08:00:00,0.0185,10.1,13.100000000000001,42.3,57.57,62.0,1.0
2020/01/04,09:00:00,0.0146,16.2,21.6,38.1,61.51,0.0,1.0
2020/01/04,10:00:00,0.0195,12.3,20.8,35.2,64.05,142.0,2.0
2020/01/04,11:00:00,0.0239,11.0,22.9,34.3,65.99,225.0,1.0
2020/01/04,12:00:00,0.0352,6.0,19.3,32.5,67.39,186.0,2.0
2020/01/04,13:00:00,0.0346,5.8999999999999995,20.9,31.3,69.01,218.0,2.0
2020/01/04,14:00:00,0.0343,5.1000000000000005,22.599999999999998,31.3,69.71,249.0,3.0
2020/01/04,15:00:00,0.0309,4.1000000000000005,30.8,30.1,69.82,249.0,3.0
2020/01/04,16:00:00,0.0223,2.5,44.0,32.0,68.2,234.0,3.0
2020/01/04,17:00:00,0.0179,0.8,35.5,41.1,63.78,331.0,2.0
2020/01/04,18:00:00,0.0174,7.3,27.7,48.4,60.25,11.0,4.0
2020/01/04,19:00:00,0.0135,2.4,28.9,50.2,59.36,47.0,3.0
2020/01/04,20:00:00,0.0065,3.4,38.1,55.1,57.35,74.0,2.0
2020/01/04,21:00:00,0.0053,4.8,37.3,57.7,56.8,0.0,0.0
2020/01/04,22:00:00,0.0017,14.1,39.0,64.3,54.81,139.0,1.0
2020/01/04,23:00:00,0.0027,6.5,36.5,67.5,53.12,63.0,2.0
2020/01/05,00:00:00,0.0074,3.4,28.0,57.4,54.89,56.0,1.0
2020/01/05,01:00:00,0.0191,1.7,12.3,47.6,55.9,36.0,3.0
2020/01/05,02:00:00,0.0073,25.3,27.3,50.0,54.32,120.0,1.0
2020/01/05,03:00:00,0.0126,2.5,16.8,50.6,53.24,0.0,0.0
2020/01/05,04:00:00,0.0203,1.0,9.299999999999999,45.9,54.04,28.0,3.0
2020/01/05,05:00:00,0.0144,1.2,14.1,46.3,53.01,69.0,1.0
2020/01/05,06:00:00,0.016,1.7,12.8,46.7,52.42,84.0,2.0
2020/01/05,07:00:00,0.0204,4.8,10.7,41.5,54.44,43.0,2.0
2020/01/05,08:00:00,0.0147,7.7,17.6,44.6,55.15,0.0,0.0
2020/01/05,09:00:00,0.0228,5.1000000000000005,12.200000000000001,35.2,60.52,0.0,1.0
2020/01/05,10:00:00,0.028,5.2,11.0,29.9,64.3,0.0,1.0
2020/01/05,11:00:00,0.0258,9.4,21.0,34.1,66.06,255.0,2.0
2020/01/05,12:00:00,0.0378,4.7,16.299999999999997,28.4,68.26,202.0,2.0
2020/01/05,13:00:00,0.0437,2.6,13.4,25.6,70.07,236.0,2.0
2020/01/05,14:00:00,0.0483,1.6,12.200000000000001,24.1,70.8,258.0,2.0
2020/01/05,15:00:00,0.0464,1.1,14.4,26.4,69.93,249.0,3.0
2020/01/05,16:00:00,0.0291,1.3,28.8,34.9,66.47,246.0,3.0
2020/01/05,17:00:00,0.0177,3.3,33.6,42.6,62.55,14.0,1.0
2020/01/05,18:00:00,0.0248,1.8,19.3,46.0,60.09,24.0,2.0
2020/01/05,19:00:00,0.0321,0.4,10.200000000000001,43.1,59.41,36.0,3.0
2020/01/05,20:00:00,0.0259,1.0,14.5,42.3,58.45,17.0,4.0
2020/01/05,21:00:00,0.0135,3.9,27.2,47.8,56.51,41.0,2.0
2020/01/05,22:00:00,0.0149,2.1,23.2,47.6,55.6,49.0,2.0
2020/01/05,23:00:00,0.0182,1.0,18.0,45.0,54.46,28.0,3.0
2020/01/06,00:00:00,0.0271,0.3,7.4,35.4,55.42,44.0,3.0
2020/01/06,01:00:00,0.0303,0.2,4.8,33.8,55.09,20.0,4.0
2020/01/06,02:00:00,0.0336,-0.1,2.0,30.7,55.74,11.0,5.0
2020/01/06,03:00:00,0.0189,2.4,14.3,39.5,52.23,52.0,2.0
2020/01/06,04:00:00,0.0223,1.8,13.0,40.1,52.47,46.0,3.0
2020/01/06,05:00:00,0.0307,2.4,7.1000000000000005,32.5,55.32,11.0,4.0
2020/01/06,06:00:00,0.0173,9.0,20.7,35.2,52.88,46.0,3.0
2020/01/06,07:00:00,0.0166,11.9,20.8,34.5,53.59,41.0,3.0
2020/01/06,08:00:00,0.0294,3.1,7.8,24.8,59.5,14.0,4.0
2020/01/06,09:00:00,0.0326,1.5,5.6,21.5,63.62,36.0,3.0
2020/01/06,10:00:00,0.0354,3.0,9.4,19.2,67.66,25.0,2.0
2020/01/06,11:00:00,0.0428,1.9,8.5,14.1,71.25,0.0,1.0
2020/01/06,12:00:00,0.0408,2.6,10.3,9.4,73.17,251.0,2.0
2020/01/06,13:00:00,0.0385,3.1,12.5,8.9,75.14,260.0,3.0
2020/01/06,14:00:00,0.0334,4.4,18.3,10.1,76.91,255.0,2.0
2020/01/06,15:00:00,0.0314,3.6,21.4,10.1,77.1,278.0,1.0
2020/01/06,16:00:00,0.0288,1.6,18.4,15.7,72.0,36.0,4.0
2020/01/06,17:00:00,0.0298,0.7,12.8,22.0,66.59,15.0,7.0
2020/01/06,18:00:00,0.0324,0.5,8.1,22.0,65.92,27.0,7.0
2020/01/06,19:00:00,0.0243,1.4,16.0,23.0,64.41,38.0,4.0
2020/01/06,20:00:00,0.0267,0.4,11.700000000000001,21.9,63.96,52.0,4.0
2020/01/06,21:00:00,0.0289,0.7,9.4,20.4,63.26,58.0,4.0
2020/01/06,22:00:00,0.0261,0.3,12.200000000000001,18.9,62.03,55.0,4.0
2020/01/06,23:00:00,0.0267,0.6,11.2,18.2,61.59,55.0,5.0
2020/01/07,00:00:00,0.0272,0.2,10.4,17.4,61.41,60.0,5.0
2020/01/07,01:00:00,0.0279,0.1,10.0,17.5,60.38,58.0,4.0
2020/01/07,02:00:00,0.0269,0.1,10.4,18.4,59.37,61.0,5.0
2020/01/07,03:00:00,0.027,0.1,10.7,17.9,59.51,63.0,5.0
2020/01/07,04:00:00,0.0251,0.3,12.3,18.5,58.71,59.0,4.0
2020/01/07,05:00:00,0.0223,1.7,16.5,18.8,58.2,61.0,5.0
2020/01/07,06:00:00,0.023,0.8,15.5,19.8,57.29,58.0,4.0
2020/01/07,07:00:00,0.0196,3.2,20.5,19.1,58.21,58.0,4.0
2020/01/07,08:00:00,0.0235,4.7,16.299999999999997,17.5,61.52,61.0,3.0
2020/01/07,09:00:00,0.0247,7.1000000000000005,17.4,15.4,65.44,83.0,2.0
2020/01/07,10:00:00,0.0223,10.0,21.7,14.6,67.36,101.0,2.0
2020/01/07,11:00:00,0.0245,10.3,20.0,13.7,70.63,132.0,1.0
2020/01/07,12:00:00,0.0256,9.799999999999999,21.7,11.5,74.01,146.0,2.0
2020/01/07,13:00:00,0.0259,8.3,23.2,10.4,74.8,136.0,3.0
2020/01/07,14:00:00,0.0222,10.8,28.5,10.6,75.73,129.0,2.0
2020/01/07,15:00:00,0.0262,5.6,23.0,8.8,76.75,142.0,1.0
2020/01/07,16:00:00,0.0212,2.3,24.1,12.7,73.11,341.0,2.0
2020/01/07,17:00:00,0.0166,2.3,26.3,20.1,67.73,348.0,2.0
2020/01/07,18:00:00,0.0143,2.4,23.8,26.0,63.37,33.0,3.0
2020/01/07,19:00:00,0.0053,21.8,35.4,27.6,62.32,0.0,0.0
2020/01/07,20:00:00,0.0018,36.1,39.199999999999996,33.5,59.43,64.0,2.0
2020/01/07,21:00:00,0.0064,10.200000000000001,30.599999999999998,32.3,58.97,0.0,0.0
2020/01/07,22:00:00,0.0015,13.4,34.2,38.1,55.65,79.0,1.0
2020/01/07,23:00:00,0.0097,4.8,23.8,36.1,55.82,43.0,2.0
2020/01/08,00:00:00,0.0156,0.7,13.899999999999999,34.6,55.47,35.0,2.0
2020/01/08,01:00:00,0.0216,0.0,6.5,36.6,53.72,352.0,3.0
2020/01/08,02:00:00,0.0193,0.4,8.6,43.4,52.57,31.0,3.0
2020/01/08,03:00:00,0.0218,0.0,5.3,39.7,52.14,36.0,3.0
2020/01/08,04:00:00,0.0148,1.4,11.700000000000001,47.2,49.77,36.0,3.0
2020/01/08,05:00:00,0.0028,15.9,23.8,58.3,47.42,88.0,2.0
2020/01/08,06:00:00,0.0086,9.2,18.5,57.3,49.26,38.0,2.0
2020/01/08,07:00:00,0.0047,53.1,26.200000000000003,52.4,50.3,0.0,1.0
2020/01/08,08:00:00,0.0051,47.9,30.099999999999998,49.3,53.55,132.0,1.0
2020/01/08,09:00:00,0.0109,27.7,27.400000000000002,52.6,55.38,144.0,1.0
2020/01/08,10:00:00,0.0196,15.4,20.8,56.0,56.6,166.0,2.0
2020/01/08,11:00:00,0.0257,8.1,16.0,56.8,58.1,196.0,1.0
2020/01/08,12:00:00,0.0307,5.3,13.2,50.6,60.14,216.0,2.0
2020/01/08,13:00:00,0.034,4.1000000000000005,11.6,45.5,61.66,245.0,2.0
2020/01/08,14:00:00,0.0321,3.0,14.6,44.7,61.92,247.0,2.0
2020/01/08,15:00:00,0.0296,3.1,17.4,47.3,61.56,232.0,3.0
2020/01/08,16:00:00,0.0261,1.4,20.6,50.7,60.07,239.0,3.0
2020/01/08,17:00:00,0.0254,0.7,18.8,64.2,57.62,259.0,4.0
2020/01/08,18:00:00,0.0148,1.3,27.400000000000002,69.4,56.88,242.0,2.0
2020/01/08,19:00:00,0.0095,2.2,31.9,73.2,56.05,234.0,2.0
2020/01/08,20:00:00,0.0078,2.8,30.0,74.5,55.16,0.0,1.0
2020/01/08,21:00:00,0.0136,1.9,15.2,70.5,54.21,16.0,3.0
2020/01/08,22:00:00,0.0157,0.7,10.7,68.3,53.71,36.0,1.0
2020/01/08,23:00:00,0.0165,0.8,10.7,66.7,53.74,14.0,3.0
2020/01/09,00:00:00,0.0221,0.3,6.6,66.0,53.53,14.0,3.0
2020/01/09,01:00:00,0.022,0.3,6.2,66.4,53.1,20.0,2.0
2020/01/09,02:00:00,0.0201,0.2,5.5,64.5,52.18,13.0,3.0
2020/01/09,03:00:00,0.0198,0.2,5.1000000000000005,63.0,51.77,19.0,4.0
2020/01/09,04:00:00,0.0162,1.6,5.8999999999999995,63.8,50.76,16.0,5.0
2020/01/09,05:00:00,0.0163,1.2,5.0,64.3,49.91,19.0,5.0
2020/01/09,06:00:00,0.0166,0.7,4.3,63.0,49.69,19.0,7.0
2020/01/09,07:00:00,0.0165,3.0,4.6,62.1,49.81,21.0,6.0
2020/01/09,08:00:00,0.0205,1.4,4.2,56.9,52.11,27.0,4.0
2020/01/09,09:00:00,0.0234,3.2,4.7,56.5,53.89,36.0,3.0
2020/01/09,10:00:00,0.0286,4.8999999999999995,9.6,59.5,56.49,206.0,2.0
2020/01/09,11:00:00,0.0308,3.1,10.5,60.8,57.4,208.0,3.0
2020/01/09,12:00:00,0.032,4.6,13.6,56.9,57.64,264.0,4.0
2020/01/09,13:00:00,0.032,3.4,14.6,49.9,59.27,245.0,4.0
2020/01/09,14:00:00,0.0333,3.2,13.899999999999999,47.3,60.04,241.0,5.0
2020/01/09,15:00:00,0.0317,2.2,14.7,46.8,59.47,229.0,4.0
2020/01/09,16:00:00,0.0277,1.9,17.7,50.3,58.64,196.0,3.0
2020/01/09,17:00:00,0.0207,3.2,22.2,56.2,56.82,154.0,2.0
2020/01/09,18:00:00,0.0167,2.3,19.900000000000002,62.7,54.12,36.0,3.0
2020/01/09,19:00:00,0.0202,1.0,11.799999999999999,65.7,52.37,17.0,4.0
2020/01/09,20:00:00,0.0205,0.5,9.5,67.7,51.46,15.0,4.0
2020/01/09,21:00:00,0.018,1.0,9.4,70.4,50.41,14.0,3.0
2020/01/09,22:00:00,0.0138,2.1,11.2,73.1,49.34,22.0,2.0
2020/01/09,23:00:00,0.0132,1.0,10.5,75.1,48.58,28.0,3.0
2020/01/10,00:00:00,0.018,0.5,6.6,72.7,49.38,29.0,6.0
2020/01/10,01:00:00,0.0175,0.9,8.9,68.6,49.58,37.0,4.0
2020/01/10,02:00:00,0.004,5.8999999999999995,21.2,78.1,47.32,0.0,1.0
2020/01/10,03:00:00,0.0074,2.7,17.1,77.6,46.59,77.0,2.0
2020/01/10,04:00:00,0.0178,2.4,8.3,61.8,47.26,328.0,2.0
2020/01/10,05:00:00,0.0078,7.5,19.7,62.3,46.34,38.0,2.0
2020/01/10,06:00:00,0.0055,19.900000000000002,24.299999999999997,63.2,46.81,61.0,3.0
2020/01/10,07:00:00,0.0105,22.700000000000003,22.2,53.3,49.78,73.0,2.0
2020/01/10,08:00:00,0.0059,45.6,28.7,54.7,50.83,184.0,2.0
2020/01/10,09:00:00,0.0119,26.700000000000003,26.3,45.3,55.11,211.0,2.0
2020/01/10,10:00:00,0.0189,15.6,21.5,43.6,57.48,210.0,1.0
2020/01/10,11:00:00,0.0256,8.9,16.7,41.2,59.42,167.0,2.0
2020/01/10,12:00:00,0.0292,6.3,14.6,38.9,61.25,191.0,2.0
2020/01/10,13:00:00,0.0294,6.1000000000000005,15.2,35.3,63.51,184.0,1.0
2020/01/10,14:00:00,0.0288,5.3,15.9,35.6,65.05,215.0,3.0
2020/01/10,15:00:00,0.0279,3.9,18.5,32.4,65.13,258.0,2.0
2020/01/10,16:00:00,0.0211,2.8,26.0,35.5,63.82,233.0,3.0
2020/01/10,17:00:00,0.0177,1.7,22.8,43.5,59.78,358.0,2.0
2020/01/10,18:00:00,0.018,0.7,17.9,49.0,56.88,36.0,3.0
2020/01/10,19:00:00,0.0166,5.5,16.8,51.6,55.22,36.0,3.0
2020/01/10,20:00:00,0.0195,0.2,10.4,48.8,54.85,36.0,5.0
2020/01/10,21:00:00,0.0136,1.9,17.0,53.4,53.56,37.0,2.0
2020/01/10,22:00:00,0.0144,4.4,15.8,55.5,53.16,35.0,3.0
2020/01/10,23:00:00,0.0208,1.1,7.3,46.8,52.86,34.0,3.0
2020/01/11,00:00:00,0.0097,3.2,18.700000000000003,55.1,50.65,44.0,2.0
2020/01/11,01:00:00,0.0213,0.2,6.3,47.7,51.52,36.0,2.0
2020/01/11,02:00:00,0.007,3.4,19.2,60.3,48.37,0.0,1.0
2020/01/11,03:00:00,0.0141,1.1,11.700000000000001,49.8,50.03,26.0,2.0
2020/01/11,04:00:00,0.0063,4.4,21.2,54.6,48.34,98.0,1.0
2020/01/11,05:00:00,0.0072,3.2,19.400000000000002,58.8,47.46,83.0,3.0
2020/01/11,06:00:00,0.0026,21.7,25.7,60.5,46.17,129.0,1.0
2020/01/11,07:00:00,0.0053,21.4,24.1,53.1,47.73,49.0,1.0
2020/01/11,08:00:00,0.0182,6.3,9.6,44.3,51.88,58.0,1.0
2020/01/11,09:00:00,0.0151,13.6,19.0,47.9,55.0,127.0,1.0
2020/01/11,10:00:00,0.0217,9.799999999999999,17.5,61.0,55.96,226.0,2.0
2020/01/11,11:00:00,0.0265,7.3,15.8,60.8,57.21,252.0,3.0
2020/01/11,12:00:00,0.0314,4.3,12.0,56.7,58.63,220.0,3.0
2020/01/11,13:00:00,0.0353,2.6,9.0,52.1,60.24,227.0,3.0
2020/01/11,14:00:00,0.0383,1.5,7.5,47.6,61.3,190.0,2.0
2020/01/11,15:00:00,0.0366,1.1,9.299999999999999,48.4,60.86,237.0,2.0
2020/01/11,16:00:00,0.0323,0.5,11.5,54.1,59.27,263.0,2.0
2020/01/11,17:00:00,0.0288,0.4,14.4,58.0,58.24,246.0,2.0
2020/01/11,18:00:00,0.0239,0.5,14.0,66.9,56.47,256.0,2.0
2020/01/11,19:00:00,0.0231,0.5,13.2,76.3,55.57,265.0,2.0
2020/01/11,20:00:00,0.0215,0.6,13.4,79.6,54.98,252.0,1.0
2020/01/11,21:00:00,0.0208,0.8,8.0,71.0,54.0,36.0,3.0
2020/01/11,22:00:00,0.0206,0.4,6.3,68.4,52.83,28.0,4.0
2020/01/11,23:00:00,0.0219,0.3,5.5,67.2,51.99,25.0,4.0
2020/01/12,00:00:00,0.0182,1.5,6.8,69.3,50.94,36.0,3.0
2020/01/12,01:00:00,0.0195,0.1,4.1000000000000005,67.8,49.83,13.0,5.0
2020/01/12,02:00:00,0.0187,0.0,3.3,68.4,49.3,13.0,6.0
2020/01/12,03:00:00,0.0198,0.4,3.3,67.2,49.2,23.0,6.0
2020/01/12,04:00:00,0.0201,0.2,2.8,66.1,49.06,15.0,6.0
2020/01/12,05:00:00,0.0204,0.4,4.6,65.5,50.08,38.0,3.0
2020/01/12,06:00:00,0.023,0.3,2.9,62.5,50.0,27.0,5.0
2020/01/12,07:00:00,0.0247,0.2,2.6,59.8,49.75,30.0,6.0
2020/01/12,08:00:00,0.0221,1.5,5.0,60.8,50.41,34.0,3.0
2020/01/12,09:00:00,0.0185,6.7,10.8,60.1,54.24,0.0,0.0
2020/01/12,10:00:00,0.0315,2.3,6.6,56.2,56.32,230.0,1.0
2020/01/12,11:00:00,0.0364,1.9,6.3,53.4,58.11,186.0,2.0
2020/01/12,12:00:00,0.0389,1.8,6.7,50.4,59.55,210.0,2.0
2020/01/12,13:00:00,0.0425,1.2,6.1000000000000005,45.8,60.98,203.0,2.0
2020/01/12,14:00:00,0.0443,1.1,6.6,42.2,62.35,207.0,2.0
2020/01/12,15:00:00,0.0433,0.9,8.0,42.1,62.78,226.0,2.0
2020/01/12,16:00:00,0.0391,0.5,11.299999999999999,46.1,61.23,233.0,3.0
2020/01/12,17:00:00,0.031,0.3,15.9,55.0,57.55,242.0,4.0
2020/01/12,18:00:00,0.0254,0.8,15.299999999999999,60.5,55.39,290.0,1.0
2020/01/12,19:00:00,0.0261,0.4,9.799999999999999,64.2,53.38,11.0,3.0
2020/01/12,20:00:00,0.0247,0.5,8.4,66.4,52.25,17.0,4.0
2020/01/12,21:00:00,0.0229,0.7,6.8999999999999995,66.7,51.47,14.0,4.0
2020/01/12,22:00:00,0.0216,0.2,5.7,66.5,50.98,18.0,4.0
2020/01/12,23:00:00,0.0055,5.3,22.1,73.0,48.95,81.0,2.0
2020/01/13,00:00:00,0.0179,0.8,7.1000000000000005,70.5,49.19,28.0,3.0
2020/01/13,01:00:00,0.0202,0.4,4.1000000000000005,67.5,49.28,21.0,4.0
2020/01/13,02:00:00,0.0189,0.4,3.2,68.7,48.62,15.0,5.0
2020/01/13,03:00:00,0.02,0.5,3.2,67.6,48.9,21.0,6.0
2020/01/13,04:00:00,0.0222,0.7,3.5,66.7,49.71,23.0,4.0
2020/01/13,05:00:00,0.0225,0.7,3.6,64.8,50.12,21.0,4.0
2020/01/13,06:00:00,0.0201,2.2,6.4,63.8,50.38,18.0,4.0
2020/01/13,07:00:00,0.0198,2.6,6.7,62.2,50.76,21.0,4.0
2020/01/13,08:00:00,0.0213,1.2,5.2,59.9,52.46,22.0,3.0
2020/01/13,09:00:00,0.0272,2.7,7.4,59.2,55.44,69.0,1.0
2020/01/13,10:00:00,0.036,2.7,8.6,58.3,57.1,158.0,3.0
2020/01/13,11:00:00,0.0378,3.4,9.700000000000001,53.6,58.71,196.0,3.0
2020/01/13,12:00:00,0.0371,2.3,10.7,51.7,59.61,239.0,2.0
2020/01/13,13:00:00,0.0363,3.0,12.6,51.6,59.88,259.0,2.0
2020/01/13,14:00:00,0.0371,2.9,13.2,48.7,61.64,219.0,2.0
2020/01/13,15:00:00,0.037,2.2,13.799999999999999,48.7,61.8,248.0,1.0
2020/01/13,16:00:00,0.0333,1.0,18.599999999999998,49.9,61.03,233.0,2.0
2020/01/13,17:00:00,0.0229,1.3,25.0,56.8,58.4,0.0,1.0
2020/01/13,18:00:00,0.0167,1.3,26.0,65.5,55.81,0.0,1.0
2020/01/13,19:00:00,0.017,6.4,16.7,69.3,52.99,36.0,3.0
2020/01/13,20:00:00,0.0194,0.8,12.7,70.4,52.47,22.0,5.0
2020/01/13,21:00:00,0.0175,1.3,13.799999999999999,68.6,52.69,35.0,4.0
2020/01/13,22:00:00,0.0136,1.0,15.4,67.9,52.25,39.0,2.0
2020/01/13,23:00:00,0.0089,2.3,20.5,72.6,50.9,72.0,2.0
2020/01/14,00:00:00,0.0097,1.8,22.700000000000003,77.3,50.08,57.0,3.0
2020/01/14,01:00:00,0.0128,1.3,17.5,72.6,50.51,48.0,3.0
2020/01/14,02:00:00,0.0077,2.4,20.0,74.3,49.16,0.0,1.0
2020/01/14,03:00:00,0.0166,2.5,6.2,67.1,49.53,20.0,3.0
2020/01/14,04:00:00,0.0132,2.5,10.4,67.4,48.78,30.0,3.0
2020/01/14,05:00:00,0.0187,1.8,5.7,64.9,49.18,26.0,4.0
2020/01/14,06:00:00,0.0113,37.900000000000006,17.6,64.7,48.61,47.0,2.0
2020/01/14,07:00:00,0.0028,65.9,27.599999999999998,72.0,47.57,72.0,2.0
2020/01/14,08:00:00,0.0112,11.299999999999999,17.5,64.8,51.18,93.0,1.0
2020/01/14,09:00:00,0.0127,19.400000000000002,22.9,66.7,53.7,130.0,3.0
2020/01/14,10:00:00,0.0191,14.8,22.9,64.3,55.88,155.0,2.0
2020/01/14,11:00:00,0.0288,7.8,18.4,57.5,57.76,195.0,2.0
