date,time,ozone_azusa,no_azusa,no2_azusa,RH_azusa,TEMP_azusa,WINDIR_azusa,WINDSPEED_azusa
2020/06/07,01:00:00,0.0147,0.7,6.8,76.4,60.49,70.0,1.0
2020/06/07,02:00:00,0.022,0.5,4.3,75.4,60.88,0.0,1.0
2020/06/07,03:00:00,0.0251,0.4,3.2,73.6,61.08,37.0,1.0
2020/06/07,04:00:00,0.0231,0.4,3.4,73.4,61.12,0.0,1.0
2020/06/07,05:00:00,0.0183,0.6,2.6,72.9,61.14,11.0,2.0
2020/06/07,06:00:00,0.0186,1.3,3.3,69.7,62.14,0.0,0.0
2020/06/07,07:00:00,0.023,1.9,3.8,66.8,63.81,0.0,1.0
2020/06/07,08:00:00,0.0311,1.1,2.7,58.3,66.21,199.0,2.0
2020/06/07,09:00:00,0.037,0.8,2.0,53.9,67.43,227.0,1.0
2020/06/07,10:00:00,0.042,0.9,2.4,48.3,69.85,291.0,2.0
2020/06/07,11:00:00,0.0474,0.6,2.1,42.4,73.16,250.0,2.0
2020/06/07,12:00:00,0.0555,0.4,2.3,36.0,75.41,258.0,3.0
2020/06/07,13:00:00,0.0592,0.6,3.7,39.9,76.44,232.0,6.0
2020/06/07,14:00:00,0.0594,0.7,3.7,41.1,75.45,261.0,6.0
2020/06/07,15:00:00,0.0522,0.5,2.6,35.1,74.78,248.0,7.0
2020/06/07,16:00:00,0.0457,0.6,2.6,32.7,74.7,235.0,5.0
2020/06/07,17:00:00,0.0407,0.6,3.3,33.4,73.46,217.0,5.0
2020/06/07,18:00:00,0.0334,0.5,7.2,35.2,72.14,224.0,3.0
2020/06/07,19:00:00,0.0317,0.2,6.1000000000000005,38.6,69.57,314.0,1.0
2020/06/07,20:00:00,0.043,0.1,3.3,23.3,70.1,309.0,5.0
2020/06/07,21:00:00,0.0417,0.1,2.3,27.6,67.68,22.0,2.0
2020/06/07,22:00:00,0.0366,0.1,2.6,36.8,64.06,20.0,2.0
2020/06/07,23:00:00,0.0378,0.1,2.2,33.4,62.81,30.0,1.0
2020/06/08,00:00:00,0.0419,0.1,1.4,24.1,63.76,54.0,4.0
2020/06/08,01:00:00,0.0349,0.2,7.8,25.9,62.88,0.0,0.0
2020/06/08,02:00:00,0.0342,0.4,6.1000000000000005,29.9,61.07,39.0,2.0
2020/06/08,03:00:00,0.0335,0.6,6.5,32.5,59.91,39.0,3.0
2020/06/08,04:00:00,0.0269,2.1,10.3,36.4,58.64,50.0,3.0
2020/06/08,05:00:00,0.0307,1.9,6.6,38.1,60.69,24.0,3.0
2020/06/08,06:00:00,0.0196,11.5,20.0,32.1,64.19,136.0,2.0
2020/06/08,07:00:00,0.0296,5.2,13.0,26.7,68.44,0.0,0.0
2020/06/08,08:00:00,0.0366,3.7,9.5,23.4,71.93,175.0,2.0
2020/06/08,09:00:00,0.0424,2.4,6.8,19.0,74.66,180.0,1.0
2020/06/08,10:00:00,0.0459,1.8,6.1000000000000005,16.7,77.63,262.0,3.0
2020/06/08,11:00:00,0.0513,1.1,4.5,11.7,80.47,200.0,3.0
2020/06/08,12:00:00,0.057,0.7,3.5,10.1,81.71,233.0,3.0
2020/06/08,13:00:00,0.0595,0.7,3.6,8.1,84.11,249.0,2.0
2020/06/08,14:00:00,0.0571,1.0,3.5,5.9,86.09,178.0,3.0
2020/06/08,15:00:00,0.0559,0.6,2.5,4.7,87.19,161.0,3.0
2020/06/08,16:00:00,0.0556,1.1,3.9,4.4,88.35,299.0,1.0
2020/06/08,17:00:00,0.0534,0.4,3.7,4.6,87.71,253.0,3.0
2020/06/08,18:00:00,0.0643,0.2,6.4,9.1,84.12,294.0,4.0
2020/06/08,19:00:00,0.0408,0.1,1.2,8.0,79.37,18.0,5.0
2020/06/08,20:00:00,0.038,0.1,1.5,7.5,78.43,34.0,6.0
2020/06/08,21:00:00,0.0369,0.2,1.1,7.3,77.27,49.0,4.0
2020/06/08,22:00:00,0.0331,0.2,2.5,9.5,74.6,26.0,4.0
2020/06/08,23:00:00,0.0347,0.0,0.1,12.0,72.44,10.0,7.0
2020/06/09,00:00:00,0.0346,0.0,0.0,12.0,71.62,17.0,6.0
2020/06/09,01:00:00,0.0254,0.2,7.1000000000000005,12.4,70.04,41.0,3.0
2020/06/09,02:00:00,0.032,0.1,2.0,12.3,70.52,25.0,6.0
2020/06/09,03:00:00,0.0353,0.0,0.0,12.0,70.47,25.0,8.0
2020/06/09,04:00:00,0.0345,0.8,1.4,11.6,70.58,23.0,6.0
2020/06/09,05:00:00,0.036,0.4,1.1,10.2,72.02,32.0,6.0
2020/06/09,06:00:00,0.0283,4.4,10.1,10.5,75.2,78.0,2.0
2020/06/09,07:00:00,0.0342,1.7,5.0,9.8,78.94,0.0,0.0
2020/06/09,08:00:00,0.0378,1.6,4.2,8.0,82.44,268.0,1.0
2020/06/09,09:00:00,0.0393,2.7,7.5,5.5,86.1,265.0,3.0
2020/06/09,10:00:00,0.0476,1.2,4.1000000000000005,4.6,87.83,265.0,4.0
2020/06/09,11:00:00,0.0533,0.8,3.5,4.1,90.38,290.0,2.0
2020/06/09,12:00:00,0.0594,1.0,4.2,3.8,92.33,67.0,2.0
2020/06/09,13:00:00,0.0653,0.8,4.6,3.6,94.5,319.0,2.0
2020/06/09,14:00:00,0.0698,0.5,3.7,3.6,95.7,278.0,3.0
2020/06/09,15:00:00,0.0734,0.7,5.7,4.3,95.29,244.0,5.0
2020/06/09,16:00:00,0.0666,0.5,4.4,4.3,92.35,261.0,7.0
2020/06/09,17:00:00,0.0541,0.7,6.8999999999999995,3.6,90.68,235.0,6.0
2020/06/09,18:00:00,0.0486,0.3,7.9,4.0,88.3,259.0,3.0
2020/06/09,19:00:00,0.0469,0.1,5.1000000000000005,8.9,82.54,14.0,5.0
2020/06/09,20:00:00,0.0469,0.1,4.3,10.5,80.44,21.0,5.0
2020/06/09,21:00:00,0.0508,0.1,3.2,11.0,80.05,37.0,5.0
2020/06/09,22:00:00,0.0503,0.1,2.1,11.5,79.04,35.0,4.0
2020/06/09,23:00:00,0.0329,0.4,16.6,12.6,76.87,57.0,3.0
2020/06/10,00:00:00,0.0359,0.5,6.3,13.8,75.4,70.0,2.0
2020/06/10,01:00:00,0.0444,0.3,1.6,11.4,76.5,24.0,5.0
2020/06/10,02:00:00,0.0425,0.1,2.1,11.2,76.19,30.0,5.0
2020/06/10,03:00:00,0.0426,0.7,1.9,11.8,75.81,21.0,5.0
2020/06/10,04:00:00,0.0216,46.0,25.1,13.8,74.03,34.0,3.0
2020/06/10,05:00:00,0.0218,12.200000000000001,21.7,13.6,75.23,57.0,2.0
2020/06/10,06:00:00,0.0337,3.7,9.4,12.5,78.9,18.0,3.0
2020/06/10,07:00:00,0.0443,1.6,7.1000000000000005,9.7,84.17,72.0,1.0
2020/06/10,08:00:00,0.0491,2.9,12.4,8.2,87.6,134.0,1.0
2020/06/10,09:00:00,0.0544,2.9,13.6,7.4,90.07,0.0,1.0
2020/06/10,10:00:00,0.0642,2.0,11.2,6.5,93.28,207.0,2.0
2020/06/10,11:00:00,0.0688,1.3,8.1,5.2,94.86,249.0,3.0
2020/06/10,12:00:00,0.0811,0.7,6.6,5.0,96.41,273.0,4.0
2020/06/10,13:00:00,0.0887,0.6,6.6,5.6,97.56,256.0,4.0
2020/06/10,14:00:00,0.0777,0.6,5.6,5.1,98.13,249.0,5.0
2020/06/10,15:00:00,0.0864,0.9,11.0,6.8,97.32,252.0,6.0
2020/06/10,16:00:00,0.083,0.6,7.7,6.0,95.56,255.0,6.0
2020/06/10,17:00:00,0.0759,0.5,8.0,8.3,92.31,248.0,6.0
2020/06/10,18:00:00,0.0644,0.4,13.299999999999999,10.6,88.86,248.0,3.0
2020/06/10,19:00:00,0.0568,0.2,13.4,13.4,84.54,297.0,1.0
2020/06/10,20:00:00,0.058,0.2,6.2,17.8,80.18,356.0,3.0
2020/06/10,21:00:00,0.0554,0.2,6.1000000000000005,21.7,77.77,24.0,2.0
2020/06/10,22:00:00,0.0518,3.1,7.5,23.6,76.4,35.0,2.0
2020/06/10,23:00:00,0.0561,0.2,4.6,23.9,75.39,33.0,3.0
2020/06/11,00:00:00,0.0454,0.4,7.2,25.1,73.86,57.0,1.0
2020/06/11,01:00:00,0.0239,1.8,22.0,28.1,71.71,139.0,1.0
2020/06/11,02:00:00,0.0256,0.8,16.6,28.8,70.54,0.0,1.0
2020/06/11,03:00:00,0.0202,1.8,23.0,30.6,69.36,72.0,1.0
2020/06/11,04:00:00,0.0172,3.9,29.8,30.7,68.82,92.0,1.0
2020/06/11,05:00:00,0.0137,10.7,36.5,29.0,70.4,130.0,1.0
2020/06/11,06:00:00,0.0163,18.700000000000003,39.300000000000004,26.3,74.29,185.0,1.0
2020/06/11,07:00:00,0.0297,12.4,34.3,20.2,79.83,156.0,1.0
2020/06/11,08:00:00,0.0451,6.8,27.099999999999998,17.3,83.28,225.0,2.0
2020/06/11,09:00:00,0.057,4.4,22.2,17.2,86.07,285.0,2.0
2020/06/11,10:00:00,0.069,3.2,20.2,15.8,88.47,269.0,3.0
2020/06/11,11:00:00,0.0876,1.5,13.700000000000001,15.3,90.2,264.0,4.0
2020/06/11,12:00:00,0.0975,0.8,8.9,13.6,91.95,252.0,4.0
2020/06/11,13:00:00,0.1046,0.6,8.3,15.6,92.48,245.0,5.0
2020/06/11,14:00:00,0.0912,1.1,11.700000000000001,17.3,92.36,247.0,5.0
2020/06/11,15:00:00,0.0859,1.0,10.1,20.1,91.4,250.0,5.0
2020/06/11,16:00:00,0.0793,0.7,8.0,16.1,91.2,250.0,5.0
2020/06/11,17:00:00,0.0603,2.1,10.0,13.3,88.98,255.0,5.0
2020/06/11,18:00:00,0.0445,0.6,14.8,23.4,84.16,252.0,4.0
2020/06/11,19:00:00,0.0273,0.6,18.1,36.7,78.58,252.0,3.0
2020/06/11,20:00:00,0.0219,0.6,16.1,45.6,74.28,258.0,3.0
2020/06/11,21:00:00,0.0189,0.8,16.2,52.1,71.24,263.0,3.0
2020/06/11,22:00:00,0.0184,0.8,12.5,62.0,68.22,258.0,3.0
2020/06/11,23:00:00,0.015,1.0,12.6,73.7,65.62,260.0,3.0
2020/06/12,00:00:00,0.0122,1.2,11.6,81.8,63.74,261.0,3.0
2020/06/12,01:00:00,0.012,1.1,10.6,85.9,62.61,251.0,2.0
2020/06/12,02:00:00,0.0118,1.0,9.9,88.4,61.91,289.0,1.0
2020/06/12,03:00:00,0.011,1.2,9.700000000000001,84.9,61.58,0.0,1.0
2020/06/12,04:00:00,0.0104,1.9,10.5,80.8,60.96,278.0,1.0
2020/06/12,05:00:00,0.0104,3.5,9.5,87.0,61.11,270.0,2.0
2020/06/12,06:00:00,0.0136,6.7,9.0,79.3,63.66,299.0,1.0
2020/06/12,07:00:00,0.0176,9.1,12.4,68.4,66.29,285.0,2.0
2020/06/12,08:00:00,0.0236,8.200000000000001,13.700000000000001,57.2,70.07,284.0,3.0
2020/06/12,09:00:00,0.031,6.8,14.3,53.0,73.16,273.0,4.0
2020/06/12,10:00:00,0.0467,3.8,12.7,45.3,76.94,270.0,3.0
2020/06/12,11:00:00,0.0645,1.7,9.799999999999999,35.6,79.34,270.0,5.0
2020/06/12,12:00:00,0.0703,1.1,7.4,31.6,81.08,249.0,4.0
2020/06/12,13:00:00,0.0702,1.0,6.6,31.8,81.5,251.0,5.0
2020/06/12,14:00:00,0.065,1.2,7.3,31.2,81.81,244.0,5.0
2020/06/12,15:00:00,0.0595,1.1,6.7,29.3,81.88,230.0,5.0
2020/06/12,16:00:00,0.0558,1.2,7.8,38.1,79.82,237.0,5.0
2020/06/12,17:00:00,0.0512,1.0,8.8,44.5,76.8,254.0,5.0
2020/06/12,18:00:00,0.0435,0.6,9.6,54.4,72.0,252.0,5.0
2020/06/12,19:00:00,0.0356,0.4,10.5,61.2,68.13,242.0,4.0
2020/06/12,20:00:00,0.0301,0.5,12.5,62.6,66.79,243.0,2.0
2020/06/12,21:00:00,0.0262,0.6,13.4,64.2,66.27,319.0,1.0
2020/06/12,22:00:00,0.0238,0.7,7.5,66.7,64.99,327.0,1.0
2020/06/12,23:00:00,0.0222,0.9,12.8,70.4,64.01,252.0,2.0
2020/06/13,00:00:00,0.0201,1.0,10.5,73.0,62.78,0.0,1.0
2020/06/13,01:00:00,0.0182,0.8,7.7,72.1,61.5,36.0,3.0
2020/06/13,02:00:00,0.0144,0.9,7.1000000000000005,75.8,60.77,21.0,2.0
2020/06/13,03:00:00,0.0172,0.8,5.4,73.6,60.48,26.0,3.0
2020/06/13,04:00:00,0.0165,1.3,6.5,70.8,60.24,24.0,1.0
2020/06/13,05:00:00,0.0119,3.7,10.1,71.3,60.75,24.0,2.0
2020/06/13,06:00:00,0.0195,2.8,5.7,63.0,62.3,36.0,2.0
2020/06/13,07:00:00,0.0242,3.6,7.1000000000000005,59.8,65.69,0.0,1.0
2020/06/13,08:00:00,0.0312,3.3,7.8,56.1,68.21,235.0,2.0
2020/06/13,09:00:00,0.0391,2.6,7.8,54.2,70.62,268.0,2.0
2020/06/13,10:00:00,0.05,1.5,5.8999999999999995,50.2,72.44,271.0,4.0
2020/06/13,11:00:00,0.06,0.7,4.1000000000000005,46.0,74.68,255.0,4.0
2020/06/13,12:00:00,0.0671,0.7,4.6,38.7,77.54,246.0,5.0
2020/06/13,13:00:00,0.0669,0.6,4.7,37.1,79.12,257.0,4.0
2020/06/13,14:00:00,0.0628,0.7,4.7,37.2,78.44,251.0,6.0
2020/06/13,15:00:00,0.0554,0.9,4.5,32.9,77.29,252.0,5.0
2020/06/13,16:00:00,0.0447,1.0,4.3,33.7,75.83,239.0,5.0
2020/06/13,17:00:00,0.0389,0.7,3.9,33.6,74.8,256.0,4.0
2020/06/13,18:00:00,0.0349,0.3,4.0,40.1,71.67,265.0,4.0
2020/06/13,19:00:00,0.03,0.2,5.4,44.8,69.03,244.0,3.0
2020/06/13,20:00:00,0.0263,0.3,7.1000000000000005,48.9,66.96,242.0,3.0
2020/06/13,21:00:00,0.0244,0.3,7.3,50.5,65.95,288.0,1.0
2020/06/13,22:00:00,0.0229,1.6,4.5,55.2,64.43,15.0,3.0
2020/06/13,23:00:00,0.0246,0.3,3.7,56.4,63.69,18.0,3.0
2020/06/14,00:00:00,0.0194,0.5,6.1000000000000005,58.6,62.81,33.0,2.0
2020/06/14,01:00:00,0.0177,0.5,6.8,59.3,62.23,70.0,1.0
2020/06/14,02:00:00,0.0188,0.5,5.5,60.3,61.81,0.0,1.0
2020/06/14,03:00:00,0.0225,0.4,3.5,60.4,60.79,12.0,1.0
2020/06/14,04:00:00,0.0232,0.4,2.9,61.9,59.9,29.0,2.0
2020/06/14,05:00:00,0.0217,0.9,3.2,61.6,61.01,27.0,2.0
2020/06/14,06:00:00,0.023,1.7,4.2,60.3,63.77,0.0,0.0
2020/06/14,07:00:00,0.0264,2.4,5.2,58.0,65.95,0.0,1.0
2020/06/14,08:00:00,0.0357,1.4,3.5,55.0,68.05,197.0,2.0
2020/06/14,09:00:00,0.0438,0.6,2.1,49.0,70.93,208.0,2.0
2020/06/14,10:00:00,0.0498,0.6,2.5,43.5,73.74,252.0,2.0
2020/06/14,11:00:00,0.0557,0.5,2.7,39.1,76.13,264.0,3.0
2020/06/14,12:00:00,0.058,0.5,2.6,36.8,78.55,265.0,3.0
2020/06/14,13:00:00,0.0605,0.4,2.8,34.0,80.57,250.0,4.0
2020/06/14,14:00:00,0.066,0.4,3.3,34.4,81.25,250.0,5.0
2020/06/14,15:00:00,0.0629,0.5,3.9,37.2,80.42,247.0,5.0
2020/06/14,16:00:00,0.0605,0.5,4.0,38.9,79.94,257.0,4.0
2020/06/14,17:00:00,0.0544,0.6,4.8999999999999995,41.7,78.22,245.0,4.0
2020/06/14,18:00:00,0.0478,0.4,6.4,42.4,75.64,244.0,4.0
2020/06/14,19:00:00,0.0421,0.2,7.4,45.2,72.95,249.0,4.0
2020/06/14,20:00:00,0.0359,0.3,8.4,47.4,71.03,248.0,3.0
2020/06/14,21:00:00,0.0286,0.4,10.4,50.6,69.46,259.0,2.0
2020/06/14,22:00:00,0.0257,0.4,11.799999999999999,50.1,68.33,287.0,1.0
2020/06/14,23:00:00,0.0229,0.5,12.8,52.8,67.49,0.0,1.0
2020/06/15,00:00:00,0.0238,0.6,8.7,57.8,66.59,0.0,0.0
2020/06/15,01:00:00,0.0178,1.7,11.0,59.7,65.61,54.0,2.0
2020/06/15,02:00:00,0.0277,0.5,3.3,66.2,65.18,36.0,1.0
2020/06/15,03:00:00,0.0091,2.9,18.0,64.2,64.24,71.0,2.0
2020/06/15,04:00:00,0.0079,4.3,18.2,65.5,63.45,13.0,1.0
2020/06/15,05:00:00,0.017,3.2,10.7,68.9,63.53,292.0,3.0
2020/06/15,06:00:00,0.0195,4.2,9.0,71.2,64.54,283.0,3.0
2020/06/15,07:00:00,0.022,5.5,9.6,66.1,67.12,257.0,2.0
2020/06/15,08:00:00,0.0293,4.0,8.4,59.8,69.75,261.0,2.0
2020/06/15,09:00:00,0.0391,3.1,8.6,51.7,73.5,255.0,2.0
2020/06/15,10:00:00,0.0519,1.9,7.6,45.7,76.53,276.0,3.0
2020/06/15,11:00:00,0.0629,1.2,6.7,42.8,78.97,278.0,4.0
2020/06/15,12:00:00,0.0666,1.0,6.2,40.7,80.93,266.0,5.0
2020/06/15,13:00:00,0.0633,1.3,7.0,42.2,80.66,251.0,5.0
2020/06/15,14:00:00,0.0606,1.3,7.1000000000000005,42.4,80.27,244.0,6.0
2020/06/15,15:00:00,0.0518,1.9,9.5,41.0,80.92,233.0,6.0
2020/06/15,16:00:00,0.0461,1.8,9.6,43.6,79.41,240.0,5.0
2020/06/15,17:00:00,0.039,1.6,9.2,48.4,76.75,237.0,5.0
2020/06/15,18:00:00,0.0344,0.7,9.1,56.1,73.04,252.0,5.0
2020/06/15,19:00:00,0.0255,0.4,9.799999999999999,62.0,70.39,246.0,4.0
2020/06/15,20:00:00,0.0214,0.4,8.7,67.7,67.51,250.0,3.0
2020/06/15,21:00:00,0.0209,0.7,8.1,70.4,66.18,250.0,2.0
2020/06/15,22:00:00,0.0196,0.5,7.4,72.3,65.49,249.0,2.0
2020/06/15,23:00:00,0.0195,0.5,6.8,76.1,64.36,229.0,2.0
2020/06/16,00:00:00,0.0194,0.4,5.0,79.7,63.58,251.0,2.0
2020/06/16,01:00:00,0.0191,0.5,5.0,79.8,63.58,258.0,2.0
2020/06/16,02:00:00,0.015,0.8,6.1000000000000005,78.9,63.54,307.0,1.0
2020/06/16,03:00:00,0.0138,0.7,5.4,77.6,63.52,353.0,2.0
2020/06/16,04:00:00,0.013,1.0,5.2,77.4,63.53,359.0,3.0
2020/06/16,05:00:00,0.0119,1.9,6.1000000000000005,77.2,63.74,36.0,2.0
2020/06/16,06:00:00,0.0143,2.1,7.0,76.2,64.23,346.0,1.0
2020/06/16,07:00:00,0.0185,3.4,9.700000000000001,75.7,64.68,247.0,2.0
2020/06/16,08:00:00,0.0194,4.5,10.7,74.0,65.29,275.0,2.0
2020/06/16,09:00:00,0.023,3.9,10.1,70.3,66.65,247.0,2.0
2020/06/16,10:00:00,0.0276,3.5,9.299999999999999,66.2,68.32,259.0,3.0
2020/06/16,11:00:00,0.0361,2.6,7.1000000000000005,62.6,69.95,270.0,3.0
2020/06/16,12:00:00,0.0457,2.0,6.4,57.1,72.66,258.0,4.0
2020/06/16,13:00:00,0.0557,1.4,6.3,51.8,75.21,264.0,4.0
2020/06/16,14:00:00,0.0623,1.2,6.7,48.9,76.76,255.0,5.0
2020/06/16,15:00:00,0.063,1.3,8.200000000000001,45.7,77.97,244.0,5.0
2020/06/16,16:00:00,0.0585,1.1,7.3,46.6,77.26,244.0,5.0
2020/06/16,17:00:00,0.0487,1.0,7.8,49.6,75.24,245.0,5.0
2020/06/16,18:00:00,0.0402,0.5,7.7,57.0,71.42,256.0,5.0
2020/06/16,19:00:00,0.0361,0.3,9.6,64.2,68.61,251.0,4.0
2020/06/16,20:00:00,0.0341,0.4,10.200000000000001,68.3,66.95,246.0,3.0
2020/06/16,21:00:00,0.031,0.6,9.6,72.3,65.68,221.0,3.0
2020/06/16,22:00:00,0.0277,0.5,8.1,75.0,64.84,213.0,3.0
2020/06/16,23:00:00,0.0288,0.4,6.6,76.4,64.64,239.0,2.0
2020/06/17,00:00:00,0.0304,0.4,6.0,75.3,64.71,279.0,2.0
2020/06/17,01:00:00,0.0316,0.4,5.3,74.5,64.7,285.0,2.0
2020/06/17,02:00:00,0.0323,0.4,4.6,73.8,64.72,224.0,1.0
2020/06/17,03:00:00,0.0307,0.3,4.1000000000000005,72.2,64.64,0.0,1.0
2020/06/17,04:00:00,0.0296,0.5,6.5,71.9,64.47,206.0,2.0
2020/06/17,05:00:00,0.0285,0.7,7.1000000000000005,73.7,64.18,204.0,2.0
2020/06/17,06:00:00,0.0267,1.0,8.0,74.7,63.94,191.0,2.0
2020/06/17,07:00:00,0.0258,1.5,8.0,74.2,64.4,330.0,1.0
2020/06/17,08:00:00,0.0296,1.3,4.8,69.3,66.13,36.0,2.0
2020/06/17,09:00:00,0.033,1.7,6.1000000000000005,61.7,68.37,0.0,0.0
2020/06/17,10:00:00,0.036,2.3,7.2,57.7,70.25,182.0,3.0
2020/06/17,11:00:00,0.0412,2.0,6.2,54.5,71.92,209.0,2.0
2020/06/17,12:00:00,0.0473,1.9,6.4,50.6,74.0,226.0,3.0
2020/06/17,13:00:00,0.0541,1.3,5.6,49.4,75.28,250.0,4.0
2020/06/17,14:00:00,0.057,1.0,5.0,48.4,76.55,239.0,4.0
2020/06/17,15:00:00,0.0597,0.7,4.4,48.8,76.37,258.0,4.0
2020/06/17,16:00:00,0.0593,0.6,4.1000000000000005,48.7,76.55,267.0,4.0
2020/06/17,17:00:00,0.0545,0.5,5.0,49.6,75.86,263.0,4.0
2020/06/17,18:00:00,0.0373,0.7,9.700000000000001,54.9,72.53,247.0,4.0
2020/06/17,19:00:00,0.0283,0.5,12.5,60.7,69.55,245.0,4.0
2020/06/17,20:00:00,0.023,0.5,12.4,65.8,67.12,255.0,3.0
2020/06/17,21:00:00,0.0213,0.5,10.8,71.6,65.02,255.0,3.0
2020/06/17,22:00:00,0.0218,0.5,7.3,76.9,63.3,263.0,3.0
2020/06/17,23:00:00,0.0206,0.5,7.8,79.5,62.25,261.0,2.0
2020/06/18,00:00:00,0.0212,0.5,6.0,80.3,61.9,247.0,3.0
2020/06/18,01:00:00,0.0209,0.4,5.4,80.5,62.04,250.0,2.0
2020/06/18,02:00:00,0.0209,0.5,4.6,80.7,61.98,275.0,2.0
2020/06/18,03:00:00,0.0209,0.5,4.8,80.7,62.03,278.0,2.0
2020/06/18,04:00:00,0.0186,0.7,7.3,81.2,62.05,279.0,2.0
2020/06/18,05:00:00,0.0157,1.3,11.4,83.3,61.67,253.0,2.0
2020/06/18,06:00:00,0.0153,1.9,12.1,85.9,61.32,259.0,2.0
2020/06/18,07:00:00,0.0146,4.1000000000000005,13.2,90.2,60.88,256.0,3.0
2020/06/18,08:00:00,0.0176,3.8,10.9,85.7,62.2,269.0,3.0
2020/06/18,09:00:00,0.0224,2.6,7.9,78.7,63.52,268.0,1.0
2020/06/18,10:00:00,0.0266,2.3,8.1,73.8,65.17,268.0,2.0
2020/06/18,11:00:00,0.03,2.7,9.2,69.6,66.66,241.0,2.0
2020/06/18,12:00:00,0.034,2.7,9.6,66.3,68.12,257.0,2.0
2020/06/18,13:00:00,0.0385,2.9,10.3,61.2,70.4,232.0,3.0
2020/06/18,14:00:00,0.0456,2.8,9.700000000000001,56.2,73.0,273.0,3.0
2020/06/18,15:00:00,0.0562,1.7,8.7,52.7,74.26,266.0,5.0
2020/06/18,16:00:00,0.0598,1.2,8.7,49.4,75.01,248.0,5.0
2020/06/18,17:00:00,0.0503,1.2,10.6,49.4,74.28,250.0,4.0
2020/06/18,18:00:00,0.042,0.7,11.799999999999999,53.5,71.73,262.0,5.0
2020/06/18,19:00:00,0.0349,0.4,13.5,57.8,69.31,246.0,4.0
2020/06/18,20:00:00,0.0295,0.5,14.3,62.4,67.28,240.0,3.0
2020/06/18,21:00:00,0.024,0.7,16.400000000000002,66.6,65.35,223.0,3.0
2020/06/18,22:00:00,0.0235,0.7,12.9,70.8,63.54,222.0,2.0
2020/06/18,23:00:00,0.0237,0.7,12.0,74.4,62.62,261.0,2.0
2020/06/19,00:00:00,0.0285,0.5,7.7,75.3,62.53,260.0,2.0
2020/06/19,01:00:00,0.0284,0.5,6.6,76.7,62.33,272.0,2.0
2020/06/19,02:00:00,0.0304,0.4,4.5,78.4,61.94,277.0,2.0
2020/06/19,03:00:00,0.0303,0.4,4.6,78.7,61.93,277.0,2.0
2020/06/19,04:00:00,0.0253,0.8,5.8999999999999995,77.5,62.0,349.0,1.0
2020/06/19,05:00:00,0.0237,0.9,4.8999999999999995,77.5,61.83,13.0,3.0
2020/06/19,06:00:00,0.0245,0.9,4.8999999999999995,77.2,62.19,354.0,2.0
2020/06/19,07:00:00,0.0276,1.8,6.8,74.7,63.03,352.0,2.0
2020/06/19,08:00:00,0.0309,1.5,6.4,71.6,63.85,294.0,3.0
2020/06/19,09:00:00,0.0321,2.2,6.7,67.0,65.83,0.0,1.0
2020/06/19,10:00:00,0.0423,2.4,7.2,57.9,69.49,294.0,2.0
2020/06/19,11:00:00,0.0548,1.4,6.4,51.9,72.94,269.0,2.0
2020/06/19,12:00:00,0.0648,1.2,7.0,44.2,76.87,278.0,3.0
2020/06/19,13:00:00,0.0708,1.2,8.4,41.5,79.11,256.0,4.0
2020/06/19,14:00:00,0.0687,1.2,7.9,45.1,78.63,257.0,5.0
2020/06/19,15:00:00,0.0662,1.0,7.7,47.9,77.37,257.0,5.0
2020/06/19,16:00:00,0.0594,1.1,7.8,49.8,76.25,251.0,5.0
2020/06/19,17:00:00,0.0498,0.9,7.6,54.5,73.56,255.0,5.0
2020/06/19,18:00:00,0.0426,0.5,8.5,60.1,70.56,248.0,4.0
2020/06/19,19:00:00,0.0365,0.3,8.1,64.3,67.73,249.0,4.0
2020/06/19,20:00:00,0.0309,0.3,8.4,67.6,65.92,251.0,4.0
2020/06/19,21:00:00,0.0295,0.4,7.6,70.0,64.76,253.0,3.0
2020/06/19,22:00:00,0.0267,0.6,8.4,72.1,63.94,253.0,2.0
2020/06/19,23:00:00,0.0208,0.7,10.9,78.2,62.79,233.0,3.0
2020/06/20,00:00:00,0.0225,0.6,7.4,79.8,62.22,260.0,2.0
2020/06/20,01:00:00,0.0253,0.5,4.5,79.3,62.16,294.0,3.0
2020/06/20,02:00:00,0.0281,0.4,3.2,80.2,62.06,310.0,2.0
2020/06/20,03:00:00,0.0297,0.4,3.3,78.5,62.3,299.0,1.0
2020/06/20,04:00:00,0.0248,0.9,3.5,78.2,62.31,36.0,3.0
2020/06/20,05:00:00,0.024,0.9,3.7,78.6,62.31,36.0,3.0
2020/06/20,06:00:00,0.0252,0.7,3.3,78.0,62.69,14.0,3.0
2020/06/20,07:00:00,0.0273,0.8,4.7,76.2,63.49,0.0,1.0
2020/06/20,08:00:00,0.0282,1.0,6.1000000000000005,75.0,64.13,298.0,2.0
2020/06/20,09:00:00,0.0309,1.3,6.2,72.8,65.11,237.0,2.0
2020/06/20,10:00:00,0.0339,1.6,6.2,70.0,66.32,232.0,2.0
2020/06/20,11:00:00,0.0381,1.9,6.2,65.3,68.39,224.0,2.0
2020/06/20,12:00:00,0.0455,1.7,5.6,59.9,71.28,258.0,2.0
2020/06/20,13:00:00,0.0563,1.1,5.2,55.4,73.86,269.0,3.0
2020/06/20,14:00:00,0.0658,0.7,5.0,51.3,76.42,265.0,3.0
2020/06/20,15:00:00,0.0722,0.6,5.3,48.2,78.33,248.0,3.0
