date,time,ozone_santaClarita,no_santaClarita,no2_santaClarita,RH_santaClarita,TEMP_santaClarita,WINDIR_santaClarita,WINDSPEED_santaClarita
2020/05/30,02:00:00,0.0227,0.4,3.4,79.7,59.61,239.0,3.0
2020/05/30,03:00:00,0.0188,0.2,3.3,88.4,58.09,313.0,2.0
2020/05/30,04:00:00,0.0123,0.4,3.9,92.9,56.53,0.0,1.0
2020/05/30,05:00:00,0.007,1.9,6.5,90.7,55.01,135.0,2.0
2020/05/30,06:00:00,0.0175,2.6,4.2,81.8,59.91,36.0,1.0
2020/05/30,07:00:00,0.0212,1.5,4.3,75.4,61.48,350.0,2.0
2020/05/30,08:00:00,0.026,1.7,4.2,66.9,63.94,196.0,2.0
2020/05/30,09:00:00,0.0325,1.0,2.6,57.8,66.4,199.0,5.0
2020/05/30,10:00:00,0.0356,0.5,2.0,52.6,68.58,185.0,7.0
2020/05/30,11:00:00,0.0354,0.8,1.8,46.5,70.27,206.0,6.0
2020/05/30,12:00:00,0.0369,0.6,1.7,41.2,72.03,236.0,6.0
2020/05/30,13:00:00,0.0361,0.5,1.5,38.7,73.55,236.0,7.0
2020/05/30,14:00:00,0.0334,0.6,1.5,43.0,71.64,238.0,8.0
2020/05/30,15:00:00,0.0307,0.6,1.6,48.7,69.95,257.0,7.0
2020/05/30,16:00:00,0.028,0.5,1.6,55.8,68.04,257.0,6.0
2020/05/30,17:00:00,0.026,0.7,1.7,60.4,66.96,277.0,5.0
2020/05/30,18:00:00,0.0255,0.2,1.9,64.6,65.13,288.0,5.0
2020/05/30,19:00:00,0.0244,0.4,2.4,69.3,63.13,323.0,3.0
2020/05/30,20:00:00,0.024,0.1,1.8,76.2,60.76,15.0,2.0
2020/05/30,21:00:00,0.0225,0.2,2.1,80.6,59.29,68.0,2.0
2020/05/30,22:00:00,0.0186,0.2,2.3,83.6,57.79,93.0,2.0
2020/05/30,23:00:00,0.0123,0.2,3.4,86.6,55.86,123.0,2.0
2020/05/31,00:00:00,0.0088,0.3,3.4,88.9,54.41,127.0,1.0
2020/05/31,01:00:00,0.0071,0.3,3.3,91.4,52.85,139.0,2.0
2020/05/31,02:00:00,0.0034,2.1,5.4,92.2,51.9,118.0,1.0
2020/05/31,03:00:00,0.0042,0.6,4.2,93.4,51.18,118.0,1.0
2020/05/31,04:00:00,0.0019,3.4,4.8999999999999995,93.5,50.61,127.0,1.0
2020/05/31,05:00:00,0.0039,3.1,3.9,88.0,52.66,0.0,1.0
2020/05/31,06:00:00,0.0102,4.1000000000000005,4.5,73.5,59.19,0.0,0.0
2020/05/31,07:00:00,0.0197,1.9,3.3,64.7,63.53,0.0,0.0
2020/05/31,08:00:00,0.027,1.5,3.6,57.5,67.48,217.0,1.0
2020/05/31,09:00:00,0.0346,1.0,3.3,49.7,70.24,176.0,3.0
2020/05/31,10:00:00,0.0402,0.7,3.2,47.2,71.9,164.0,7.0
2020/05/31,11:00:00,0.0477,0.4,3.1,44.9,74.05,156.0,8.0
2020/05/31,12:00:00,0.0528,0.4,3.2,41.0,77.17,168.0,4.0
2020/05/31,13:00:00,0.0612,0.3,3.5,39.2,78.79,164.0,8.0
2020/05/31,14:00:00,0.0669,0.4,4.5,40.3,79.69,167.0,8.0
2020/05/31,15:00:00,0.0659,0.3,3.8,41.6,79.8,169.0,8.0
2020/05/31,16:00:00,0.0524,0.3,3.2,43.6,78.97,182.0,6.0
2020/05/31,17:00:00,0.0343,0.6,2.8,49.3,75.72,342.0,5.0
2020/05/31,18:00:00,0.0304,0.3,3.2,55.0,71.74,355.0,3.0
2020/05/31,19:00:00,0.0295,0.1,3.1,60.2,68.13,0.0,0.0
2020/05/31,20:00:00,0.0301,0.1,4.1000000000000005,63.5,66.32,155.0,4.0
2020/05/31,21:00:00,0.0251,0.1,3.0,68.3,63.89,98.0,1.0
2020/05/31,22:00:00,0.0153,0.2,7.0,73.3,62.0,144.0,2.0
2020/05/31,23:00:00,0.0135,0.3,6.7,77.2,60.49,139.0,1.0
2020/06/01,00:00:00,0.0124,0.3,6.2,80.3,59.33,120.0,2.0
2020/06/01,01:00:00,0.0124,0.2,5.3,82.1,58.58,0.0,1.0
2020/06/01,02:00:00,0.007,1.2,8.0,86.9,56.69,133.0,2.0
2020/06/01,03:00:00,0.0024,4.3,13.799999999999999,88.2,56.1,125.0,1.0
2020/06/01,04:00:00,0.0034,1.5,10.7,90.0,55.39,126.0,2.0
2020/06/01,05:00:00,0.0044,8.200000000000001,11.299999999999999,85.4,57.22,0.0,0.0
2020/06/01,06:00:00,0.0109,8.3,10.3,73.3,62.43,0.0,1.0
2020/06/01,07:00:00,0.0212,5.1000000000000005,8.8,61.1,67.78,0.0,1.0
2020/06/01,08:00:00,0.0374,1.9,6.5,50.7,73.5,0.0,1.0
2020/06/01,09:00:00,0.0475,2.3,6.3,39.7,77.97,292.0,1.0
2020/06/01,10:00:00,0.0524,0.4,3.0,30.2,82.94,304.0,2.0
2020/06/01,11:00:00,0.0473,0.8,2.7,25.5,84.28,262.0,5.0
2020/06/01,12:00:00,0.0457,0.5,2.2,26.4,83.27,284.0,6.0
2020/06/01,13:00:00,0.0443,0.6,2.1,25.4,83.52,303.0,7.0
2020/06/01,14:00:00,0.0453,0.8,2.5,25.0,85.33,310.0,5.0
2020/06/01,15:00:00,0.046,0.6,2.1,24.6,85.77,302.0,6.0
2020/06/01,16:00:00,0.0464,0.3,2.2,27.8,83.99,305.0,7.0
2020/06/01,17:00:00,0.0439,0.3,2.6,32.3,80.98,331.0,5.0
2020/06/01,18:00:00,0.0414,0.2,2.6,36.8,78.54,358.0,3.0
2020/06/01,19:00:00,0.0374,0.1,3.2,43.9,75.0,23.0,2.0
2020/06/01,20:00:00,0.0335,0.1,3.4,49.5,72.15,49.0,2.0
2020/06/01,21:00:00,0.0279,0.1,3.7,54.2,69.58,125.0,1.0
2020/06/01,22:00:00,0.0192,0.2,6.5,59.7,66.29,124.0,2.0
2020/06/01,23:00:00,0.0183,0.2,5.4,63.7,64.45,139.0,1.0
2020/06/02,00:00:00,0.017,0.2,5.7,68.3,62.25,142.0,2.0
2020/06/02,01:00:00,0.0168,0.2,6.6,72.6,60.48,129.0,2.0
2020/06/02,02:00:00,0.0164,0.3,5.5,73.7,59.78,0.0,1.0
2020/06/02,03:00:00,0.0061,4.3,15.2,77.7,58.4,142.0,2.0
2020/06/02,04:00:00,0.0102,0.7,12.4,79.3,57.56,131.0,1.0
2020/06/02,05:00:00,0.0083,5.7,16.2,75.9,59.15,0.0,1.0
2020/06/02,06:00:00,0.0123,13.4,19.0,60.4,66.7,0.0,1.0
2020/06/02,07:00:00,0.0204,7.8,18.2,50.3,72.18,172.0,2.0
2020/06/02,08:00:00,0.0333,6.0,17.4,41.3,75.8,175.0,6.0
2020/06/02,09:00:00,0.0415,3.5,12.9,38.5,77.91,172.0,6.0
2020/06/02,10:00:00,0.0506,2.9,11.4,37.8,78.99,166.0,10.0
2020/06/02,11:00:00,0.0706,1.3,8.8,34.0,82.19,160.0,7.0
2020/06/02,12:00:00,0.0838,1.0,8.8,30.9,84.86,183.0,8.0
2020/06/02,13:00:00,0.086,0.7,7.7,27.8,86.73,180.0,10.0
2020/06/02,14:00:00,0.0884,0.7,8.1,28.4,86.89,177.0,10.0
2020/06/02,15:00:00,0.0832,0.4,7.4,29.8,85.77,174.0,9.0
2020/06/02,16:00:00,0.0782,0.4,6.7,29.1,85.04,169.0,7.0
2020/06/02,17:00:00,0.0717,0.3,6.6,30.8,83.12,165.0,6.0
2020/06/02,18:00:00,0.0621,0.2,7.8,33.0,80.72,170.0,6.0
2020/06/02,19:00:00,0.0549,0.0,9.9,38.7,77.85,166.0,7.0
2020/06/02,20:00:00,0.0475,0.1,10.7,46.1,75.22,159.0,2.0
2020/06/02,21:00:00,0.0438,0.1,6.4,57.2,70.85,21.0,2.0
2020/06/02,22:00:00,0.0378,0.0,5.8,60.2,68.79,0.0,0.0
2020/06/02,23:00:00,0.0285,0.1,9.700000000000001,61.3,67.22,0.0,1.0
2020/06/03,00:00:00,0.022,0.3,11.1,63.8,67.15,0.0,1.0
2020/06/03,01:00:00,0.0191,0.3,12.4,67.0,65.34,122.0,1.0
2020/06/03,02:00:00,0.0229,0.4,10.200000000000001,69.2,64.37,130.0,2.0
2020/06/03,03:00:00,0.0222,0.3,10.6,70.2,63.41,133.0,2.0
2020/06/03,04:00:00,0.016,0.5,16.7,71.3,61.95,126.0,2.0
2020/06/03,05:00:00,0.0122,6.0,23.3,68.2,62.52,143.0,1.0
2020/06/03,06:00:00,0.0189,10.9,24.400000000000002,56.4,69.23,0.0,0.0
2020/06/03,07:00:00,0.0387,3.8,14.200000000000001,42.4,75.41,0.0,1.0
2020/06/03,08:00:00,0.0482,1.8,8.6,27.0,84.05,0.0,1.0
2020/06/03,09:00:00,0.0544,1.0,5.8,19.3,88.95,283.0,2.0
2020/06/03,10:00:00,0.0646,0.7,5.5,15.4,94.76,297.0,1.0
2020/06/03,11:00:00,0.0713,0.7,5.3,13.9,98.3,192.0,4.0
2020/06/03,12:00:00,0.0948,0.4,6.1000000000000005,19.0,98.61,160.0,8.0
2020/06/03,13:00:00,0.085,0.7,5.3,15.8,100.12,189.0,6.0
2020/06/03,14:00:00,0.0669,0.4,2.9,12.9,100.01,229.0,6.0
2020/06/03,15:00:00,0.0604,0.4,2.7,11.8,99.94,289.0,6.0
2020/06/03,16:00:00,0.0534,0.4,2.6,13.4,97.7,287.0,6.0
2020/06/03,17:00:00,0.0524,0.3,2.8,14.0,97.2,297.0,4.0
2020/06/03,18:00:00,0.0495,0.4,5.7,19.4,93.66,255.0,2.0
2020/06/03,19:00:00,0.0415,0.2,13.5,32.9,85.29,154.0,7.0
2020/06/03,20:00:00,0.0409,0.2,10.1,46.5,76.33,151.0,12.0
2020/06/03,21:00:00,0.0436,0.1,7.3,52.9,72.39,156.0,12.0
2020/06/03,22:00:00,0.0315,0.1,9.1,64.0,69.32,153.0,10.0
2020/06/03,23:00:00,0.0276,0.2,10.9,66.0,69.1,145.0,5.0
2020/06/04,00:00:00,0.0258,0.3,11.2,67.5,68.36,136.0,5.0
2020/06/04,01:00:00,0.0272,0.2,10.3,66.6,68.16,138.0,4.0
2020/06/04,02:00:00,0.019,0.4,8.4,65.3,64.91,102.0,1.0
2020/06/04,03:00:00,0.0157,0.2,8.0,68.8,63.06,93.0,1.0
2020/06/04,04:00:00,0.011,0.8,14.0,73.3,62.37,130.0,1.0
2020/06/04,05:00:00,0.0136,2.6,14.0,67.0,63.94,0.0,1.0
2020/06/04,06:00:00,0.0165,9.9,19.599999999999998,64.6,68.39,173.0,4.0
2020/06/04,07:00:00,0.0226,11.2,19.2,64.5,71.13,165.0,6.0
2020/06/04,08:00:00,0.0375,4.8999999999999995,14.0,53.0,75.03,161.0,8.0
2020/06/04,09:00:00,0.0496,3.1,11.4,49.0,76.88,170.0,11.0
2020/06/04,10:00:00,0.057,2.4,11.1,48.9,77.98,168.0,13.0
2020/06/04,11:00:00,0.0669,1.8,10.6,46.8,79.57,168.0,13.0
2020/06/04,12:00:00,0.0814,0.9,8.7,46.2,80.29,171.0,13.0
2020/06/04,13:00:00,0.0829,0.7,8.1,47.9,80.13,172.0,13.0
2020/06/04,14:00:00,0.0826,0.7,7.6,48.5,79.99,175.0,12.0
2020/06/04,15:00:00,0.0808,0.6,6.8999999999999995,51.6,78.74,175.0,12.0
2020/06/04,16:00:00,0.0755,0.6,7.3,54.3,77.48,181.0,12.0
2020/06/04,17:00:00,0.0653,0.8,9.299999999999999,58.8,75.12,174.0,11.0
2020/06/04,18:00:00,0.0506,0.8,9.1,67.6,70.86,177.0,11.0
2020/06/04,19:00:00,0.0407,0.3,8.7,76.1,67.11,179.0,8.0
2020/06/04,20:00:00,0.0347,0.2,8.3,83.2,64.38,170.0,8.0
2020/06/04,21:00:00,0.0315,0.2,8.4,86.0,63.37,183.0,4.0
2020/06/04,22:00:00,0.0312,0.2,7.6,88.0,62.64,187.0,5.0
2020/06/04,23:00:00,0.0317,0.1,6.3,89.4,62.0,178.0,6.0
2020/06/05,00:00:00,0.0307,0.2,5.8,89.1,61.6,168.0,4.0
2020/06/05,01:00:00,0.0292,0.2,7.1000000000000005,87.0,61.82,166.0,3.0
2020/06/05,02:00:00,0.034,0.2,5.4,85.0,62.09,207.0,5.0
2020/06/05,03:00:00,0.0344,0.1,4.6,86.4,61.57,211.0,3.0
2020/06/05,04:00:00,0.0325,0.1,4.6,91.1,60.21,162.0,3.0
2020/06/05,05:00:00,0.0279,2.3,7.1000000000000005,96.2,58.39,159.0,4.0
2020/06/05,06:00:00,0.0235,0.5,8.0,97.3,58.13,159.0,3.0
2020/06/05,07:00:00,0.0231,1.0,7.8,94.6,58.38,146.0,3.0
2020/06/05,08:00:00,0.0231,1.6,7.5,90.3,59.37,177.0,3.0
2020/06/05,09:00:00,0.0231,1.4,7.7,90.5,59.91,209.0,1.0
2020/06/05,10:00:00,0.0238,1.5,7.2,85.0,61.15,182.0,3.0
2020/06/05,11:00:00,0.0255,2.6,7.7,77.3,63.07,191.0,4.0
2020/06/05,12:00:00,0.0303,1.9,6.5,72.7,64.26,204.0,5.0
2020/06/05,13:00:00,0.0331,1.4,5.4,68.7,65.5,201.0,6.0
2020/06/05,14:00:00,0.0334,1.0,5.1000000000000005,67.9,65.27,202.0,6.0
2020/06/05,15:00:00,0.0334,0.7,3.7,67.0,65.36,206.0,6.0
2020/06/05,16:00:00,0.0307,1.1,3.1,66.8,65.31,229.0,4.0
2020/06/05,17:00:00,0.0315,0.4,2.7,66.1,65.23,188.0,5.0
2020/06/05,18:00:00,0.0289,0.2,3.4,68.8,64.39,193.0,4.0
2020/06/05,19:00:00,0.0278,0.7,3.6,72.1,63.27,273.0,3.0
2020/06/05,20:00:00,0.0258,0.1,4.3,73.7,62.68,174.0,4.0
2020/06/05,21:00:00,0.0256,0.3,4.3,73.1,62.47,219.0,2.0
2020/06/05,22:00:00,0.0276,0.1,2.1,74.3,61.86,265.0,2.0
2020/06/05,23:00:00,0.0279,0.2,1.8,76.1,61.22,225.0,2.0
2020/06/06,00:00:00,0.0269,0.1,2.0,77.8,60.77,159.0,4.0
2020/06/06,01:00:00,0.0263,0.2,3.1,81.5,60.14,173.0,7.0
2020/06/06,02:00:00,0.0272,0.1,1.5,81.8,60.41,176.0,5.0
2020/06/06,03:00:00,0.0264,0.1,1.8,80.8,60.45,175.0,5.0
2020/06/06,04:00:00,0.0252,0.2,2.4,78.9,60.59,180.0,4.0
2020/06/06,05:00:00,0.0269,0.2,2.6,78.3,60.0,175.0,6.0
2020/06/06,06:00:00,0.0279,1.3,3.5,74.4,60.78,171.0,6.0
2020/06/06,07:00:00,0.0286,0.8,2.7,72.5,62.07,193.0,6.0
2020/06/06,08:00:00,0.0293,1.1,2.8,69.8,63.09,186.0,6.0
2020/06/06,09:00:00,0.0304,1.0,3.1,70.3,63.37,174.0,7.0
2020/06/06,10:00:00,0.034,0.7,1.9,63.0,65.35,171.0,8.0
2020/06/06,11:00:00,0.0368,0.7,2.3,60.2,66.75,173.0,10.0
2020/06/06,12:00:00,0.038,0.5,1.9,57.8,67.5,172.0,10.0
2020/06/06,13:00:00,0.0403,0.4,1.9,56.8,67.92,180.0,8.0
2020/06/06,14:00:00,0.043,0.8,4.1000000000000005,61.0,67.91,166.0,10.0
2020/06/06,15:00:00,0.0454,0.6,3.3,60.0,68.09,174.0,8.0
2020/06/06,16:00:00,0.0432,0.5,2.5,56.5,69.0,194.0,7.0
2020/06/06,17:00:00,0.041,0.3,2.8,60.0,67.16,162.0,8.0
2020/06/06,18:00:00,0.0382,0.3,3.5,61.5,66.45,182.0,6.0
2020/06/06,19:00:00,0.0378,0.1,5.0,66.8,64.53,185.0,3.0
2020/06/06,20:00:00,0.0337,0.1,6.1000000000000005,72.5,62.58,160.0,3.0
2020/06/06,21:00:00,0.0248,0.2,8.1,77.2,60.75,144.0,1.0
2020/06/06,22:00:00,0.0146,0.3,6.8999999999999995,84.1,57.14,105.0,2.0
2020/06/06,23:00:00,0.0121,0.3,7.3,87.1,55.54,127.0,1.0
2020/06/07,00:00:00,0.0095,0.4,6.3,89.9,53.88,135.0,2.0
2020/06/07,01:00:00,0.0072,0.4,7.5,91.7,53.03,143.0,1.0
2020/06/07,02:00:00,0.0109,0.6,8.8,81.0,54.37,0.0,1.0
2020/06/07,03:00:00,0.0166,0.2,4.6,73.0,54.05,170.0,2.0
2020/06/07,04:00:00,0.0184,0.3,3.1,69.1,53.21,0.0,0.0
2020/06/07,05:00:00,0.0188,0.8,4.0,63.2,54.65,0.0,1.0
2020/06/07,06:00:00,0.0338,0.6,1.6,46.5,59.15,330.0,8.0
2020/06/07,07:00:00,0.0348,0.3,0.7,40.9,60.68,332.0,11.0
2020/06/07,08:00:00,0.0365,0.2,0.6,35.2,62.78,336.0,12.0
2020/06/07,09:00:00,0.038,0.4,0.8,32.1,65.27,338.0,10.0
2020/06/07,10:00:00,0.0397,0.3,0.8,27.3,67.38,330.0,8.0
2020/06/07,11:00:00,0.0419,0.3,0.8,23.3,69.68,331.0,5.0
2020/06/07,12:00:00,0.0424,0.3,0.8,22.4,72.0,325.0,4.0
2020/06/07,13:00:00,0.0442,0.2,0.8,20.3,74.36,341.0,4.0
2020/06/07,14:00:00,0.0461,0.1,0.7,17.4,76.48,358.0,5.0
2020/06/07,15:00:00,0.0481,0.3,0.9,13.8,76.17,347.0,9.0
2020/06/07,16:00:00,0.0501,0.2,0.7,12.2,75.15,347.0,11.0
2020/06/07,17:00:00,0.0499,0.2,0.6,12.3,73.38,359.0,9.0
2020/06/07,18:00:00,0.0491,0.3,1.2,15.9,70.21,360.0,7.0
2020/06/07,19:00:00,0.0438,0.1,1.0,22.8,67.25,12.0,7.0
2020/06/07,20:00:00,0.0426,0.1,1.0,25.8,65.79,23.0,9.0
2020/06/07,21:00:00,0.044,0.1,1.0,24.1,64.69,19.0,9.0
2020/06/07,22:00:00,0.0434,0.1,0.8,21.7,63.77,355.0,12.0
2020/06/07,23:00:00,0.041,0.1,0.9,23.7,61.33,36.0,4.0
2020/06/08,00:00:00,0.0403,0.1,0.9,27.6,61.36,36.0,5.0
2020/06/08,01:00:00,0.0382,0.1,1.0,32.9,60.08,36.0,7.0
2020/06/08,02:00:00,0.0361,0.1,1.1,37.2,59.61,356.0,8.0
2020/06/08,03:00:00,0.0341,0.1,1.0,41.5,58.85,335.0,9.0
2020/06/08,04:00:00,0.0324,0.4,1.7,42.7,58.25,344.0,7.0
2020/06/08,05:00:00,0.0313,0.8,2.9,37.1,59.38,360.0,3.0
2020/06/08,06:00:00,0.0353,0.6,1.4,28.4,62.75,11.0,9.0
2020/06/08,07:00:00,0.0372,0.5,1.1,24.5,65.51,10.0,11.0
2020/06/08,08:00:00,0.0395,0.4,0.9,19.1,67.93,40.0,13.0
2020/06/08,09:00:00,0.0404,0.2,0.6,15.5,70.9,43.0,11.0
2020/06/08,10:00:00,0.0414,1.9,1.5,11.9,73.56,42.0,13.0
2020/06/08,11:00:00,0.0431,0.4,0.7,10.2,75.46,53.0,11.0
2020/06/08,12:00:00,0.0444,0.2,0.5,8.1,77.46,45.0,12.0
2020/06/08,13:00:00,0.0455,0.4,0.8,6.5,79.54,40.0,11.0
2020/06/08,14:00:00,0.0451,0.5,0.7,6.4,80.86,42.0,10.0
2020/06/08,15:00:00,0.0441,0.5,0.6,7.0,81.86,42.0,8.0
2020/06/08,16:00:00,0.0447,0.3,0.8,6.7,82.51,33.0,7.0
2020/06/08,17:00:00,0.0437,0.3,0.8,6.6,82.0,34.0,6.0
2020/06/08,18:00:00,0.0412,0.2,1.1,7.0,80.73,10.0,4.0
2020/06/08,19:00:00,0.0427,0.2,3.7,17.2,75.05,339.0,7.0
2020/06/08,20:00:00,0.046,0.2,3.2,25.7,71.14,339.0,6.0
2020/06/08,21:00:00,0.0365,0.1,3.6,30.7,65.97,0.0,1.0
2020/06/08,22:00:00,0.0254,0.2,4.8,34.8,59.62,111.0,3.0
2020/06/08,23:00:00,0.0233,0.1,4.8,37.6,57.5,99.0,2.0
2020/06/09,00:00:00,0.0227,0.1,5.5,41.1,56.15,123.0,2.0
2020/06/09,01:00:00,0.0193,0.2,6.8999999999999995,44.2,55.44,147.0,1.0
2020/06/09,02:00:00,0.0165,0.3,8.9,48.1,53.71,166.0,1.0
2020/06/09,03:00:00,0.0097,1.3,17.7,50.6,51.96,148.0,1.0
2020/06/09,04:00:00,0.0064,2.4,16.7,53.6,51.0,0.0,0.0
2020/06/09,05:00:00,0.0069,13.700000000000001,21.1,48.2,55.15,0.0,1.0
2020/06/09,06:00:00,0.0152,17.8,22.700000000000003,34.8,64.54,325.0,3.0
2020/06/09,07:00:00,0.0339,5.4,10.6,22.2,72.78,304.0,4.0
2020/06/09,08:00:00,0.0422,1.3,4.0,16.7,77.8,304.0,4.0
2020/06/09,09:00:00,0.0427,0.6,1.8,9.8,83.35,64.0,5.0
2020/06/09,10:00:00,0.0459,0.4,1.3,9.6,84.95,64.0,7.0
2020/06/09,11:00:00,0.049,0.4,1.3,9.2,87.07,44.0,5.0
2020/06/09,12:00:00,0.0481,0.3,1.1,7.4,89.92,25.0,3.0
2020/06/09,13:00:00,0.0489,0.5,1.0,6.0,91.69,23.0,3.0
2020/06/09,14:00:00,0.0499,1.1,2.4,5.3,93.31,36.0,3.0
2020/06/09,15:00:00,0.0532,0.5,1.8,6.8,91.87,300.0,7.0
2020/06/09,16:00:00,0.0549,0.6,2.5,8.1,88.36,256.0,7.0
2020/06/09,17:00:00,0.054,0.3,2.2,7.6,87.03,280.0,4.0
2020/06/09,18:00:00,0.0517,0.1,2.5,7.3,85.25,295.0,2.0
2020/06/09,19:00:00,0.0352,0.1,8.3,14.0,77.64,154.0,2.0
2020/06/09,20:00:00,0.0255,0.1,13.5,18.2,70.49,141.0,3.0
2020/06/09,21:00:00,0.022,0.1,15.299999999999999,21.0,67.13,148.0,2.0
2020/06/09,22:00:00,0.0214,0.1,10.9,26.8,63.5,142.0,2.0
2020/06/09,23:00:00,0.0233,0.1,9.299999999999999,30.4,60.84,147.0,2.0
2020/06/10,00:00:00,0.0231,0.1,7.8,32.1,58.7,147.0,2.0
2020/06/10,01:00:00,0.0256,0.4,7.8,32.0,58.03,131.0,2.0
2020/06/10,02:00:00,0.0234,0.2,6.8999999999999995,33.9,56.61,149.0,2.0
2020/06/10,03:00:00,0.0203,0.1,10.200000000000001,37.5,55.51,147.0,2.0
2020/06/10,04:00:00,0.0158,0.4,14.9,42.1,55.11,140.0,2.0
2020/06/10,05:00:00,0.014,6.1000000000000005,19.8,40.6,57.39,149.0,1.0
2020/06/10,06:00:00,0.0193,9.4,19.599999999999998,31.9,67.93,0.0,0.0
2020/06/10,07:00:00,0.0386,5.8,14.1,18.8,76.08,0.0,0.0
2020/06/10,08:00:00,0.0504,1.1,4.6,14.4,82.67,0.0,1.0
2020/06/10,09:00:00,0.0585,0.7,3.9,12.7,87.68,234.0,1.0
2020/06/10,10:00:00,0.0669,0.8,4.8,10.8,91.6,190.0,3.0
2020/06/10,11:00:00,0.0689,0.6,4.3,7.7,93.3,174.0,5.0
2020/06/10,12:00:00,0.0726,0.4,3.0,6.8,94.24,170.0,7.0
2020/06/10,13:00:00,0.0841,0.4,3.9,7.5,95.42,166.0,7.0
2020/06/10,14:00:00,0.0906,0.3,4.5,7.7,95.59,164.0,7.0
2020/06/10,15:00:00,0.0805,0.3,3.2,9.3,94.54,236.0,7.0
2020/06/10,16:00:00,0.0773,0.3,2.8,9.9,93.25,262.0,5.0
2020/06/10,17:00:00,0.0745,0.5,3.7,10.0,91.48,238.0,5.0
2020/06/10,18:00:00,0.0672,0.2,5.4,10.5,89.55,288.0,2.0
2020/06/10,19:00:00,0.0473,0.1,8.6,17.6,80.89,132.0,2.0
2020/06/10,20:00:00,0.04,0.1,10.4,21.8,74.71,142.0,2.0
2020/06/10,21:00:00,0.0364,0.1,9.799999999999999,24.9,70.54,139.0,2.0
2020/06/10,22:00:00,0.0351,0.1,10.5,28.3,67.41,131.0,3.0
2020/06/10,23:00:00,0.0353,0.2,8.3,31.9,65.54,135.0,1.0
2020/06/11,00:00:00,0.0293,0.2,7.3,36.8,62.79,138.0,2.0
2020/06/11,01:00:00,0.0306,0.2,8.1,37.3,61.31,147.0,2.0
2020/06/11,02:00:00,0.0278,0.3,7.1000000000000005,40.9,59.58,127.0,2.0
2020/06/11,03:00:00,0.0269,0.2,9.0,41.4,58.42,151.0,2.0
2020/06/11,04:00:00,0.018,0.5,14.5,44.6,57.23,146.0,1.0
2020/06/11,05:00:00,0.0141,6.8999999999999995,20.2,45.9,58.79,134.0,1.0
2020/06/11,06:00:00,0.0211,12.200000000000001,24.1,33.3,68.98,0.0,0.0
2020/06/11,07:00:00,0.0373,4.4,15.299999999999999,25.6,74.5,312.0,1.0
2020/06/11,08:00:00,0.054,2.2,9.9,21.0,79.82,288.0,2.0
2020/06/11,09:00:00,0.0711,0.6,4.6,17.1,86.31,304.0,1.0
2020/06/11,10:00:00,0.0783,0.6,5.0,14.0,89.95,158.0,7.0
2020/06/11,11:00:00,0.0878,0.5,5.0,12.6,91.12,159.0,9.0
2020/06/11,12:00:00,0.1063,0.4,6.8,14.8,92.05,157.0,9.0
2020/06/11,13:00:00,0.0993,0.4,5.7,14.5,92.34,167.0,9.0
2020/06/11,14:00:00,0.0876,0.6,5.8999999999999995,13.0,91.81,162.0,10.0
2020/06/11,15:00:00,0.0764,0.4,4.0,10.3,91.51,169.0,9.0
2020/06/11,16:00:00,0.0722,0.7,5.2,9.9,90.5,176.0,8.0
2020/06/11,17:00:00,0.0748,0.3,2.7,12.0,88.97,242.0,5.0
2020/06/11,18:00:00,0.0638,0.6,9.1,11.3,85.9,183.0,5.0
2020/06/11,19:00:00,0.0501,0.3,13.4,13.9,80.2,163.0,4.0
2020/06/11,20:00:00,0.0449,0.1,12.1,16.6,77.41,167.0,1.0
2020/06/11,21:00:00,0.0446,0.1,10.5,17.8,75.08,160.0,5.0
2020/06/11,22:00:00,0.0332,0.2,11.700000000000001,27.6,70.22,0.0,0.0
2020/06/11,23:00:00,0.0258,0.2,10.6,34.0,63.06,90.0,1.0
2020/06/12,00:00:00,0.027,0.2,8.200000000000001,35.2,59.68,112.0,2.0
2020/06/12,01:00:00,0.0246,0.2,9.299999999999999,38.0,57.74,121.0,2.0
2020/06/12,02:00:00,0.0223,0.2,8.7,42.7,55.72,124.0,2.0
2020/06/12,03:00:00,0.0209,0.2,11.299999999999999,45.7,54.11,120.0,2.0
2020/06/12,04:00:00,0.0218,0.3,10.0,47.4,52.59,118.0,1.0
2020/06/12,05:00:00,0.0095,6.8999999999999995,20.1,49.9,56.24,0.0,0.0
2020/06/12,06:00:00,0.0159,14.5,22.8,43.4,62.02,0.0,1.0
2020/06/12,07:00:00,0.0252,9.700000000000001,20.5,37.1,67.2,0.0,0.0
2020/06/12,08:00:00,0.0366,5.5,15.6,45.7,71.15,163.0,7.0
2020/06/12,09:00:00,0.0463,3.6,12.9,45.8,72.43,173.0,10.0
2020/06/12,10:00:00,0.0568,3.5,11.2,35.2,76.52,180.0,9.0
2020/06/12,11:00:00,0.068,1.0,7.5,32.4,78.68,169.0,11.0
2020/06/12,12:00:00,0.0589,0.7,4.8999999999999995,23.2,80.23,173.0,11.0
2020/06/12,13:00:00,0.065,0.7,4.8999999999999995,26.5,80.03,175.0,11.0
2020/06/12,14:00:00,0.0562,0.8,4.7,24.1,80.18,180.0,13.0
2020/06/12,15:00:00,0.0572,0.7,4.8,27.2,79.37,183.0,13.0
2020/06/12,16:00:00,0.0538,1.0,4.6,27.2,78.65,182.0,10.0
