date,time,ozone_santaClarita,no_santaClarita,no2_santaClarita,RH_santaClarita,TEMP_santaClarita,WINDIR_santaClarita,WINDSPEED_santaClarita
2020/03/26,10:00:00,0.0441,0.9,2.0,33.5,52.56,336.0,3.0
2020/03/26,11:00:00,0.0457,0.6,1.7,32.7,54.12,274.0,3.0
2020/03/26,12:00:00,0.0471,0.5,1.7,33.0,55.58,256.0,3.0
2020/03/26,13:00:00,0.0473,0.6,1.6,32.7,56.41,268.0,6.0
2020/03/26,14:00:00,0.0454,0.6,1.6,33.3,56.45,248.0,7.0
2020/03/26,15:00:00,0.042,0.7,2.9,54.0,51.48,322.0,9.0
2020/03/26,16:00:00,0.0396,1.0,4.7,75.5,46.77,338.0,3.0
2020/03/26,17:00:00,0.0423,0.3,2.2,69.6,47.32,37.0,2.0
2020/03/26,18:00:00,0.0387,0.1,2.9,71.2,45.71,46.0,1.0
2020/03/26,19:00:00,0.0285,0.2,5.2,77.4,43.91,0.0,1.0
2020/03/26,20:00:00,0.0176,0.4,7.7,83.2,42.39,153.0,2.0
2020/03/26,21:00:00,0.0167,0.3,9.299999999999999,83.6,43.28,0.0,0.0
2020/03/26,22:00:00,0.0134,0.4,9.1,85.9,43.39,0.0,1.0
2020/03/26,23:00:00,0.0086,0.4,9.700000000000001,89.9,41.36,126.0,1.0
2020/03/27,00:00:00,0.0092,0.3,6.7,90.1,38.99,127.0,2.0
2020/03/27,01:00:00,0.014,0.3,5.5,84.6,37.75,124.0,2.0
2020/03/27,02:00:00,0.0133,0.3,5.2,86.6,36.6,117.0,2.0
2020/03/27,03:00:00,0.009,0.3,6.8999999999999995,84.4,35.42,0.0,1.0
2020/03/27,04:00:00,0.0015,3.4,12.4,86.0,34.74,145.0,1.0
2020/03/27,05:00:00,0.0016,9.299999999999999,15.100000000000001,89.5,33.94,124.0,2.0
2020/03/27,06:00:00,0.0056,16.9,17.1,78.5,38.11,0.0,1.0
2020/03/27,07:00:00,0.0264,4.3,8.0,60.9,45.74,36.0,1.0
2020/03/27,08:00:00,0.0404,0.7,1.9,47.2,50.66,15.0,3.0
2020/03/27,09:00:00,0.0433,0.5,1.4,36.8,52.72,23.0,3.0
2020/03/27,10:00:00,0.0452,0.3,1.2,32.7,55.51,350.0,3.0
2020/03/27,11:00:00,0.0466,0.5,1.5,28.7,58.48,332.0,7.0
2020/03/27,12:00:00,0.0467,0.5,1.3,26.7,59.39,340.0,9.0
2020/03/27,13:00:00,0.0468,0.4,1.5,28.6,60.45,343.0,7.0
2020/03/27,14:00:00,0.0476,0.6,1.6,26.7,61.12,339.0,6.0
2020/03/27,15:00:00,0.0485,0.5,1.5,28.7,61.56,349.0,5.0
2020/03/27,16:00:00,0.0472,0.5,2.1,36.0,60.65,290.0,5.0
2020/03/27,17:00:00,0.0432,0.4,2.2,46.2,57.92,270.0,5.0
2020/03/27,18:00:00,0.0394,0.2,3.1,53.6,54.97,304.0,2.0
2020/03/27,19:00:00,0.0294,0.2,4.7,64.0,51.34,116.0,1.0
2020/03/27,20:00:00,0.0221,0.2,6.0,69.3,48.21,147.0,2.0
2020/03/27,21:00:00,0.023,0.2,6.0,67.5,45.45,141.0,3.0
2020/03/27,22:00:00,0.0226,0.1,6.3,67.7,43.76,137.0,2.0
2020/03/27,23:00:00,0.0222,0.1,5.0,62.3,42.4,133.0,2.0
2020/03/28,00:00:00,0.0184,0.2,5.8999999999999995,72.1,40.56,135.0,2.0
2020/03/28,01:00:00,0.0206,0.2,4.3,71.9,40.0,126.0,2.0
2020/03/28,02:00:00,0.0182,0.2,4.4,77.1,38.79,131.0,1.0
2020/03/28,03:00:00,0.0169,0.2,4.1000000000000005,80.8,37.91,125.0,1.0
2020/03/28,04:00:00,0.0122,0.3,5.4,85.3,36.77,0.0,1.0
2020/03/28,05:00:00,0.009,0.5,7.9,85.8,36.63,0.0,0.0
2020/03/28,06:00:00,0.0058,11.5,14.7,79.7,39.56,0.0,0.0
2020/03/28,07:00:00,0.0101,14.3,15.4,66.3,45.5,0.0,1.0
2020/03/28,08:00:00,0.0232,6.7,10.9,52.7,51.83,0.0,0.0
2020/03/28,09:00:00,0.0402,1.1,3.2,42.0,55.46,338.0,2.0
2020/03/28,10:00:00,0.0418,1.2,3.3,41.6,57.77,0.0,1.0
2020/03/28,11:00:00,0.0457,0.7,2.7,45.6,59.11,170.0,4.0
2020/03/28,12:00:00,0.0485,1.0,2.2,37.6,60.92,190.0,5.0
2020/03/28,13:00:00,0.0489,4.8999999999999995,4.2,40.2,61.6,186.0,5.0
2020/03/28,14:00:00,0.0504,0.7,3.1,42.9,61.92,198.0,7.0
2020/03/28,15:00:00,0.0496,0.4,2.5,48.1,61.05,187.0,6.0
2020/03/28,16:00:00,0.0496,0.3,2.4,50.9,60.27,245.0,6.0
2020/03/28,17:00:00,0.0497,0.4,2.6,56.9,57.96,242.0,5.0
2020/03/28,18:00:00,0.0472,0.2,3.6,65.7,55.33,302.0,4.0
2020/03/28,19:00:00,0.0411,0.2,4.1000000000000005,72.0,53.08,355.0,1.0
2020/03/28,20:00:00,0.0312,0.2,4.8999999999999995,78.2,51.3,114.0,2.0
2020/03/28,21:00:00,0.0295,0.2,4.6,81.2,50.3,124.0,1.0
2020/03/28,22:00:00,0.0209,0.4,5.1000000000000005,87.4,47.69,137.0,2.0
2020/03/28,23:00:00,0.0164,0.2,5.1000000000000005,89.4,46.11,141.0,1.0
2020/03/29,00:00:00,0.0119,0.3,5.1000000000000005,90.5,45.1,130.0,2.0
2020/03/29,01:00:00,0.0074,3.7,10.0,93.5,44.25,136.0,2.0
2020/03/29,02:00:00,0.0118,0.2,4.4,94.2,43.27,128.0,2.0
2020/03/29,03:00:00,0.0121,0.2,3.7,95.4,42.24,129.0,1.0
2020/03/29,04:00:00,0.011,0.3,3.5,94.2,41.97,132.0,1.0
2020/03/29,05:00:00,0.0086,0.4,4.5,93.5,42.24,0.0,1.0
2020/03/29,06:00:00,0.0059,3.5,5.6,86.4,43.74,0.0,1.0
2020/03/29,07:00:00,0.0133,5.7,7.0,68.9,51.06,0.0,0.0
2020/03/29,08:00:00,0.0347,1.4,3.4,55.6,55.91,336.0,1.0
2020/03/29,09:00:00,0.0431,0.5,2.0,49.0,58.33,0.0,1.0
2020/03/29,10:00:00,0.0464,0.8,3.6,55.6,59.06,171.0,6.0
2020/03/29,11:00:00,0.05,0.6,2.8,49.4,60.44,201.0,6.0
2020/03/29,12:00:00,0.05,0.4,1.9,44.7,61.75,247.0,5.0
2020/03/29,13:00:00,0.0497,0.4,1.6,42.9,62.43,301.0,6.0
2020/03/29,14:00:00,0.0483,0.4,1.7,48.2,62.27,283.0,7.0
2020/03/29,15:00:00,0.0478,0.4,1.5,49.9,62.23,281.0,7.0
2020/03/29,16:00:00,0.0471,0.4,2.0,54.8,61.21,282.0,6.0
2020/03/29,17:00:00,0.0441,0.6,3.4,59.6,59.13,276.0,4.0
2020/03/29,18:00:00,0.0392,0.3,3.5,67.7,57.25,332.0,3.0
2020/03/29,19:00:00,0.0314,0.2,4.1000000000000005,77.2,54.36,0.0,0.0
2020/03/29,20:00:00,0.0224,0.2,6.4,81.3,51.83,151.0,2.0
2020/03/29,21:00:00,0.0175,0.3,6.8,85.8,49.01,127.0,2.0
2020/03/29,22:00:00,0.019,0.2,5.0,85.0,47.93,146.0,2.0
2020/03/29,23:00:00,0.0193,0.3,4.3,86.0,46.3,127.0,3.0
2020/03/30,00:00:00,0.0203,0.2,3.1,79.5,45.37,138.0,2.0
2020/03/30,01:00:00,0.0171,0.3,3.5,88.5,43.86,131.0,1.0
2020/03/30,02:00:00,0.0149,0.3,4.5,89.4,42.86,129.0,1.0
2020/03/30,03:00:00,0.0108,0.2,6.7,92.6,41.37,138.0,2.0
2020/03/30,04:00:00,0.0051,0.9,10.6,94.4,40.24,142.0,1.0
2020/03/30,05:00:00,0.0019,11.6,13.899999999999999,92.7,39.34,141.0,2.0
2020/03/30,06:00:00,0.0038,16.1,13.899999999999999,88.7,41.77,139.0,2.0
2020/03/30,07:00:00,0.0164,10.0,13.100000000000001,67.9,50.14,150.0,1.0
2020/03/30,08:00:00,0.0362,2.2,4.7,48.8,57.31,0.0,0.0
2020/03/30,09:00:00,0.0428,1.0,3.0,42.2,61.18,291.0,1.0
2020/03/30,10:00:00,0.0462,1.1,3.1,36.5,64.15,312.0,2.0
2020/03/30,11:00:00,0.0501,0.6,2.3,30.3,67.1,327.0,1.0
2020/03/30,12:00:00,0.0502,0.8,3.4,32.3,69.58,0.0,1.0
2020/03/30,13:00:00,0.0513,1.0,4.0,31.1,71.59,194.0,2.0
2020/03/30,14:00:00,0.0501,0.4,2.0,26.4,73.35,310.0,3.0
2020/03/30,15:00:00,0.0498,0.5,2.5,32.3,72.81,305.0,6.0
2020/03/30,16:00:00,0.0515,0.5,3.2,37.3,71.95,325.0,5.0
2020/03/30,17:00:00,0.0453,0.4,3.3,43.0,68.38,333.0,5.0
2020/03/30,18:00:00,0.036,0.2,4.8,51.5,63.6,349.0,2.0
2020/03/30,19:00:00,0.0226,0.2,7.7,65.4,58.9,121.0,2.0
2020/03/30,20:00:00,0.0206,0.2,9.2,71.0,56.0,135.0,2.0
2020/03/30,21:00:00,0.0209,0.3,8.6,73.2,54.11,130.0,1.0
2020/03/30,22:00:00,0.0198,0.2,6.6,76.9,52.0,137.0,2.0
2020/03/30,23:00:00,0.0193,0.2,5.6,78.8,50.49,128.0,2.0
2020/03/31,00:00:00,0.0159,0.2,4.7,83.1,48.87,136.0,1.0
2020/03/31,01:00:00,0.0139,0.2,5.0,86.4,47.29,128.0,2.0
2020/03/31,02:00:00,0.0091,1.6,8.9,87.0,46.57,134.0,1.0
2020/03/31,03:00:00,0.0107,0.5,7.6,88.6,45.58,123.0,1.0
2020/03/31,04:00:00,0.0089,1.2,11.2,85.9,45.92,130.0,1.0
2020/03/31,05:00:00,0.0037,19.3,20.299999999999997,84.5,46.28,128.0,1.0
2020/03/31,06:00:00,0.006,13.799999999999999,17.2,80.4,48.18,0.0,1.0
2020/03/31,07:00:00,0.0124,9.299999999999999,13.4,70.0,53.69,0.0,1.0
2020/03/31,08:00:00,0.0246,5.8999999999999995,11.6,53.3,59.4,0.0,0.0
2020/03/31,09:00:00,0.0378,2.1,6.0,37.4,65.11,317.0,2.0
2020/03/31,10:00:00,0.0439,1.0,3.7,28.3,70.98,341.0,2.0
2020/03/31,11:00:00,0.0466,0.6,3.0,26.0,75.26,327.0,1.0
2020/03/31,12:00:00,0.047,0.4,1.6,23.9,77.89,352.0,5.0
2020/03/31,13:00:00,0.0464,0.5,2.3,22.8,79.56,336.0,7.0
2020/03/31,14:00:00,0.0443,0.8,2.3,24.6,78.72,343.0,10.0
2020/03/31,15:00:00,0.0434,0.6,1.8,26.2,76.32,344.0,12.0
2020/03/31,16:00:00,0.0431,0.4,1.5,28.3,74.77,342.0,11.0
2020/03/31,17:00:00,0.0428,0.3,1.6,30.0,72.27,344.0,10.0
2020/03/31,18:00:00,0.0392,0.2,2.4,34.2,69.15,355.0,4.0
2020/03/31,19:00:00,0.037,0.2,4.2,40.5,67.36,347.0,4.0
2020/03/31,20:00:00,0.0374,0.1,4.0,41.5,65.87,337.0,4.0
2020/03/31,21:00:00,0.0327,0.1,5.5,44.8,64.06,0.0,0.0
2020/03/31,22:00:00,0.0237,0.2,5.5,57.9,58.5,155.0,2.0
2020/03/31,23:00:00,0.0215,0.2,4.8,62.8,56.44,141.0,1.0
2020/04/01,00:00:00,0.019,0.2,4.1000000000000005,66.9,55.07,129.0,1.0
2020/04/01,01:00:00,0.0154,0.2,4.6,71.5,53.59,119.0,2.0
2020/04/01,02:00:00,0.0173,0.2,4.7,72.7,53.03,131.0,2.0
2020/04/01,03:00:00,0.0161,0.2,5.2,72.9,52.79,146.0,2.0
2020/04/01,04:00:00,0.0136,0.7,10.4,75.6,52.02,133.0,2.0
2020/04/01,05:00:00,0.0088,1.1,15.2,79.5,50.93,121.0,2.0
2020/04/01,06:00:00,0.0072,11.700000000000001,16.8,74.8,53.29,0.0,1.0
2020/04/01,07:00:00,0.022,6.8999999999999995,11.299999999999999,54.7,62.31,0.0,1.0
2020/04/01,08:00:00,0.0373,1.0,3.4,46.5,66.09,353.0,1.0
2020/04/01,09:00:00,0.0403,1.0,3.4,42.2,68.22,0.0,0.0
2020/04/01,10:00:00,0.0434,1.4,4.7,39.6,70.33,168.0,2.0
2020/04/01,11:00:00,0.0515,2.0,7.7,41.3,70.94,153.0,8.0
2020/04/01,12:00:00,0.0591,1.0,5.6,38.7,72.87,169.0,8.0
2020/04/01,13:00:00,0.064,1.4,8.5,45.9,72.59,160.0,9.0
2020/04/01,14:00:00,0.0658,1.2,8.5,49.3,72.07,163.0,9.0
2020/04/01,15:00:00,0.0664,0.8,6.6,47.9,71.06,163.0,9.0
2020/04/01,16:00:00,0.0645,0.6,6.7,45.8,69.8,163.0,8.0
2020/04/01,17:00:00,0.0587,0.4,6.3,46.6,67.06,182.0,7.0
2020/04/01,18:00:00,0.0516,0.6,8.3,56.5,63.15,190.0,6.0
2020/04/01,19:00:00,0.0471,0.2,8.3,64.3,60.9,199.0,6.0
2020/04/01,20:00:00,0.0448,2.3,9.1,67.5,59.1,194.0,7.0
2020/04/01,21:00:00,0.0432,1.3,8.1,65.6,58.33,190.0,6.0
2020/04/01,22:00:00,0.0417,0.1,7.4,71.8,56.97,187.0,6.0
2020/04/01,23:00:00,0.0298,0.2,11.1,86.5,55.53,167.0,6.0
2020/04/02,00:00:00,0.0302,0.3,8.1,89.7,55.44,172.0,6.0
2020/04/02,01:00:00,0.0341,0.2,5.7,88.7,55.46,183.0,3.0
2020/04/02,02:00:00,0.0289,0.3,7.4,90.6,55.41,177.0,4.0
2020/04/02,03:00:00,0.0272,0.2,7.2,93.6,54.41,0.0,1.0
2020/04/02,04:00:00,0.0368,0.3,5.5,63.4,54.41,313.0,2.0
2020/04/02,05:00:00,0.0404,0.4,4.7,46.1,53.28,340.0,3.0
2020/04/02,06:00:00,0.0399,1.0,5.1000000000000005,43.4,53.17,333.0,6.0
2020/04/02,07:00:00,0.0426,0.7,3.1,38.5,55.81,333.0,7.0
2020/04/02,08:00:00,0.045,0.6,1.9,33.1,58.53,343.0,10.0
2020/04/02,09:00:00,0.0467,0.5,1.9,30.3,60.68,337.0,7.0
2020/04/02,10:00:00,0.0494,0.5,2.2,28.0,62.88,326.0,3.0
2020/04/02,11:00:00,0.051,0.7,2.7,25.5,65.06,288.0,1.0
2020/04/02,12:00:00,0.0535,0.4,2.0,22.1,67.67,0.0,1.0
2020/04/02,13:00:00,0.0552,0.3,1.6,NA,NA,NA,NA
2020/04/02,14:00:00,0.054,0.6,4.1000000000000005,NA,NA,NA,NA
2020/04/02,15:00:00,0.0505,0.4,3.8,NA,NA,NA,NA
2020/04/02,16:00:00,0.0514,0.5,3.2,NA,NA,NA,NA
2020/04/02,17:00:00,0.0468,0.3,3.0,59.6,62.62,285.0,5.0
2020/04/02,18:00:00,0.0412,0.6,5.2,64.9,59.73,301.0,3.0
2020/04/02,19:00:00,0.0371,0.2,3.9,71.5,56.93,36.0,2.0
2020/04/02,20:00:00,0.0353,0.1,4.1000000000000005,56.6,55.88,19.0,1.0
2020/04/02,21:00:00,0.0331,0.2,4.5,46.3,53.75,0.0,0.0
2020/04/02,22:00:00,0.0255,0.2,5.3,56.9,49.12,136.0,2.0
2020/04/02,23:00:00,0.0237,0.2,4.8999999999999995,60.8,46.61,128.0,2.0
2020/04/03,00:00:00,0.0228,0.2,4.3,61.6,45.47,0.0,1.0
2020/04/03,01:00:00,0.0181,0.2,5.0,70.0,43.03,131.0,2.0
2020/04/03,02:00:00,0.0163,0.2,7.2,71.4,41.59,132.0,2.0
2020/04/03,03:00:00,0.0167,0.1,7.5,71.1,41.13,131.0,2.0
2020/04/03,04:00:00,0.017,0.8,8.0,72.3,40.92,124.0,1.0
2020/04/03,05:00:00,0.0066,3.8,19.099999999999998,75.9,40.18,142.0,1.0
2020/04/03,06:00:00,NA,NA,NA,68.8,43.22,0.0,1.0
2020/04/03,07:00:00,0.0171,16.5,21.4,50.7,51.74,0.0,0.0
2020/04/03,08:00:00,0.04,2.4,6.4,29.7,58.53,0.0,1.0
2020/04/03,09:00:00,0.0436,1.4,4.5,25.8,61.68,0.0,1.0
2020/04/03,10:00:00,0.0464,1.8,4.4,25.3,64.0,0.0,1.0
2020/04/03,11:00:00,0.0516,0.6,2.7,22.1,66.53,0.0,1.0
2020/04/03,12:00:00,0.0558,0.5,2.5,21.1,68.75,329.0,2.0
2020/04/03,13:00:00,0.0551,0.6,3.3,29.7,69.95,203.0,3.0
2020/04/03,14:00:00,0.0562,0.7,4.5,45.8,68.17,172.0,9.0
2020/04/03,15:00:00,0.0547,0.7,4.5,52.2,66.6,172.0,10.0
2020/04/03,16:00:00,0.0529,1.5,6.1000000000000005,53.2,65.28,178.0,8.0
2020/04/03,17:00:00,0.0498,0.5,7.2,54.9,63.22,184.0,7.0
2020/04/03,18:00:00,0.0438,0.4,8.6,60.6,59.93,182.0,6.0
2020/04/03,19:00:00,0.04,0.2,8.1,64.2,57.72,185.0,3.0
2020/04/03,20:00:00,0.0372,0.2,8.4,68.4,56.28,189.0,3.0
2020/04/03,21:00:00,0.0303,0.3,9.299999999999999,74.5,54.08,133.0,1.0
2020/04/03,22:00:00,0.0187,0.3,8.1,80.8,51.65,0.0,1.0
2020/04/03,23:00:00,0.0151,0.3,8.7,86.3,49.2,124.0,1.0
2020/04/04,00:00:00,0.011,0.5,9.0,88.7,47.9,0.0,1.0
2020/04/04,01:00:00,0.0092,0.4,8.0,92.1,45.92,123.0,2.0
2020/04/04,02:00:00,0.0114,0.4,5.2,93.1,44.89,0.0,1.0
2020/04/04,03:00:00,0.0108,0.2,4.4,93.3,44.14,0.0,1.0
2020/04/04,04:00:00,0.005,0.7,5.7,94.4,43.05,88.0,2.0
2020/04/04,05:00:00,0.0047,3.6,8.7,94.3,42.62,0.0,1.0
2020/04/04,06:00:00,0.0056,6.0,8.0,85.7,46.08,0.0,1.0
2020/04/04,07:00:00,0.0129,6.8,10.1,75.6,50.52,317.0,1.0
2020/04/04,08:00:00,0.0322,2.2,8.1,80.8,53.93,181.0,8.0
2020/04/04,09:00:00,0.04,1.3,5.6,78.6,54.7,180.0,8.0
2020/04/04,10:00:00,0.0427,1.2,4.8999999999999995,72.9,56.24,177.0,7.0
2020/04/04,11:00:00,0.0488,0.9,3.8,58.0,58.84,163.0,8.0
2020/04/04,12:00:00,0.0531,0.7,3.8,42.8,60.99,177.0,4.0
2020/04/04,13:00:00,0.0531,0.4,3.5,46.3,62.78,253.0,2.0
2020/04/04,14:00:00,0.0521,0.4,3.1,48.5,62.89,197.0,6.0
2020/04/04,15:00:00,0.0515,0.5,2.9,43.7,63.63,218.0,5.0
2020/04/04,16:00:00,0.0508,0.4,2.9,49.2,61.73,250.0,7.0
2020/04/04,17:00:00,0.0495,0.4,3.1,48.7,59.45,257.0,6.0
2020/04/04,18:00:00,0.0461,0.2,3.6,51.7,57.88,251.0,3.0
2020/04/04,19:00:00,0.0465,0.1,3.0,48.4,57.06,211.0,4.0
2020/04/04,20:00:00,0.046,0.1,2.6,48.4,56.01,201.0,4.0
2020/04/04,21:00:00,0.0443,0.1,3.2,49.1,55.42,184.0,4.0
2020/04/04,22:00:00,0.0445,0.2,2.5,53.3,54.61,196.0,4.0
2020/04/04,23:00:00,0.0443,0.1,2.4,54.6,53.86,187.0,4.0
2020/04/05,00:00:00,0.0418,0.1,1.8,58.0,53.26,213.0,4.0
2020/04/05,01:00:00,0.0417,0.1,1.7,65.3,52.91,211.0,5.0
2020/04/05,02:00:00,0.0408,0.1,1.5,66.0,52.37,248.0,2.0
2020/04/05,03:00:00,0.0405,0.1,1.3,78.7,52.59,0.0,1.0
2020/04/05,04:00:00,0.0393,0.2,1.3,79.9,52.36,213.0,2.0
2020/04/05,05:00:00,0.0387,0.1,1.4,80.8,52.17,218.0,5.0
2020/04/05,06:00:00,0.0377,0.2,1.3,80.8,52.23,212.0,6.0
2020/04/05,07:00:00,0.0369,0.5,1.6,77.4,52.77,202.0,7.0
2020/04/05,08:00:00,0.0368,0.3,1.3,72.3,53.87,199.0,8.0
2020/04/05,09:00:00,0.0367,0.5,1.5,68.7,55.25,192.0,8.0
2020/04/05,10:00:00,0.0381,0.2,1.4,52.0,55.37,182.0,8.0
2020/04/05,11:00:00,0.0374,0.3,1.6,45.1,56.11,181.0,8.0
2020/04/05,12:00:00,0.0371,0.3,1.8,41.6,57.2,196.0,6.0
2020/04/05,13:00:00,0.0368,0.3,1.8,38.1,57.24,189.0,7.0
2020/04/05,14:00:00,0.0361,0.5,1.2,38.6,57.46,180.0,11.0
2020/04/05,15:00:00,0.0347,0.4,1.1,43.2,56.82,201.0,9.0
2020/04/05,16:00:00,0.0333,0.3,1.3,44.0,55.56,200.0,8.0
2020/04/05,17:00:00,0.032,0.4,1.3,47.3,54.17,203.0,7.0
2020/04/05,18:00:00,0.0312,0.4,1.4,52.6,53.29,197.0,6.0
2020/04/05,19:00:00,0.0301,0.2,1.3,57.3,52.39,184.0,7.0
2020/04/05,20:00:00,0.0285,1.7,2.2,83.9,52.04,186.0,5.0
2020/04/05,21:00:00,0.03,0.2,1.1,86.9,52.19,182.0,9.0
2020/04/05,22:00:00,0.0283,0.1,1.9,94.7,50.83,177.0,12.0
2020/04/05,23:00:00,0.0319,0.1,0.7,97.1,50.13,181.0,13.0
2020/04/06,00:00:00,0.0309,0.1,1.5,94.7,50.41,178.0,12.0
2020/04/06,01:00:00,0.0309,0.1,1.8,95.6,50.49,180.0,12.0
2020/04/06,02:00:00,0.034,0.2,1.0,96.3,50.23,183.0,12.0
2020/04/06,03:00:00,0.0337,0.2,1.4,98.5,50.12,172.0,11.0
2020/04/06,04:00:00,0.0317,0.2,2.8,99.7,50.35,172.0,10.0
2020/04/06,05:00:00,0.035,0.4,2.8,91.7,51.0,209.0,5.0
2020/04/06,06:00:00,0.0358,0.3,2.3,93.0,50.63,181.0,5.0
2020/04/06,07:00:00,0.0327,1.4,5.0,95.8,50.97,176.0,6.0
2020/04/06,08:00:00,0.0355,0.8,3.0,92.3,52.22,213.0,5.0
2020/04/06,09:00:00,0.0378,0.7,2.9,88.9,51.35,218.0,3.0
2020/04/06,10:00:00,0.0375,1.2,3.8,86.1,51.99,230.0,2.0
2020/04/06,11:00:00,0.0378,0.8,2.6,86.9,53.0,196.0,3.0
2020/04/06,12:00:00,0.0384,1.0,2.3,80.1,53.55,218.0,5.0
2020/04/06,13:00:00,0.0388,0.7,1.9,55.2,54.21,209.0,5.0
2020/04/06,14:00:00,0.0378,0.6,2.5,54.8,54.33,193.0,4.0
2020/04/06,15:00:00,0.0387,1.0,3.1,45.5,55.54,215.0,4.0
2020/04/06,16:00:00,0.0402,0.6,2.7,38.1,55.46,214.0,4.0
2020/04/06,17:00:00,0.0392,0.4,2.6,40.4,55.05,214.0,5.0
2020/04/06,18:00:00,0.0312,0.4,5.3,49.1,52.66,217.0,3.0
2020/04/06,19:00:00,0.0242,1.6,6.6,54.8,49.88,201.0,2.0
2020/04/06,20:00:00,0.0171,0.2,4.3,61.3,48.57,98.0,1.0
2020/04/06,21:00:00,0.013,0.3,5.7,86.5,48.73,0.0,1.0
2020/04/06,22:00:00,0.0141,0.3,4.0,90.5,48.01,104.0,1.0
2020/04/06,23:00:00,0.0228,0.1,3.8,92.9,48.02,0.0,0.0
2020/04/07,00:00:00,0.0149,0.2,4.0,96.1,47.72,0.0,1.0
2020/04/07,01:00:00,0.0096,0.2,4.1000000000000005,98.7,46.83,146.0,1.0
2020/04/07,02:00:00,0.0024,8.8,9.0,99.2,45.86,147.0,1.0
2020/04/07,03:00:00,0.0014,3.7,6.3,100.1,44.03,120.0,2.0
2020/04/07,04:00:00,0.0037,1.1,6.6,99.1,42.79,164.0,2.0
2020/04/07,05:00:00,0.002,2.4,9.1,99.6,44.03,0.0,1.0
2020/04/07,06:00:00,0.0035,12.1,12.1,98.7,45.45,0.0,0.0
2020/04/07,07:00:00,0.0075,8.6,11.700000000000001,93.5,47.11,334.0,2.0
2020/04/07,08:00:00,0.0209,4.1000000000000005,5.8999999999999995,56.7,50.51,318.0,2.0
2020/04/07,09:00:00,0.0291,2.2,4.1000000000000005,42.8,55.16,313.0,1.0
2020/04/07,10:00:00,0.0351,1.2,3.0,35.6,58.68,0.0,0.0
2020/04/07,11:00:00,0.0396,0.6,2.5,34.9,59.32,0.0,0.0
2020/04/07,12:00:00,0.0381,0.5,2.4,44.2,56.5,99.0,4.0
2020/04/07,13:00:00,0.0353,1.0,3.0,57.7,53.79,61.0,4.0
2020/04/07,14:00:00,0.0363,0.7,2.9,51.1,55.86,331.0,4.0
2020/04/07,15:00:00,0.0312,0.7,6.4,63.7,53.94,305.0,2.0
2020/04/07,16:00:00,0.0348,0.3,3.6,64.0,51.75,337.0,4.0
2020/04/07,17:00:00,0.036,0.6,4.3,67.2,48.83,277.0,4.0
2020/04/07,18:00:00,0.0323,0.2,4.1000000000000005,71.3,48.84,0.0,1.0
2020/04/07,19:00:00,0.0311,0.3,5.1000000000000005,68.8,48.99,0.0,1.0
2020/04/07,20:00:00,0.0395,0.1,2.0,66.0,47.23,0.0,1.0
2020/04/07,21:00:00,0.0374,0.1,2.8,68.0,46.95,309.0,1.0
2020/04/07,22:00:00,0.0372,0.1,3.3,69.5,46.55,310.0,1.0
2020/04/07,23:00:00,0.036,0.2,4.0,96.5,47.09,224.0,1.0
2020/04/08,00:00:00,0.0378,0.1,2.8,96.5,47.34,208.0,2.0
2020/04/08,01:00:00,0.0369,0.1,3.3,94.5,47.42,189.0,2.0
2020/04/08,02:00:00,0.0342,0.1,3.5,93.4,47.19,173.0,2.0
2020/04/08,03:00:00,0.0299,0.1,3.7,95.9,46.72,140.0,2.0
2020/04/08,04:00:00,0.0251,0.8,7.8,95.8,46.55,0.0,1.0
2020/04/08,05:00:00,0.0199,0.4,7.8,99.0,46.18,0.0,0.0
2020/04/08,06:00:00,0.0138,2.0,12.200000000000001,99.7,46.58,0.0,0.0
2020/04/08,07:00:00,0.0244,1.7,9.799999999999999,92.7,47.57,0.0,1.0
2020/04/08,08:00:00,0.0267,1.5,6.4,90.5,48.56,359.0,2.0
2020/04/08,09:00:00,0.0307,1.0,4.3,84.5,49.58,354.0,4.0
2020/04/08,10:00:00,0.0358,0.7,2.4,60.9,50.27,21.0,3.0
2020/04/08,11:00:00,0.0402,0.5,1.5,44.5,52.25,35.0,2.0
2020/04/08,12:00:00,0.0395,0.5,2.6,49.6,51.24,179.0,2.0
2020/04/08,13:00:00,0.0406,1.2,3.4,46.6,52.26,158.0,7.0
2020/04/08,14:00:00,0.0404,0.5,2.4,48.2,52.1,175.0,5.0
2020/04/08,15:00:00,0.0416,0.6,2.4,42.6,53.54,201.0,6.0
2020/04/08,16:00:00,0.0419,0.5,2.6,41.2,53.26,195.0,5.0
2020/04/08,17:00:00,0.0414,0.3,2.2,40.9,51.9,209.0,5.0
2020/04/08,18:00:00,0.04,0.2,2.8,46.1,50.46,214.0,3.0
2020/04/08,19:00:00,0.0391,0.3,3.0,50.6,49.69,189.0,5.0
2020/04/08,20:00:00,0.0402,0.1,2.1,51.5,49.37,194.0,3.0
2020/04/08,21:00:00,0.0379,0.5,2.9,56.0,49.11,194.0,3.0
2020/04/08,22:00:00,0.0388,0.2,2.4,59.4,47.54,184.0,5.0
2020/04/08,23:00:00,0.0375,0.1,3.2,72.3,45.91,183.0,4.0
2020/04/09,00:00:00,0.0369,0.1,2.4,62.7,45.85,182.0,4.0
2020/04/09,01:00:00,0.0348,0.1,3.6,62.5,46.07,175.0,3.0
