date,time,ozone_anaheim,no_anaheim,no2_anaheim,RH_anaheim,TEMP_anaheim,WINDIR_anaheim,WINDSPEED_anaheim
2020/06/14,02:00:00,0.0244,0.5,2.2,80.9,62.0,192.0,2.0
2020/06/14,03:00:00,0.0207,0.5,3.3,78.9,61.69,0.0,1.0
2020/06/14,04:00:00,0.0179,0.6,4.4,70.8,62.33,106.0,1.0
2020/06/14,05:00:00,0.0237,0.8,3.4,73.5,62.74,96.0,3.0
2020/06/14,06:00:00,0.0299,0.9,1.7,73.2,64.72,141.0,2.0
2020/06/14,07:00:00,0.0347,0.7,0.9,68.3,66.16,164.0,2.0
2020/06/14,08:00:00,0.0375,0.7,1.0,62.2,68.47,154.0,2.0
2020/06/14,09:00:00,0.0414,0.7,1.1,56.1,70.82,234.0,1.0
2020/06/14,10:00:00,0.044,0.7,1.3,53.3,73.06,207.0,3.0
2020/06/14,11:00:00,0.0445,0.7,1.6,55.2,73.6,242.0,5.0
2020/06/14,12:00:00,0.0436,0.6,1.2,53.4,74.12,228.0,5.0
2020/06/14,13:00:00,0.0418,0.7,1.0,49.6,74.84,235.0,6.0
2020/06/14,14:00:00,0.0433,0.8,1.5,44.4,75.2,237.0,6.0
2020/06/14,15:00:00,0.0442,0.7,1.3,41.1,74.49,245.0,6.0
2020/06/14,16:00:00,0.0428,1.0,3.0,48.8,74.39,230.0,5.0
2020/06/14,17:00:00,0.0437,0.7,2.7,48.8,74.79,222.0,4.0
2020/06/14,18:00:00,0.0403,0.5,3.5,54.2,71.92,229.0,6.0
2020/06/14,19:00:00,0.0302,0.4,4.4,65.7,68.85,213.0,4.0
2020/06/14,20:00:00,0.028,0.5,5.8999999999999995,62.7,67.9,203.0,3.0
2020/06/14,21:00:00,0.0278,0.4,5.4,62.7,67.31,180.0,2.0
2020/06/14,22:00:00,0.0225,0.5,4.8,75.5,65.93,185.0,2.0
2020/06/14,23:00:00,0.0229,0.5,4.0,80.4,64.92,191.0,2.0
2020/06/15,00:00:00,0.0217,0.5,3.4,82.9,64.31,201.0,2.0
2020/06/15,01:00:00,0.023,0.4,2.4,86.9,63.5,190.0,2.0
2020/06/15,02:00:00,0.0214,0.4,2.2,90.1,62.91,186.0,2.0
2020/06/15,03:00:00,0.0217,0.4,1.8,91.9,62.55,182.0,2.0
2020/06/15,04:00:00,0.0207,0.6,3.1,92.4,62.32,173.0,1.0
2020/06/15,05:00:00,0.0242,0.8,3.3,87.0,63.44,147.0,2.0
2020/06/15,06:00:00,0.0299,0.7,1.6,81.1,64.75,192.0,3.0
2020/06/15,07:00:00,0.0315,1.1,1.9,74.4,66.94,174.0,2.0
2020/06/15,08:00:00,0.0347,1.4,2.6,67.9,69.61,196.0,2.0
2020/06/15,09:00:00,0.0374,1.1,2.0,65.4,71.2,229.0,3.0
2020/06/15,10:00:00,0.0405,0.8,1.7,61.2,72.66,214.0,4.0
2020/06/15,11:00:00,0.0401,0.8,1.3,59.5,73.22,218.0,5.0
2020/06/15,12:00:00,0.037,0.9,1.4,59.2,73.47,239.0,6.0
2020/06/15,13:00:00,0.037,0.9,1.3,59.1,73.3,239.0,6.0
2020/06/15,14:00:00,0.0368,1.3,1.2,57.8,73.3,236.0,6.0
2020/06/15,15:00:00,0.0354,0.6,1.3,58.2,72.7,241.0,6.0
2020/06/15,16:00:00,0.034,0.4,1.2,60.6,71.18,229.0,7.0
2020/06/15,17:00:00,0.0329,0.4,1.7,62.7,69.97,214.0,6.0
2020/06/15,18:00:00,0.0278,0.2,1.9,71.7,67.88,218.0,5.0
2020/06/15,19:00:00,0.024,0.1,2.1,78.7,65.87,221.0,5.0
2020/06/15,20:00:00,0.0231,0.1,1.9,82.9,64.7,208.0,4.0
2020/06/15,21:00:00,0.0248,0.0,1.1,83.5,64.04,191.0,3.0
2020/06/15,22:00:00,0.0257,0.0,0.6,83.6,63.98,190.0,3.0
2020/06/15,23:00:00,0.0262,0.0,0.6,82.8,63.99,164.0,3.0
2020/06/16,00:00:00,0.0269,0.0,0.5,82.7,63.95,145.0,3.0
2020/06/16,01:00:00,0.0285,0.0,0.4,82.9,63.59,181.0,2.0
2020/06/16,02:00:00,0.0292,0.0,0.6,82.1,63.53,190.0,3.0
2020/06/16,03:00:00,0.0294,0.0,0.7,81.2,63.56,185.0,3.0
2020/06/16,04:00:00,0.0276,0.1,1.1,82.0,63.41,207.0,3.0
2020/06/16,05:00:00,0.0275,0.1,1.7,82.1,63.46,192.0,3.0
2020/06/16,06:00:00,0.0285,0.2,2.8,80.9,63.66,140.0,3.0
2020/06/16,07:00:00,0.0271,0.4,3.7,80.7,64.18,144.0,1.0
2020/06/16,08:00:00,0.0288,0.3,2.4,80.2,64.64,167.0,2.0
2020/06/16,09:00:00,0.0266,0.8,4.7,78.3,65.43,206.0,1.0
2020/06/16,10:00:00,0.0289,1.0,4.3,74.9,66.68,227.0,2.0
2020/06/16,11:00:00,0.0324,0.9,3.2,70.6,68.39,226.0,2.0
2020/06/16,12:00:00,0.036,0.8,2.0,64.5,70.69,246.0,3.0
2020/06/16,13:00:00,NA,NA,NA,61.6,71.93,247.0,4.0
2020/06/16,14:00:00,0.0405,0.5,1.4,59.7,72.33,243.0,5.0
2020/06/16,15:00:00,0.0401,0.5,1.6,59.0,72.14,228.0,6.0
2020/06/16,16:00:00,0.0377,0.8,2.8,62.4,71.0,229.0,6.0
2020/06/16,17:00:00,0.0339,0.7,3.1,67.9,68.88,224.0,6.0
2020/06/16,18:00:00,0.0329,0.1,1.8,73.0,66.79,225.0,5.0
2020/06/16,19:00:00,0.0311,0.0,2.6,77.1,65.62,214.0,4.0
2020/06/16,20:00:00,0.0319,0.1,4.3,80.4,65.06,200.0,4.0
2020/06/16,21:00:00,0.0334,0.0,4.0,81.6,64.69,212.0,4.0
2020/06/16,22:00:00,0.0363,0.0,2.0,80.9,64.85,234.0,3.0
2020/06/16,23:00:00,0.0354,0.0,1.3,80.3,65.1,216.0,2.0
2020/06/17,00:00:00,0.0365,0.0,0.1,73.9,65.37,179.0,3.0
2020/06/17,01:00:00,0.0351,0.0,0.3,77.0,64.8,195.0,4.0
2020/06/17,02:00:00,0.0338,0.0,1.0,77.0,64.61,170.0,3.0
2020/06/17,03:00:00,0.0323,0.0,0.5,76.6,64.32,166.0,3.0
2020/06/17,04:00:00,0.0256,0.9,5.8,73.7,65.1,112.0,2.0
2020/06/17,05:00:00,0.026,0.2,2.7,76.3,64.91,190.0,2.0
2020/06/17,06:00:00,0.0235,0.5,3.4,78.7,64.93,191.0,3.0
2020/06/17,07:00:00,0.0246,0.8,3.1,74.9,66.05,192.0,4.0
2020/06/17,08:00:00,0.0281,0.7,2.3,71.5,66.83,180.0,4.0
2020/06/17,09:00:00,0.0311,0.7,1.7,64.9,68.76,165.0,4.0
2020/06/17,10:00:00,0.0333,0.6,1.6,63.8,69.62,184.0,4.0
2020/06/17,11:00:00,0.0345,0.5,1.4,66.8,69.47,204.0,5.0
2020/06/17,12:00:00,0.037,0.3,1.0,64.7,70.18,210.0,5.0
2020/06/17,13:00:00,0.0393,0.4,1.1,62.3,71.21,207.0,4.0
2020/06/17,14:00:00,0.039,0.5,1.2,60.9,72.25,210.0,5.0
2020/06/17,15:00:00,0.0385,0.4,1.2,60.9,71.85,224.0,6.0
2020/06/17,16:00:00,0.038,0.4,1.3,62.0,70.78,222.0,6.0
2020/06/17,17:00:00,0.0351,0.3,1.5,62.9,70.09,223.0,4.0
2020/06/17,18:00:00,0.032,0.1,1.8,66.5,68.32,217.0,5.0
2020/06/17,19:00:00,0.0292,0.1,1.7,73.7,65.21,218.0,5.0
2020/06/17,20:00:00,0.0279,0.1,1.9,78.0,63.73,205.0,3.0
2020/06/17,21:00:00,0.0263,0.1,2.0,79.8,63.19,204.0,3.0
2020/06/17,22:00:00,0.0251,0.1,1.6,81.7,62.61,215.0,2.0
2020/06/17,23:00:00,0.0251,0.0,1.2,83.3,62.17,208.0,3.0
2020/06/18,00:00:00,0.0277,0.0,0.4,83.0,62.15,184.0,2.0
2020/06/18,01:00:00,0.0265,0.0,0.9,83.1,62.14,167.0,2.0
2020/06/18,02:00:00,0.0269,0.1,1.1,83.4,62.18,172.0,1.0
2020/06/18,03:00:00,0.0273,0.0,0.8,84.0,62.06,152.0,2.0
2020/06/18,04:00:00,0.0267,0.1,1.6,84.9,61.87,152.0,2.0
2020/06/18,05:00:00,0.0215,0.5,5.2,88.9,61.29,129.0,2.0
2020/06/18,06:00:00,0.0215,0.6,5.1000000000000005,87.7,61.64,116.0,2.0
2020/06/18,07:00:00,0.0227,0.9,4.8999999999999995,85.7,62.15,177.0,1.0
2020/06/18,08:00:00,0.0255,0.8,3.9,81.5,63.07,238.0,1.0
2020/06/18,09:00:00,0.0269,0.9,3.9,78.9,63.95,230.0,2.0
2020/06/18,10:00:00,0.0302,0.9,3.4,78.3,64.28,244.0,4.0
2020/06/18,11:00:00,0.0332,0.9,3.3,74.0,65.65,230.0,3.0
2020/06/18,12:00:00,0.0388,0.8,2.8,66.7,68.29,259.0,2.0
2020/06/18,13:00:00,0.0433,0.5,1.5,60.7,70.33,228.0,4.0
2020/06/18,14:00:00,0.0405,0.6,1.7,58.1,70.88,256.0,5.0
2020/06/18,15:00:00,0.0408,0.6,1.6,58.7,70.52,247.0,5.0
2020/06/18,16:00:00,0.0416,0.4,1.6,58.5,70.4,244.0,4.0
2020/06/18,17:00:00,0.0413,0.4,2.4,59.2,69.32,240.0,5.0
2020/06/18,18:00:00,0.0399,0.2,2.6,63.0,67.43,234.0,5.0
2020/06/18,19:00:00,0.0389,0.0,2.4,68.5,65.69,228.0,5.0
2020/06/18,20:00:00,0.0369,0.0,2.3,72.9,64.71,214.0,3.0
2020/06/18,21:00:00,0.0354,0.0,2.3,75.0,64.1,193.0,2.0
2020/06/18,22:00:00,0.0334,0.0,1.7,77.8,63.46,185.0,2.0
2020/06/18,23:00:00,0.032,0.0,1.7,79.5,62.97,179.0,2.0
2020/06/19,00:00:00,0.0318,0.0,1.3,79.0,63.06,178.0,2.0
2020/06/19,01:00:00,0.0321,0.0,1.0,77.7,63.62,181.0,1.0
2020/06/19,02:00:00,0.0344,0.0,0.7,77.0,63.81,250.0,1.0
2020/06/19,03:00:00,0.0359,0.0,0.3,75.8,63.86,0.0,1.0
2020/06/19,04:00:00,0.0357,0.0,0.8,75.0,63.87,167.0,1.0
2020/06/19,05:00:00,0.0356,0.0,1.5,73.5,64.03,190.0,2.0
2020/06/19,06:00:00,0.0349,0.2,2.6,71.7,64.42,187.0,1.0
2020/06/19,07:00:00,0.0352,0.4,2.7,70.0,65.07,179.0,1.0
2020/06/19,08:00:00,0.0372,0.5,2.5,67.1,66.4,238.0,1.0
2020/06/19,09:00:00,0.0394,1.0,3.0,61.7,68.92,263.0,1.0
2020/06/19,10:00:00,0.0471,0.6,2.1,57.5,70.92,238.0,2.0
2020/06/19,11:00:00,0.0517,0.5,2.4,54.2,73.13,243.0,4.0
2020/06/19,12:00:00,0.0488,0.5,1.9,58.4,72.85,229.0,6.0
2020/06/19,13:00:00,0.0462,0.6,2.2,61.9,72.53,233.0,7.0
2020/06/19,14:00:00,0.0454,0.8,3.0,61.7,72.64,232.0,7.0
2020/06/19,15:00:00,0.0418,0.8,2.6,63.2,71.75,222.0,7.0
2020/06/19,16:00:00,0.0393,0.5,2.3,66.0,70.17,230.0,8.0
2020/06/19,17:00:00,0.0381,0.5,2.9,67.2,69.49,224.0,6.0
2020/06/19,18:00:00,0.0363,0.2,3.4,70.6,67.92,219.0,5.0
2020/06/19,19:00:00,0.0331,0.1,2.6,75.4,65.97,216.0,5.0
2020/06/19,20:00:00,0.0277,0.2,4.8999999999999995,77.0,65.56,241.0,3.0
2020/06/19,21:00:00,0.0266,0.3,5.5,76.6,65.38,286.0,3.0
2020/06/19,22:00:00,0.0277,0.2,3.9,77.4,65.04,280.0,3.0
2020/06/19,23:00:00,0.0277,0.2,3.5,77.7,64.87,277.0,2.0
2020/06/20,00:00:00,0.0288,0.1,2.7,78.2,64.69,285.0,2.0
2020/06/20,01:00:00,0.0281,0.2,2.7,78.6,64.5,267.0,3.0
2020/06/20,02:00:00,0.0283,0.1,2.6,79.4,64.14,273.0,2.0
2020/06/20,03:00:00,0.029,0.1,2.4,80.2,63.9,265.0,1.0
2020/06/20,04:00:00,0.0276,0.3,4.3,79.4,64.26,335.0,1.0
2020/06/20,05:00:00,0.0293,0.2,3.1,79.7,64.09,0.0,1.0
2020/06/20,06:00:00,0.0285,0.6,3.9,79.5,64.28,249.0,2.0
2020/06/20,07:00:00,0.0288,0.6,4.3,78.4,64.73,249.0,2.0
2020/06/20,08:00:00,0.0308,0.5,3.6,76.1,65.33,241.0,2.0
2020/06/20,09:00:00,0.0324,0.7,3.8,73.2,66.25,250.0,2.0
2020/06/20,10:00:00,0.0334,1.3,5.7,69.3,67.86,310.0,2.0
2020/06/20,11:00:00,0.04,1.8,5.5,63.6,70.28,314.0,1.0
2020/06/20,12:00:00,0.0468,1.7,5.6,62.0,71.66,329.0,3.0
2020/06/20,13:00:00,0.0541,1.2,5.2,60.8,73.0,291.0,3.0
2020/06/20,14:00:00,0.0583,0.8,4.4,57.5,74.44,283.0,4.0
2020/06/20,15:00:00,0.0541,0.5,3.0,57.9,74.27,252.0,5.0
2020/06/20,16:00:00,0.0485,0.5,2.8,62.0,72.17,234.0,7.0
2020/06/20,17:00:00,0.0436,0.5,3.4,65.9,70.14,235.0,7.0
2020/06/20,18:00:00,0.039,0.2,2.3,70.0,67.71,230.0,6.0
2020/06/20,19:00:00,0.0366,0.1,3.3,74.9,66.22,222.0,5.0
2020/06/20,20:00:00,0.0359,0.2,3.6,76.1,66.24,265.0,2.0
2020/06/20,21:00:00,0.0361,0.2,3.1,76.3,66.12,258.0,2.0
2020/06/20,22:00:00,0.0359,0.1,2.8,76.4,66.12,252.0,2.0
2020/06/20,23:00:00,0.0363,0.1,2.9,75.4,66.33,272.0,2.0
2020/06/21,00:00:00,0.0367,0.1,3.0,75.4,66.26,278.0,2.0
2020/06/21,01:00:00,0.0372,0.1,2.8,75.5,66.2,0.0,1.0
2020/06/21,02:00:00,0.0376,0.1,2.2,75.9,66.01,268.0,2.0
2020/06/21,03:00:00,0.0384,0.1,1.9,76.1,65.73,277.0,2.0
2020/06/21,04:00:00,0.0377,0.1,1.9,76.9,65.5,223.0,2.0
2020/06/21,05:00:00,0.0373,0.1,1.9,77.4,65.39,228.0,2.0
2020/06/21,06:00:00,0.038,0.2,2.1,76.4,65.74,247.0,2.0
2020/06/21,07:00:00,0.0392,0.2,2.2,75.3,66.12,240.0,2.0
2020/06/21,08:00:00,0.0395,0.3,2.4,74.0,66.8,179.0,2.0
2020/06/21,09:00:00,0.0416,0.6,2.9,70.8,68.34,278.0,2.0
2020/06/21,10:00:00,0.0457,0.7,3.0,67.5,69.98,244.0,2.0
2020/06/21,11:00:00,0.0526,0.5,2.6,64.1,71.84,245.0,3.0
2020/06/21,12:00:00,0.0581,0.4,2.5,61.2,73.49,227.0,4.0
2020/06/21,13:00:00,0.0603,0.4,2.4,60.1,74.05,238.0,6.0
2020/06/21,14:00:00,0.0573,0.3,2.2,60.8,73.57,233.0,6.0
2020/06/21,15:00:00,0.0531,0.4,2.2,61.4,73.49,234.0,5.0
2020/06/21,16:00:00,0.05,0.5,2.9,61.4,73.44,241.0,4.0
2020/06/21,17:00:00,0.0443,0.5,3.4,64.3,72.04,232.0,6.0
2020/06/21,18:00:00,0.0369,0.3,4.0,71.7,68.67,228.0,6.0
2020/06/21,19:00:00,0.0355,0.1,3.3,76.0,66.9,222.0,4.0
2020/06/21,20:00:00,0.032,0.2,4.7,78.9,66.01,210.0,3.0
2020/06/21,21:00:00,0.0293,0.2,5.5,81.5,65.37,190.0,3.0
2020/06/21,22:00:00,0.0319,0.1,3.1,84.5,64.49,183.0,3.0
2020/06/21,23:00:00,0.034,0.1,2.5,83.8,64.79,192.0,2.0
2020/06/22,00:00:00,0.0348,0.0,2.1,82.4,64.97,154.0,2.0
2020/06/22,01:00:00,0.0352,0.1,1.9,83.0,64.85,142.0,2.0
2020/06/22,02:00:00,0.0358,0.1,1.7,83.5,64.68,163.0,1.0
2020/06/22,03:00:00,0.0365,0.2,1.6,83.4,64.85,113.0,1.0
2020/06/22,04:00:00,0.0377,0.1,1.2,83.8,64.76,183.0,1.0
2020/06/22,05:00:00,0.0376,0.1,1.6,83.3,64.96,193.0,1.0
2020/06/22,06:00:00,0.0348,0.2,2.4,83.2,65.3,201.0,2.0
2020/06/22,07:00:00,0.034,0.3,2.6,83.5,65.78,0.0,1.0
2020/06/22,08:00:00,0.0344,0.6,3.9,81.2,66.71,0.0,1.0
2020/06/22,09:00:00,0.0361,1.2,4.4,77.2,68.36,277.0,1.0
2020/06/22,10:00:00,0.0423,3.9,3.9,71.8,71.32,230.0,3.0
2020/06/22,11:00:00,0.0484,0.9,3.4,68.3,73.43,246.0,4.0
2020/06/22,12:00:00,0.0537,0.7,3.3,64.4,75.46,231.0,5.0
2020/06/22,13:00:00,0.0529,0.6,2.7,63.3,75.47,239.0,7.0
2020/06/22,14:00:00,0.0496,0.6,2.3,64.8,74.17,234.0,6.0
2020/06/22,15:00:00,0.049,0.7,2.9,65.9,73.52,225.0,6.0
2020/06/22,16:00:00,0.044,0.9,3.8,68.5,72.53,225.0,6.0
2020/06/22,17:00:00,0.0447,0.6,3.9,69.4,72.12,196.0,4.0
2020/06/22,18:00:00,0.0421,0.3,5.2,71.5,71.56,209.0,4.0
2020/06/22,19:00:00,0.0387,0.3,7.7,74.5,69.71,283.0,3.0
2020/06/22,20:00:00,0.0317,0.4,7.7,79.0,67.42,290.0,3.0
2020/06/22,21:00:00,0.0259,0.4,7.1000000000000005,81.7,66.01,263.0,3.0
2020/06/22,22:00:00,0.026,0.2,5.5,85.5,64.84,242.0,3.0
2020/06/22,23:00:00,0.0275,0.2,4.3,89.5,63.99,209.0,2.0
2020/06/23,00:00:00,0.0272,0.2,4.2,89.2,64.39,210.0,1.0
2020/06/23,01:00:00,0.0279,0.2,3.7,89.6,64.18,198.0,2.0
2020/06/23,02:00:00,0.0294,0.2,2.6,91.3,63.62,203.0,3.0
2020/06/23,03:00:00,0.0303,0.1,2.0,92.9,63.08,207.0,3.0
2020/06/23,04:00:00,0.0276,0.5,3.5,94.0,62.76,157.0,2.0
2020/06/23,05:00:00,0.026,0.3,4.5,93.4,63.01,158.0,1.0
2020/06/23,06:00:00,0.0241,0.5,5.4,92.6,63.49,225.0,2.0
2020/06/23,07:00:00,0.0258,0.7,4.7,91.8,63.5,212.0,2.0
2020/06/23,08:00:00,0.0291,0.9,4.8999999999999995,89.0,64.5,220.0,1.0
2020/06/23,09:00:00,0.0309,1.3,4.8,85.5,65.72,238.0,2.0
2020/06/23,10:00:00,0.0378,1.5,4.0,76.9,68.69,239.0,2.0
2020/06/23,11:00:00,0.0462,1.0,3.4,68.3,72.16,233.0,4.0
2020/06/23,12:00:00,0.0473,0.8,2.5,65.6,73.14,246.0,4.0
2020/06/23,13:00:00,0.0507,0.5,2.3,62.5,74.46,226.0,5.0
2020/06/23,14:00:00,0.0517,0.8,3.7,62.1,75.14,238.0,6.0
2020/06/23,15:00:00,0.0423,1.1,4.2,65.6,73.68,231.0,5.0
2020/06/23,16:00:00,0.0389,1.1,4.1000000000000005,64.6,73.98,225.0,4.0
2020/06/23,17:00:00,0.036,0.8,4.3,65.5,73.23,218.0,5.0
2020/06/23,18:00:00,0.032,0.4,5.1000000000000005,71.1,70.48,221.0,5.0
2020/06/23,19:00:00,0.0268,0.2,5.6,77.8,67.6,220.0,4.0
2020/06/23,20:00:00,0.0266,0.2,6.0,81.3,66.52,187.0,3.0
2020/06/23,21:00:00,0.027,0.2,5.4,84.6,65.4,181.0,3.0
2020/06/23,22:00:00,0.0277,0.2,4.0,87.2,64.74,194.0,3.0
2020/06/23,23:00:00,0.0304,0.1,1.9,88.2,64.43,187.0,3.0
2020/06/24,00:00:00,0.0309,0.1,2.3,87.6,64.7,220.0,2.0
2020/06/24,01:00:00,0.0294,0.2,3.1,88.6,64.4,207.0,1.0
2020/06/24,02:00:00,0.0231,0.3,4.4,86.8,64.55,0.0,1.0
2020/06/24,03:00:00,0.0255,0.3,3.8,87.0,64.58,161.0,2.0
2020/06/24,04:00:00,0.0276,0.3,3.0,89.0,64.18,195.0,2.0
2020/06/24,05:00:00,0.0285,0.3,3.3,89.5,64.22,0.0,1.0
2020/06/24,06:00:00,0.0296,0.6,4.6,87.0,65.02,0.0,1.0
2020/06/24,07:00:00,0.0279,1.1,6.7,83.9,66.14,0.0,1.0
2020/06/24,08:00:00,0.0298,1.8,6.8999999999999995,80.5,67.52,244.0,2.0
2020/06/24,09:00:00,0.0361,2.1,5.8999999999999995,75.6,69.64,221.0,3.0
2020/06/24,10:00:00,0.0467,1.6,5.5,68.1,72.89,245.0,2.0
2020/06/24,11:00:00,0.0513,1.3,5.6,64.5,74.55,236.0,4.0
2020/06/24,12:00:00,0.0525,1.2,4.8999999999999995,64.5,74.15,241.0,6.0
2020/06/24,13:00:00,0.0537,1.2,5.2,64.1,73.92,238.0,6.0
2020/06/24,14:00:00,0.0564,0.8,4.6,63.5,73.88,235.0,6.0
2020/06/24,15:00:00,0.0477,0.7,2.9,63.7,73.24,209.0,6.0
2020/06/24,16:00:00,0.0346,1.2,3.6,66.1,71.66,223.0,7.0
2020/06/24,17:00:00,0.0346,0.5,1.9,70.8,69.63,218.0,6.0
2020/06/24,18:00:00,0.0309,0.2,1.8,77.8,66.94,227.0,7.0
2020/06/24,19:00:00,0.0288,0.2,2.2,81.4,65.21,227.0,6.0
2020/06/24,20:00:00,0.0293,0.1,2.3,83.6,64.46,228.0,5.0
2020/06/24,21:00:00,0.0309,0.1,1.9,83.7,64.58,245.0,3.0
2020/06/24,22:00:00,0.029,0.2,2.3,82.5,64.62,251.0,3.0
2020/06/24,23:00:00,0.0308,0.1,1.7,83.1,64.74,240.0,2.0
2020/06/25,00:00:00,0.0314,0.1,1.3,83.6,64.68,221.0,2.0
2020/06/25,01:00:00,0.0315,0.1,1.2,84.3,64.47,204.0,2.0
2020/06/25,02:00:00,0.0317,0.1,1.1,84.7,64.52,209.0,2.0
2020/06/25,03:00:00,0.0321,0.0,0.8,85.7,64.1,193.0,3.0
2020/06/25,04:00:00,0.0306,0.1,1.1,86.3,63.99,200.0,2.0
2020/06/25,05:00:00,0.0302,0.1,1.2,86.8,63.96,173.0,1.0
2020/06/25,06:00:00,0.0291,0.2,2.3,86.2,64.1,188.0,3.0
2020/06/25,07:00:00,0.0276,0.5,3.7,84.9,64.59,195.0,3.0
2020/06/25,08:00:00,0.0273,0.8,4.5,83.4,65.35,212.0,1.0
2020/06/25,09:00:00,0.0296,1.2,4.4,79.9,66.7,231.0,2.0
2020/06/25,10:00:00,0.0335,1.5,3.5,76.4,68.48,237.0,4.0
2020/06/25,11:00:00,0.0414,1.1,3.0,71.8,70.67,226.0,4.0
2020/06/25,12:00:00,0.0469,0.7,2.6,66.8,72.8,237.0,4.0
2020/06/25,13:00:00,0.0502,0.6,2.5,63.6,73.98,234.0,5.0
2020/06/25,14:00:00,0.0513,0.4,2.1,63.6,73.8,228.0,6.0
2020/06/25,15:00:00,0.046,0.5,2.0,65.9,72.7,232.0,6.0
2020/06/25,16:00:00,0.042,0.5,1.7,68.3,71.29,223.0,6.0
2020/06/25,17:00:00,0.0379,0.4,1.8,71.7,69.7,235.0,6.0
2020/06/25,18:00:00,0.0328,0.2,1.8,77.6,67.28,232.0,5.0
2020/06/25,19:00:00,0.0284,0.1,2.1,81.6,65.53,224.0,5.0
2020/06/25,20:00:00,0.0242,0.2,4.0,83.8,64.59,225.0,4.0
2020/06/25,21:00:00,0.0261,0.1,2.2,84.9,64.21,220.0,3.0
2020/06/25,22:00:00,0.0245,0.1,3.2,86.0,63.78,188.0,2.0
2020/06/25,23:00:00,0.0242,0.1,3.2,86.8,63.51,178.0,2.0
2020/06/26,00:00:00,0.0221,0.3,5.6,85.3,63.99,228.0,2.0
2020/06/26,01:00:00,0.0235,0.3,4.8,84.1,64.17,0.0,1.0
2020/06/26,02:00:00,0.0212,0.4,6.0,83.9,64.28,301.0,1.0
2020/06/26,03:00:00,0.022,0.3,5.0,84.7,63.94,252.0,1.0
2020/06/26,04:00:00,0.0207,0.4,5.6,84.8,63.97,258.0,1.0
2020/06/26,05:00:00,0.0193,0.7,6.8,84.0,64.26,230.0,1.0
2020/06/26,06:00:00,0.0177,1.8,9.1,82.1,64.9,223.0,2.0
2020/06/26,07:00:00,0.0211,2.3,7.7,79.7,65.82,221.0,2.0
2020/06/26,08:00:00,0.0245,3.3,7.2,74.3,68.18,267.0,1.0
2020/06/26,09:00:00,0.0339,2.3,5.4,67.5,71.02,275.0,2.0
2020/06/26,10:00:00,0.0407,1.9,5.7,61.7,73.98,237.0,2.0
2020/06/26,11:00:00,0.0439,1.9,6.3,58.9,76.07,234.0,4.0
2020/06/26,12:00:00,0.0467,1.6,5.8,58.5,76.11,240.0,6.0
2020/06/26,13:00:00,0.0529,1.2,5.3,57.9,76.56,238.0,5.0
2020/06/26,14:00:00,0.0539,1.2,5.7,57.7,77.24,233.0,6.0
2020/06/26,15:00:00,0.0554,0.8,4.5,57.4,77.23,226.0,6.0
2020/06/26,16:00:00,0.0535,0.7,4.2,58.6,76.18,213.0,6.0
2020/06/26,17:00:00,0.0476,0.6,4.6,60.9,74.57,227.0,5.0
2020/06/26,18:00:00,0.0438,0.3,5.3,64.6,72.45,220.0,5.0
2020/06/26,19:00:00,0.0337,0.2,6.8,68.6,70.66,233.0,4.0
2020/06/26,20:00:00,0.025,0.3,7.0,72.0,69.13,244.0,3.0
2020/06/26,21:00:00,0.021,0.4,7.4,75.4,67.67,270.0,3.0
2020/06/26,22:00:00,0.018,0.5,7.2,78.7,66.48,252.0,2.0
2020/06/26,23:00:00,0.0178,0.4,7.2,81.3,65.6,246.0,3.0
2020/06/27,00:00:00,0.0185,0.3,6.0,83.4,64.94,242.0,2.0
2020/06/27,01:00:00,0.0187,0.3,5.5,84.6,64.71,247.0,2.0
2020/06/27,02:00:00,0.0199,0.3,4.6,84.5,64.89,229.0,1.0
2020/06/27,03:00:00,0.024,0.2,2.8,85.7,65.01,233.0,2.0
2020/06/27,04:00:00,0.0255,0.2,2.1,86.2,64.97,226.0,3.0
2020/06/27,05:00:00,0.0254,0.2,2.3,86.0,64.99,225.0,3.0
2020/06/27,06:00:00,0.0259,0.6,2.5,85.1,65.19,220.0,3.0
2020/06/27,07:00:00,0.0276,0.6,2.2,81.4,66.02,212.0,2.0
2020/06/27,08:00:00,0.0312,0.9,1.8,71.6,69.07,171.0,1.0
2020/06/27,09:00:00,0.0363,0.8,1.9,65.8,71.4,243.0,2.0
2020/06/27,10:00:00,0.0413,0.8,2.2,60.3,74.04,230.0,3.0
2020/06/27,11:00:00,0.041,1.0,2.8,62.8,73.89,245.0,5.0
2020/06/27,12:00:00,0.0454,0.7,2.2,59.9,74.96,242.0,6.0
2020/06/27,13:00:00,0.0426,0.5,1.5,59.3,75.08,226.0,6.0
2020/06/27,14:00:00,0.0399,0.4,1.1,60.6,74.38,225.0,6.0
2020/06/27,15:00:00,0.0375,0.4,1.0,64.6,72.7,222.0,7.0
2020/06/27,16:00:00,0.0346,0.3,0.7,69.5,70.56,228.0,6.0
2020/06/27,17:00:00,0.0322,0.3,0.9,72.6,69.19,228.0,6.0
2020/06/27,18:00:00,0.0289,0.3,1.8,76.2,67.57,236.0,5.0
2020/06/27,19:00:00,0.0276,0.1,1.9,78.8,66.72,232.0,4.0
2020/06/27,20:00:00,0.0279,0.1,1.5,79.3,66.52,208.0,3.0
