date,time,ozone_anaheim,no_anaheim,no2_anaheim,RH_anaheim,TEMP_anaheim,WINDIR_anaheim,WINDSPEED_anaheim
2020/04/11,01:00:00,0.0106,1.0,15.4,91.9,51.74,81.0,1.0
2020/04/11,02:00:00,0.0069,1.3,15.8,92.4,50.99,65.0,1.0
2020/04/11,03:00:00,0.0049,1.9,17.8,92.6,50.93,61.0,2.0
2020/04/11,04:00:00,0.0049,3.7,19.5,91.7,51.03,63.0,2.0
2020/04/11,05:00:00,0.0045,4.2,19.7,90.6,51.06,64.0,2.0
2020/04/11,06:00:00,0.0089,9.4,16.400000000000002,86.5,53.27,110.0,2.0
2020/04/11,07:00:00,0.0197,4.3,10.3,80.3,55.68,94.0,3.0
2020/04/11,08:00:00,0.033,1.8,3.5,73.1,59.21,140.0,2.0
2020/04/11,09:00:00,0.0353,1.2,3.2,71.3,60.31,192.0,2.0
2020/04/11,10:00:00,0.0394,1.2,2.6,64.6,62.97,220.0,1.0
2020/04/11,11:00:00,0.0441,0.7,1.7,63.1,64.36,219.0,4.0
2020/04/11,12:00:00,0.0472,0.6,1.4,62.4,64.76,227.0,5.0
2020/04/11,13:00:00,0.0496,0.6,1.6,58.3,65.9,223.0,5.0
2020/04/11,14:00:00,0.0514,0.5,1.8,61.2,65.55,223.0,7.0
2020/04/11,15:00:00,0.0461,0.7,2.4,65.3,64.31,222.0,7.0
2020/04/11,16:00:00,0.0383,0.7,1.9,69.1,63.2,226.0,7.0
2020/04/11,17:00:00,0.039,0.4,1.4,69.8,62.27,216.0,5.0
2020/04/11,18:00:00,0.0376,0.3,2.1,76.4,60.14,216.0,5.0
2020/04/11,19:00:00,0.0346,0.3,3.3,83.7,58.52,210.0,4.0
2020/04/11,20:00:00,0.0345,0.2,2.1,84.1,58.45,218.0,4.0
2020/04/11,21:00:00,0.0342,0.2,1.7,85.0,58.49,229.0,4.0
2020/04/11,22:00:00,0.0345,0.2,2.1,83.1,58.44,243.0,3.0
2020/04/11,23:00:00,0.0349,0.2,1.9,79.7,58.58,221.0,2.0
2020/04/12,00:00:00,0.0353,0.2,1.3,79.0,58.47,199.0,2.0
2020/04/12,01:00:00,0.0327,0.2,3.2,79.9,58.27,216.0,1.0
2020/04/12,02:00:00,0.0312,0.3,3.5,81.0,58.26,164.0,1.0
2020/04/12,03:00:00,0.0305,0.3,3.8,81.3,58.09,248.0,2.0
2020/04/12,04:00:00,0.0329,0.3,2.9,84.7,57.24,220.0,3.0
2020/04/12,05:00:00,0.0328,0.2,2.8,91.4,56.0,224.0,3.0
2020/04/12,06:00:00,0.0347,0.2,1.4,91.0,56.03,215.0,2.0
2020/04/12,07:00:00,0.0363,0.4,1.5,84.6,57.0,207.0,3.0
2020/04/12,08:00:00,0.0375,0.3,0.9,83.9,57.23,195.0,3.0
2020/04/12,09:00:00,0.0372,0.3,1.0,82.8,57.86,199.0,4.0
2020/04/12,10:00:00,0.0377,0.4,1.1,82.7,57.93,201.0,4.0
2020/04/12,11:00:00,0.0375,0.4,0.8,78.9,58.77,205.0,4.0
2020/04/12,12:00:00,0.0369,0.4,0.9,79.8,58.51,213.0,5.0
2020/04/12,13:00:00,0.0366,0.4,0.5,74.3,59.93,196.0,4.0
2020/04/12,14:00:00,0.037,0.4,0.4,70.4,61.25,193.0,5.0
2020/04/12,15:00:00,0.0363,0.3,0.5,70.8,60.96,208.0,6.0
2020/04/12,16:00:00,0.035,0.3,0.7,73.9,59.64,211.0,6.0
2020/04/12,17:00:00,0.0347,0.3,1.1,76.3,58.8,210.0,5.0
2020/04/12,18:00:00,0.0333,0.3,1.5,78.6,58.06,207.0,4.0
2020/04/12,19:00:00,0.0326,0.2,1.5,81.6,57.45,204.0,4.0
2020/04/12,20:00:00,0.0322,0.2,1.3,82.6,57.23,198.0,2.0
2020/04/12,21:00:00,0.0324,0.2,1.4,82.6,57.34,198.0,2.0
2020/04/12,22:00:00,0.0327,0.2,1.1,82.0,57.44,210.0,3.0
2020/04/12,23:00:00,0.0327,0.2,0.9,84.9,56.68,0.0,1.0
2020/04/13,00:00:00,0.0296,0.2,1.6,87.3,56.46,147.0,2.0
2020/04/13,01:00:00,0.0308,0.2,1.1,87.0,56.31,160.0,1.0
2020/04/13,02:00:00,0.0278,0.2,1.5,87.6,56.47,173.0,2.0
2020/04/13,03:00:00,0.029,0.2,1.6,86.6,56.7,163.0,1.0
2020/04/13,04:00:00,0.0245,0.4,5.2,86.2,56.58,135.0,2.0
2020/04/13,05:00:00,0.0145,2.6,16.8,88.4,55.82,85.0,1.0
2020/04/13,06:00:00,0.0197,3.2,12.0,84.7,57.54,127.0,2.0
2020/04/13,07:00:00,0.0331,0.9,2.2,76.7,59.33,168.0,2.0
2020/04/13,08:00:00,0.0341,1.2,2.7,69.7,61.32,175.0,2.0
2020/04/13,09:00:00,0.0347,0.7,2.8,70.1,61.13,215.0,3.0
2020/04/13,10:00:00,0.0349,0.7,2.4,72.3,61.05,201.0,4.0
2020/04/13,11:00:00,0.0341,1.1,5.6,74.4,60.44,230.0,6.0
2020/04/13,12:00:00,0.0386,0.5,2.7,68.4,60.7,232.0,6.0
2020/04/13,13:00:00,0.0363,0.6,3.7,70.4,60.25,229.0,5.0
2020/04/13,14:00:00,0.0359,0.8,3.9,72.0,60.21,229.0,6.0
2020/04/13,15:00:00,0.0358,0.7,4.2,70.0,60.21,233.0,6.0
2020/04/13,16:00:00,0.035,0.7,5.1000000000000005,68.9,60.55,225.0,4.0
2020/04/13,17:00:00,0.0352,0.4,5.1000000000000005,68.4,60.85,213.0,3.0
2020/04/13,18:00:00,0.0324,0.3,7.5,70.8,60.33,224.0,4.0
2020/04/13,19:00:00,0.0303,0.3,7.4,71.9,59.79,212.0,3.0
2020/04/13,20:00:00,0.0257,0.4,8.9,76.5,58.9,234.0,2.0
2020/04/13,21:00:00,0.0267,0.4,6.8999999999999995,77.2,58.58,265.0,2.0
2020/04/13,22:00:00,0.0229,0.8,10.7,80.2,57.98,306.0,1.0
2020/04/13,23:00:00,0.0184,0.7,14.8,82.5,57.39,309.0,1.0
2020/04/14,00:00:00,0.018,0.8,13.799999999999999,85.7,56.09,285.0,2.0
2020/04/14,01:00:00,0.0199,0.6,10.9,88.9,54.62,0.0,1.0
2020/04/14,02:00:00,0.0092,2.3,16.8,91.1,53.28,0.0,0.0
2020/04/14,03:00:00,0.0028,3.9,21.7,92.2,52.61,0.0,1.0
2020/04/14,04:00:00,0.0,18.5,21.4,92.1,52.12,0.0,1.0
2020/04/14,05:00:00,0.0003,52.900000000000006,19.0,91.4,51.91,52.0,1.0
2020/04/14,06:00:00,0.0025,50.0,20.0,87.0,54.42,47.0,2.0
2020/04/14,07:00:00,0.0184,10.200000000000001,13.899999999999999,78.1,58.9,336.0,2.0
2020/04/14,08:00:00,0.0263,6.8,12.9,70.1,61.81,311.0,3.0
2020/04/14,09:00:00,0.0285,6.8,12.9,62.0,64.85,301.0,3.0
2020/04/14,10:00:00,0.0321,5.8,11.9,52.1,69.02,308.0,2.0
2020/04/14,11:00:00,0.0362,5.0,12.200000000000001,45.0,71.85,279.0,3.0
2020/04/14,12:00:00,0.0394,3.5,9.2,53.1,71.74,230.0,6.0
2020/04/14,13:00:00,0.04,3.7,10.5,50.2,74.57,218.0,5.0
2020/04/14,14:00:00,0.0549,2.0,9.2,36.6,78.34,275.0,5.0
2020/04/14,15:00:00,0.054,2.1,8.6,35.2,78.18,282.0,5.0
2020/04/14,16:00:00,0.045,1.8,9.299999999999999,35.6,77.53,303.0,4.0
2020/04/14,17:00:00,0.0354,1.5,10.6,43.1,73.73,295.0,4.0
2020/04/14,18:00:00,0.0359,0.6,9.799999999999999,46.2,69.6,302.0,3.0
2020/04/14,19:00:00,0.0287,1.1,13.299999999999999,51.8,67.54,318.0,1.0
2020/04/14,20:00:00,0.0127,2.6,24.9,58.3,65.58,0.0,1.0
2020/04/14,21:00:00,0.0089,3.0,24.1,63.0,63.86,0.0,1.0
2020/04/14,22:00:00,0.0039,4.8,26.3,68.6,62.28,0.0,1.0
2020/04/14,23:00:00,0.0001,9.4,29.6,71.2,60.85,324.0,1.0
2020/04/15,00:00:00,0.0017,3.6,27.2,74.6,59.36,0.0,0.0
2020/04/15,01:00:00,0.0005,7.8,26.4,72.9,58.1,100.0,1.0
2020/04/15,02:00:00,0.0008,8.9,29.5,66.5,57.41,65.0,2.0
2020/04/15,03:00:00,0.0029,4.0,26.9,62.7,56.24,50.0,2.0
2020/04/15,04:00:00,0.0007,14.5,31.3,56.4,55.95,49.0,3.0
2020/04/15,05:00:00,0.0012,26.200000000000003,32.7,52.9,55.72,0.0,1.0
2020/04/15,06:00:00,0.0045,36.7,30.8,48.5,59.02,54.0,2.0
2020/04/15,07:00:00,0.0117,25.5,28.6,45.9,64.41,68.0,1.0
2020/04/15,08:00:00,0.0236,11.2,20.7,35.4,69.27,94.0,1.0
2020/04/15,09:00:00,0.0317,6.7,15.5,32.4,74.12,0.0,1.0
2020/04/15,10:00:00,0.0434,3.6,11.1,23.9,77.32,234.0,2.0
2020/04/15,11:00:00,0.0509,2.7,10.200000000000001,24.0,78.51,237.0,5.0
2020/04/15,12:00:00,0.0546,1.9,7.6,23.0,78.31,235.0,6.0
2020/04/15,13:00:00,0.0548,2.9,11.9,23.4,78.54,237.0,7.0
2020/04/15,14:00:00,0.0584,1.5,6.4,26.1,77.08,228.0,8.0
2020/04/15,15:00:00,0.0579,1.3,6.4,31.5,75.99,231.0,7.0
2020/04/15,16:00:00,0.0556,1.0,5.3,22.9,77.77,259.0,5.0
2020/04/15,17:00:00,0.0541,0.8,4.5,22.1,75.96,295.0,4.0
2020/04/15,18:00:00,0.0506,0.4,5.3,30.7,71.98,283.0,3.0
2020/04/15,19:00:00,0.0445,0.5,8.3,37.7,68.88,276.0,2.0
2020/04/15,20:00:00,0.0435,0.6,8.200000000000001,41.2,66.79,271.0,1.0
2020/04/15,21:00:00,0.035,0.8,11.799999999999999,51.3,64.4,0.0,1.0
2020/04/15,22:00:00,0.025,1.0,13.0,71.9,62.03,0.0,1.0
2020/04/15,23:00:00,0.0202,0.9,13.899999999999999,77.6,60.23,165.0,2.0
2020/04/16,00:00:00,0.0163,1.0,15.8,75.2,58.94,0.0,1.0
2020/04/16,01:00:00,0.0296,0.5,5.4,89.0,58.01,164.0,2.0
2020/04/16,02:00:00,0.0284,0.7,5.8,95.5,57.4,58.0,2.0
2020/04/16,03:00:00,0.0245,0.7,8.5,88.0,57.35,49.0,2.0
2020/04/16,04:00:00,0.003,5.0,25.5,79.6,55.87,59.0,2.0
2020/04/16,05:00:00,0.001,23.400000000000002,29.5,71.4,55.39,61.0,2.0
2020/04/16,06:00:00,0.0062,31.5,31.4,62.9,58.43,78.0,2.0
2020/04/16,07:00:00,0.0217,12.6,21.3,55.8,62.41,119.0,1.0
2020/04/16,08:00:00,0.0354,5.4,13.5,54.8,65.38,191.0,2.0
2020/04/16,09:00:00,0.0483,1.6,4.7,58.1,67.12,208.0,4.0
2020/04/16,10:00:00,0.0514,0.9,2.5,53.4,68.1,214.0,6.0
2020/04/16,11:00:00,0.0538,0.6,1.4,44.1,69.19,221.0,6.0
2020/04/16,12:00:00,0.0521,0.6,1.2,44.2,69.98,213.0,6.0
2020/04/16,13:00:00,0.0521,0.6,1.1,41.4,70.1,216.0,6.0
2020/04/16,14:00:00,0.0482,0.6,1.3,47.7,68.97,220.0,7.0
2020/04/16,15:00:00,0.0469,0.6,1.1,50.0,67.22,206.0,7.0
2020/04/16,16:00:00,0.0467,0.9,3.3,60.7,66.22,214.0,6.0
2020/04/16,17:00:00,0.0441,0.5,2.4,62.6,64.18,196.0,5.0
2020/04/16,18:00:00,0.0405,0.3,2.0,68.4,61.31,191.0,4.0
2020/04/16,19:00:00,0.0277,0.4,6.8999999999999995,80.3,59.13,236.0,4.0
2020/04/16,20:00:00,0.0281,0.4,5.7,82.2,58.27,226.0,2.0
2020/04/16,21:00:00,0.0294,0.3,4.2,82.6,58.03,224.0,2.0
2020/04/16,22:00:00,0.032,0.3,2.7,82.9,57.66,180.0,2.0
2020/04/16,23:00:00,0.0318,0.3,2.4,83.5,57.02,183.0,2.0
2020/04/17,00:00:00,0.0316,0.3,2.3,83.1,57.0,192.0,2.0
2020/04/17,01:00:00,0.0325,0.3,1.9,82.7,57.25,172.0,2.0
2020/04/17,02:00:00,0.0349,0.3,1.2,83.2,56.8,163.0,1.0
2020/04/17,03:00:00,0.0331,0.3,2.2,82.9,56.3,0.0,1.0
2020/04/17,04:00:00,0.0219,0.6,8.8,82.7,56.15,107.0,2.0
2020/04/17,05:00:00,0.0163,2.7,15.0,83.0,55.57,93.0,3.0
2020/04/17,06:00:00,0.0193,3.6,13.299999999999999,79.2,57.04,134.0,2.0
2020/04/17,07:00:00,0.0343,1.0,3.6,72.7,59.01,158.0,2.0
2020/04/17,08:00:00,0.0371,0.9,2.1,66.7,60.14,185.0,3.0
2020/04/17,09:00:00,0.0391,0.8,1.5,63.2,61.54,203.0,4.0
2020/04/17,10:00:00,0.0432,0.6,0.9,57.3,62.95,219.0,4.0
2020/04/17,11:00:00,0.0448,0.6,0.7,52.5,64.65,191.0,4.0
2020/04/17,12:00:00,0.0456,0.6,0.7,51.5,65.77,202.0,5.0
2020/04/17,13:00:00,0.0427,0.6,0.7,52.6,65.04,234.0,7.0
2020/04/17,14:00:00,0.0421,0.5,0.8,54.2,64.23,236.0,6.0
2020/04/17,15:00:00,0.0373,0.5,0.7,58.4,63.03,224.0,7.0
2020/04/17,16:00:00,0.0364,0.5,0.7,57.6,63.24,219.0,5.0
2020/04/17,17:00:00,0.0346,0.4,1.2,62.1,62.22,230.0,5.0
2020/04/17,18:00:00,0.0316,0.3,2.9,68.6,60.62,229.0,4.0
2020/04/17,19:00:00,0.0307,0.3,2.3,73.0,59.57,229.0,4.0
2020/04/17,20:00:00,0.0313,0.3,1.7,76.0,59.32,226.0,4.0
2020/04/17,21:00:00,0.0325,0.3,1.5,77.6,59.48,223.0,3.0
2020/04/17,22:00:00,0.0326,0.3,0.9,76.8,59.67,211.0,3.0
2020/04/17,23:00:00,0.0338,0.3,1.4,77.6,59.43,226.0,3.0
2020/04/18,00:00:00,0.0327,0.3,2.4,78.5,59.35,242.0,3.0
2020/04/18,01:00:00,0.0328,0.3,2.4,79.8,59.08,231.0,3.0
2020/04/18,02:00:00,0.0304,0.3,3.6,80.0,58.77,233.0,2.0
2020/04/18,03:00:00,0.0297,0.3,3.9,80.1,58.68,234.0,2.0
2020/04/18,04:00:00,0.031,0.4,3.0,80.8,58.77,234.0,2.0
2020/04/18,05:00:00,0.0293,0.4,3.9,82.2,58.81,187.0,2.0
2020/04/18,06:00:00,0.0266,1.5,8.200000000000001,81.0,58.97,219.0,3.0
2020/04/18,07:00:00,0.0309,0.9,4.1000000000000005,79.6,59.38,258.0,4.0
2020/04/18,08:00:00,0.0331,0.9,4.1000000000000005,75.8,60.11,253.0,3.0
2020/04/18,09:00:00,0.0346,0.7,3.5,70.5,60.77,262.0,3.0
2020/04/18,10:00:00,0.0352,0.7,4.0,66.8,61.25,212.0,3.0
2020/04/18,11:00:00,0.0391,0.7,1.9,58.3,62.68,229.0,4.0
2020/04/18,12:00:00,0.0373,0.8,3.2,55.9,62.54,237.0,5.0
2020/04/18,13:00:00,0.0387,0.7,2.0,53.0,63.29,226.0,3.0
2020/04/18,14:00:00,0.0375,0.8,2.4,53.5,63.92,228.0,5.0
2020/04/18,15:00:00,0.0378,0.7,2.2,56.5,63.25,234.0,6.0
2020/04/18,16:00:00,0.0374,0.7,3.5,56.1,63.42,274.0,3.0
2020/04/18,17:00:00,0.0374,0.6,3.3,58.0,62.49,286.0,4.0
2020/04/18,18:00:00,0.0356,1.0,4.8,62.7,61.31,288.0,3.0
2020/04/18,19:00:00,0.0342,0.5,5.1000000000000005,65.3,60.07,276.0,2.0
2020/04/18,20:00:00,0.0305,0.5,6.1000000000000005,70.0,58.91,248.0,2.0
2020/04/18,21:00:00,0.031,0.4,5.0,73.0,58.88,256.0,2.0
2020/04/18,22:00:00,0.0335,0.4,3.7,74.0,58.71,254.0,2.0
2020/04/18,23:00:00,0.0319,0.4,4.3,74.3,58.59,240.0,1.0
2020/04/19,00:00:00,0.0358,0.3,2.3,72.5,58.58,248.0,2.0
2020/04/19,01:00:00,0.0368,0.3,1.8,72.2,58.3,268.0,2.0
2020/04/19,02:00:00,0.0344,0.4,2.3,74.0,57.89,242.0,1.0
2020/04/19,03:00:00,0.0306,0.4,3.9,77.3,57.21,0.0,1.0
2020/04/19,04:00:00,0.0229,0.6,7.2,80.9,56.22,0.0,1.0
2020/04/19,05:00:00,0.0212,0.9,8.1,82.5,55.74,0.0,0.0
2020/04/19,06:00:00,0.0264,1.5,7.7,78.9,57.36,225.0,2.0
2020/04/19,07:00:00,0.0363,1.4,3.7,70.5,59.9,245.0,1.0
2020/04/19,08:00:00,0.0395,0.8,1.9,65.6,60.75,235.0,3.0
2020/04/19,09:00:00,0.0408,0.8,1.3,60.6,62.44,233.0,3.0
2020/04/19,10:00:00,0.0406,0.8,1.9,58.4,63.25,252.0,4.0
2020/04/19,11:00:00,0.0399,1.0,2.4,58.8,63.17,246.0,5.0
2020/04/19,12:00:00,0.0412,1.0,2.3,58.9,63.77,252.0,4.0
2020/04/19,13:00:00,0.0445,0.8,1.7,56.5,65.3,252.0,2.0
2020/04/19,14:00:00,0.0434,0.8,1.9,57.4,64.96,241.0,7.0
2020/04/19,15:00:00,0.0424,0.8,1.7,57.4,64.62,238.0,7.0
2020/04/19,16:00:00,0.0418,0.6,1.6,57.6,63.67,241.0,7.0
2020/04/19,17:00:00,0.0401,0.6,2.9,58.8,63.02,259.0,5.0
2020/04/19,18:00:00,0.0356,0.7,4.1000000000000005,61.7,61.76,289.0,3.0
2020/04/19,19:00:00,0.0347,0.5,3.8,65.1,60.8,271.0,3.0
2020/04/19,20:00:00,0.035,0.5,3.1,71.3,60.08,285.0,3.0
2020/04/19,21:00:00,0.0368,0.3,1.6,73.3,59.46,279.0,3.0
2020/04/19,22:00:00,0.0363,0.3,1.7,72.7,59.22,268.0,2.0
2020/04/19,23:00:00,0.035,0.3,2.4,72.8,58.37,247.0,1.0
2020/04/20,00:00:00,0.0295,0.4,4.0,76.6,57.51,232.0,2.0
2020/04/20,01:00:00,0.0274,0.4,5.0,78.8,57.53,231.0,1.0
2020/04/20,02:00:00,0.0259,0.5,6.5,79.9,58.03,0.0,1.0
2020/04/20,03:00:00,0.0295,0.4,4.6,81.0,58.25,176.0,1.0
2020/04/20,04:00:00,0.0306,0.4,4.0,81.5,58.33,185.0,2.0
2020/04/20,05:00:00,0.0284,0.7,6.6,81.1,58.26,0.0,1.0
2020/04/20,06:00:00,0.023,3.8,13.899999999999999,76.3,59.82,0.0,1.0
2020/04/20,07:00:00,0.0318,1.4,5.6,74.5,60.03,270.0,2.0
2020/04/20,08:00:00,0.0337,1.5,4.2,70.9,61.2,222.0,3.0
2020/04/20,09:00:00,0.0332,2.1,6.1000000000000005,69.8,61.83,237.0,4.0
2020/04/20,10:00:00,0.0357,2.1,5.0,66.1,63.11,250.0,4.0
2020/04/20,11:00:00,0.0405,1.5,3.3,59.9,64.84,246.0,4.0
2020/04/20,12:00:00,0.0435,1.1,2.8,57.0,65.65,249.0,5.0
2020/04/20,13:00:00,0.0437,1.3,3.1,57.7,65.59,237.0,6.0
2020/04/20,14:00:00,0.0443,1.5,3.4,56.5,66.29,229.0,5.0
2020/04/20,15:00:00,0.041,1.4,4.2,58.2,65.88,232.0,6.0
2020/04/20,16:00:00,0.0381,1.0,4.2,62.3,64.23,230.0,6.0
2020/04/20,17:00:00,0.0359,0.5,3.1,66.0,62.76,228.0,6.0
2020/04/20,18:00:00,0.0331,0.4,7.0,67.6,61.86,209.0,4.0
2020/04/20,19:00:00,0.0333,0.4,5.0,69.5,61.55,268.0,3.0
2020/04/20,20:00:00,0.0334,0.4,4.2,70.3,60.54,254.0,2.0
2020/04/20,21:00:00,0.0354,0.4,3.2,70.3,60.58,258.0,3.0
2020/04/20,22:00:00,0.0307,0.4,6.1000000000000005,74.7,59.8,254.0,2.0
2020/04/20,23:00:00,0.0359,0.4,2.8,73.8,59.04,266.0,2.0
2020/04/21,00:00:00,0.036,0.3,2.1,76.5,57.83,239.0,3.0
2020/04/21,01:00:00,0.032,0.4,3.2,79.8,57.1,222.0,1.0
2020/04/21,02:00:00,0.0297,0.5,4.3,80.8,56.95,271.0,1.0
2020/04/21,03:00:00,0.0284,0.5,5.7,81.1,57.13,0.0,1.0
2020/04/21,04:00:00,0.028,0.8,7.1000000000000005,81.6,57.06,299.0,2.0
2020/04/21,05:00:00,0.0244,1.0,9.799999999999999,83.8,56.3,211.0,1.0
2020/04/21,06:00:00,0.0303,1.3,5.0,77.7,58.76,0.0,1.0
2020/04/21,07:00:00,0.0329,1.8,4.3,73.2,60.1,214.0,2.0
2020/04/21,08:00:00,0.0357,1.8,3.7,67.0,62.28,187.0,2.0
2020/04/21,09:00:00,0.0403,0.9,1.6,62.8,64.29,202.0,3.0
2020/04/21,10:00:00,0.043,0.8,1.6,59.9,66.05,206.0,4.0
2020/04/21,11:00:00,0.045,0.9,2.1,60.0,66.97,219.0,5.0
2020/04/21,12:00:00,0.0499,0.9,2.7,54.2,69.07,236.0,4.0
2020/04/21,13:00:00,0.0489,1.5,4.7,52.1,69.32,239.0,6.0
2020/04/21,14:00:00,0.0439,1.0,2.4,52.5,68.53,235.0,8.0
2020/04/21,15:00:00,0.0401,1.1,2.7,52.6,68.05,233.0,7.0
2020/04/21,16:00:00,0.0367,1.1,3.0,58.4,65.87,232.0,8.0
2020/04/21,17:00:00,0.0359,0.8,3.7,55.5,65.14,233.0,6.0
2020/04/21,18:00:00,0.0324,0.4,6.7,57.1,64.9,214.0,3.0
2020/04/21,19:00:00,0.0283,0.5,9.6,56.7,64.0,180.0,2.0
2020/04/21,20:00:00,0.0252,0.5,9.700000000000001,64.3,62.64,216.0,2.0
2020/04/21,21:00:00,0.0237,0.8,8.7,81.1,60.78,225.0,1.0
2020/04/21,22:00:00,0.0204,0.6,8.8,83.1,60.22,0.0,1.0
2020/04/21,23:00:00,0.0171,0.7,10.3,85.3,59.51,0.0,0.0
2020/04/22,00:00:00,0.0071,2.0,19.5,85.9,58.77,0.0,0.0
2020/04/22,01:00:00,0.0017,7.7,22.3,80.3,57.79,0.0,0.0
2020/04/22,02:00:00,0.0009,6.5,22.2,77.6,57.33,56.0,2.0
2020/04/22,03:00:00,0.0001,11.6,23.3,77.4,56.62,59.0,2.0
2020/04/22,04:00:00,0.0,12.3,22.599999999999998,80.0,55.99,55.0,2.0
2020/04/22,05:00:00,0.001,21.8,23.2,78.9,56.27,355.0,1.0
2020/04/22,06:00:00,0.0077,16.0,19.0,70.8,59.57,52.0,2.0
2020/04/22,07:00:00,0.018,9.4,15.0,61.7,64.26,358.0,1.0
2020/04/22,08:00:00,0.0209,10.3,16.400000000000002,56.7,66.97,281.0,1.0
2020/04/22,09:00:00,0.028,7.0,13.799999999999999,49.7,71.09,280.0,1.0
2020/04/22,10:00:00,0.0367,5.2,13.799999999999999,41.3,75.34,275.0,2.0
2020/04/22,11:00:00,0.0374,7.4,18.599999999999998,42.0,77.62,248.0,5.0
2020/04/22,12:00:00,0.0408,6.1000000000000005,17.8,44.0,78.22,232.0,5.0
2020/04/22,13:00:00,0.0481,4.6,17.9,39.7,80.95,228.0,5.0
2020/04/22,14:00:00,0.059,2.5,12.200000000000001,36.8,81.33,236.0,5.0
2020/04/22,15:00:00,0.0576,1.7,8.6,34.4,81.94,262.0,4.0
2020/04/22,16:00:00,0.0493,1.1,5.3,30.2,81.96,259.0,4.0
2020/04/22,17:00:00,0.0417,1.1,9.1,43.0,77.62,226.0,5.0
2020/04/22,18:00:00,0.0394,0.5,7.3,57.6,71.35,218.0,5.0
2020/04/22,19:00:00,0.0345,0.4,5.8,67.9,67.84,182.0,3.0
2020/04/22,20:00:00,0.0312,0.5,6.8,72.4,66.71,180.0,3.0
2020/04/22,21:00:00,0.0305,0.5,8.1,77.0,65.03,152.0,2.0
2020/04/22,22:00:00,0.0286,0.5,7.1000000000000005,79.7,64.22,159.0,1.0
2020/04/22,23:00:00,0.0291,0.5,5.8999999999999995,81.7,63.41,201.0,2.0
2020/04/23,00:00:00,0.0268,0.5,5.8999999999999995,81.2,63.19,0.0,1.0
2020/04/23,01:00:00,0.0241,0.6,6.5,81.7,62.6,0.0,0.0
2020/04/23,02:00:00,0.0142,0.9,12.4,82.3,61.8,0.0,0.0
2020/04/23,03:00:00,0.0088,1.4,15.7,79.5,61.1,52.0,1.0
2020/04/23,04:00:00,0.0008,8.4,23.3,79.4,60.51,0.0,1.0
2020/04/23,05:00:00,0.0013,19.099999999999998,23.8,80.6,60.34,0.0,0.0
2020/04/23,06:00:00,0.0055,24.0,22.700000000000003,72.7,64.1,0.0,1.0
2020/04/23,07:00:00,0.0219,7.7,13.4,66.8,67.69,175.0,1.0
2020/04/23,08:00:00,0.0355,3.2,8.4,61.1,70.17,174.0,2.0
2020/04/23,09:00:00,0.0453,2.3,8.0,53.6,74.05,220.0,1.0
2020/04/23,10:00:00,0.0575,1.4,6.4,43.3,78.46,0.0,1.0
2020/04/23,11:00:00,0.0704,0.9,5.5,35.0,82.22,156.0,1.0
2020/04/23,12:00:00,0.0696,0.6,4.1000000000000005,37.0,83.3,236.0,5.0
2020/04/23,13:00:00,0.0643,0.8,4.2,37.2,82.57,233.0,7.0
2020/04/23,14:00:00,0.0618,0.7,3.5,39.3,80.67,227.0,6.0
2020/04/23,15:00:00,0.0576,0.6,2.7,38.6,79.11,223.0,6.0
2020/04/23,16:00:00,0.059,0.6,3.7,38.8,79.56,214.0,4.0
2020/04/23,17:00:00,0.0556,0.5,5.8,41.6,79.25,216.0,4.0
2020/04/23,18:00:00,0.0371,0.4,6.8999999999999995,53.7,74.1,206.0,4.0
2020/04/23,19:00:00,0.0349,0.4,5.6,61.4,71.04,210.0,3.0
2020/04/23,20:00:00,0.0321,0.5,6.1000000000000005,66.0,69.32,198.0,2.0
2020/04/23,21:00:00,0.0335,0.4,4.1000000000000005,68.8,67.69,185.0,2.0
2020/04/23,22:00:00,0.0339,0.4,3.5,70.9,66.91,208.0,2.0
2020/04/23,23:00:00,0.038,0.3,2.3,75.0,65.95,0.0,1.0
2020/04/24,00:00:00,0.0273,0.6,8.0,75.6,65.75,0.0,0.0
2020/04/24,01:00:00,0.0149,1.7,17.5,75.6,65.39,36.0,1.0
2020/04/24,02:00:00,0.0041,3.0,21.2,76.5,64.4,0.0,0.0
2020/04/24,03:00:00,0.0023,4.1000000000000005,23.8,74.8,64.13,0.0,1.0
2020/04/24,04:00:00,0.0001,15.7,27.099999999999998,74.2,63.65,73.0,1.0
2020/04/24,05:00:00,0.0022,23.5,29.1,73.8,64.01,66.0,2.0
2020/04/24,06:00:00,0.0059,33.8,30.5,65.2,67.92,44.0,1.0
2020/04/24,07:00:00,0.0169,15.8,24.5,55.2,72.96,330.0,1.0
2020/04/24,08:00:00,0.0315,7.1000000000000005,18.8,47.0,77.47,269.0,2.0
2020/04/24,09:00:00,0.0424,5.4,18.3,41.6,81.1,286.0,3.0
2020/04/24,10:00:00,0.0544,4.3,19.099999999999998,32.8,86.62,285.0,3.0
2020/04/24,11:00:00,0.0591,4.1000000000000005,19.599999999999998,31.3,89.51,263.0,4.0
2020/04/24,12:00:00,0.058,4.4,21.4,32.8,89.65,244.0,6.0
2020/04/24,13:00:00,0.0639,3.9,21.6,32.2,90.59,235.0,6.0
2020/04/24,14:00:00,0.0829,1.9,13.5,23.2,95.65,258.0,5.0
